,participant_idx,trials_idx,cues,actions,rewards
85,0,85,0,0,-0.5
86,0,86,0,0,-0.5
87,0,87,2,1,0.5
88,0,88,0,1,0.5
89,0,89,2,0,0.5
90,0,90,3,0,0.5
91,0,91,1,0,-0.5
92,0,92,2,1,0.5
93,0,93,3,0,0.5
94,0,94,1,0,0.5
95,0,95,1,1,-0.5
96,1,0,2,0,-0.5
97,1,1,2,1,-0.5
98,1,2,1,0,0.5
99,1,3,1,0,0.5
100,1,4,0,1,-0.5
101,1,5,3,0,0.5
102,1,6,1,0,-0.5
103,1,7,0,0,0.5
104,1,8,3,1,0.5
105,1,9,2,1,0.5
106,1,10,1,1,-0.5
107,1,11,3,1,0.5
108,1,12,3,1,-0.5
109,1,13,0,1,-0.5
110,1,14,2,1,0.5
111,1,15,0,0,-0.5
112,1,16,0,1,-0.5
113,1,17,2,1,0.5
114,1,18,2,0,0.5
115,1,19,3,1,0.5
116,1,20,2,1,0.5
117,1,21,3,1,-0.5
118,1,22,1,1,0.5
119,1,23,1,0,0.5
120,1,24,1,1,-0.5
121,1,25,2,1,0.5
122,1,26,0,0,-0.5
123,1,27,0,1,0.5
124,1,28,0,0,-0.5
125,1,29,1,1,-0.5
126,1,30,3,1,0.5
127,1,31,3,0,0.5
128,1,32,3,1,0.5
129,1,33,0,1,-0.5
130,1,34,2,1,0.5
131,1,35,2,0,-0.5
132,1,36,2,0,0.5
133,1,37,3,1,0.5
134,1,38,1,1,-0.5
135,1,39,1,0,0.5
136,1,40,1,1,0.5
137,1,41,2,1,0.5
138,1,42,0,1,-0.5
139,1,43,1,0,0.5
140,1,44,0,1,-0.5
141,1,45,3,0,-0.5
142,1,46,0,1,0.5
143,1,47,3,0,0.5
144,1,48,3,1,-0.5
145,1,49,2,1,-0.5
146,1,50,2,0,-0.5
147,1,51,1,1,0.5
148,1,52,0,0,-0.5
149,1,53,3,0,0.5
150,1,54,2,0,-0.5
151,1,55,1,0,0.5
152,1,56,0,0,-0.5
153,1,57,2,0,-0.5
154,1,58,1,1,-0.5
155,1,59,0,0,-0.5
156,1,60,0,1,0.5
157,1,61,3,0,0.5
158,1,62,3,1,0.5
159,1,63,1,0,0.5
160,1,64,3,0,-0.5
161,1,65,3,0,0.5
162,1,66,1,1,-0.5
163,1,67,0,0,-0.5
164,1,68,2,0,-0.5
165,1,69,2,1,0.5
166,1,70,1,1,-0.5
167,1,71,0,1,-0.5
168,1,72,1,1,-0.5
169,1,73,2,0,0.5
170,1,74,0,1,-0.5
171,1,75,2,1,0.5
172,1,76,3,0,0.5
173,1,77,1,1,0.5
174,1,78,3,0,0.5
175,1,79,0,1,0.5
176,1,80,3,0,0.5
177,1,81,0,1,0.5
178,1,82,2,1,0.5
179,1,83,1,1,-0.5
180,1,84,0,1,-0.5
181,1,85,3,0,0.5
182,1,86,1,1,0.5
183,1,87,2,1,0.5
184,1,88,3,0,-0.5
185,1,89,0,1,-0.5
186,1,90,2,1,0.5
187,1,91,3,0,0.5
188,1,92,1,1,-0.5
189,1,93,1,1,-0.5
190,1,94,2,1,-0.5
191,1,95,0,1,-0.5
192,2,0,3,0,-0.5
193,2,1,2,1,0.5
194,2,2,2,1,-0.5
195,2,3,1,0,-0.5
196,2,4,0,0,-0.5
197,2,5,3,0,-0.5
198,2,6,2,0,-0.5
199,2,7,1,0,0.5
200,2,8,2,1,0.5
201,2,9,3,1,0.5
202,2,10,0,1,-0.5
203,2,11,0,0,-0.5
204,2,12,0,0,0.5
205,2,13,1,0,0.5
206,2,14,1,0,0.5
207,2,15,3,1,0.5
208,2,16,0,0,0.5
209,2,17,3,1,0.5
210,2,18,2,1,0.5
211,2,19,1,0,-0.5
212,2,20,2,1,0.5
213,2,21,3,1,-0.5
214,2,22,0,0,-0.5
215,2,23,3,1,0.5
216,2,24,2,1,-0.5
217,2,25,2,1,0.5
218,2,26,3,1,0.5
219,2,27,0,0,-0.5
220,2,28,1,0,0.5
221,2,29,0,1,-0.5
222,2,30,1,0,0.5
223,2,31,1,0,0.5
224,2,32,3,1,0.5
225,2,33,1,0,0.5
226,2,34,1,0,0.5
227,2,35,2,1,0.5
228,2,36,0,0,-0.5
229,2,37,1,0,-0.5
230,2,38,0,1,-0.5
231,2,39,1,0,0.5
232,2,40,3,1,0.5
233,2,41,0,1,-0.5
234,2,42,2,1,0.5
235,2,43,3,1,-0.5
236,2,44,2,1,-0.5
237,2,45,2,0,-0.5
238,2,46,0,0,0.5
239,2,47,3,0,0.5
240,2,48,1,0,0.5
241,2,49,2,1,-0.5
242,2,50,3,0,0.5
243,2,51,3,0,0.5
244,2,52,1,0,0.5
245,2,53,2,0,-0.5
246,2,54,3,0,0.5
247,2,55,2,1,0.5
248,2,56,2,1,0.5
249,2,57,0,0,0.5
250,2,58,0,1,-0.5
251,2,59,3,0,-0.5
252,2,60,0,1,-0.5
253,2,61,0,0,-0.5
254,2,62,1,0,0.5
255,2,63,1,0,-0.5
256,2,64,3,1,0.5
257,2,65,3,1,-0.5
258,2,66,2,1,0.5
259,2,67,2,1,0.5
260,2,68,1,1,-0.5
261,2,69,2,1,0.5
262,2,70,0,0,-0.5
263,2,71,1,0,0.5
264,2,72,2,1,-0.5
265,2,73,0,0,-0.5
266,2,74,3,1,0.5
267,2,75,0,1,-0.5
268,2,76,3,1,0.5
269,2,77,0,0,0.5
270,2,78,1,0,-0.5
271,2,79,1,0,0.5
272,2,80,1,0,0.5
273,2,81,3,1,-0.5
274,2,82,1,0,0.5
275,2,83,0,1,0.5
276,2,84,2,1,0.5
277,2,85,2,1,0.5
278,2,86,1,0,-0.5
279,2,87,3,1,0.5
280,2,88,2,1,0.5
281,2,89,0,0,-0.5
282,2,90,1,0,0.5
283,2,91,0,1,-0.5
284,2,92,0,0,-0.5
285,2,93,3,1,0.5
286,2,94,2,1,-0.5
287,2,95,3,1,0.5
288,3,0,1,0,-0.5
289,3,1,3,1,0.5
290,3,2,0,1,-0.5
291,3,3,0,0,0.5
292,3,4,2,0,0.5
293,3,5,3,1,-0.5
294,3,6,0,0,-0.5
295,3,7,3,1,0.5
296,3,8,1,1,-0.5
297,3,9,2,0,-0.5
298,3,10,0,0,-0.5
299,3,11,1,0,0.5
300,3,12,2,1,0.5
301,3,13,2,1,0.5
302,3,14,1,0,-0.5
303,3,15,3,1,0.5
304,3,16,0,0,-0.5
305,3,17,3,1,0.5
306,3,18,2,1,-0.5
307,3,19,2,1,0.5
308,3,20,1,0,0.5
309,3,21,3,1,0.5
310,3,22,0,1,-0.5
311,3,23,1,0,0.5
312,3,24,2,1,0.5
313,3,25,2,1,0.5
314,3,26,1,0,-0.5
315,3,27,1,0,0.5
316,3,28,3,1,0.5
317,3,29,0,0,0.5
318,3,30,3,1,-0.5
319,3,31,0,0,-0.5
320,3,32,1,0,0.5
321,3,33,1,0,0.5
322,3,34,2,1,0.5
323,3,35,1,0,0.5
324,3,36,3,1,0.5
325,3,37,3,1,0.5
326,3,38,0,0,-0.5
327,3,39,2,1,0.5
328,3,40,0,0,-0.5
329,3,41,2,1,0.5
330,3,42,2,1,-0.5
331,3,43,0,0,-0.5
332,3,44,3,1,0.5
333,3,45,3,1,-0.5
334,3,46,1,0,-0.5
335,3,47,0,0,0.5
336,3,48,2,1,-0.5
337,3,49,2,1,0.5
338,3,50,3,1,-0.5
339,3,51,0,0,-0.5
340,3,52,3,1,0.5
341,3,53,2,1,0.5
342,3,54,0,0,-0.5
343,3,55,3,1,0.5
344,3,56,1,0,0.5
345,3,57,0,0,0.5
346,3,58,1,0,0.5
347,3,59,1,0,-0.5
348,3,60,3,1,0.5
349,3,61,0,0,-0.5
350,3,62,1,0,0.5
351,3,63,2,1,0.5
352,3,64,0,0,0.5
353,3,65,3,1,0.5
354,3,66,2,1,-0.5
355,3,67,1,0,-0.5
356,3,68,2,1,0.5
357,3,69,1,0,0.5
358,3,70,3,1,0.5
359,3,71,2,1,0.5
360,3,72,0,0,-0.5
361,3,73,3,1,-0.5
362,3,74,0,0,-0.5
363,3,75,2,1,0.5
364,3,76,1,0,0.5
365,3,77,0,0,-0.5
366,3,78,3,1,0.5
367,3,79,1,0,0.5
368,3,80,1,0,-0.5
369,3,81,1,0,0.5
370,3,82,2,1,0.5
371,3,83,0,1,-0.5
372,3,84,3,1,0.5
373,3,85,0,1,-0.5
374,3,86,3,1,0.5
375,3,87,3,1,0.5
376,3,88,2,1,-0.5
377,3,89,1,0,0.5
378,3,90,0,1,-0.5
379,3,91,2,1,0.5
380,3,92,2,1,0.5
381,3,93,0,1,0.5
382,3,94,3,1,-0.5
383,3,95,1,0,0.5
384,4,0,2,0,-0.5
385,4,1,0,1,-0.5
386,4,2,1,0,0.5
387,4,3,1,0,0.5
388,4,4,3,0,0.5
389,4,5,3,0,-0.5
390,4,6,2,0,-0.5
391,4,7,1,1,-0.5
392,4,8,0,1,0.5
393,4,9,0,1,-0.5
394,4,10,2,1,-0.5
395,4,11,0,1,-0.5
396,4,12,3,0,0.5
397,4,13,2,1,0.5
398,4,14,1,0,-0.5
399,4,15,3,1,0.5
400,4,16,3,0,-0.5
401,4,17,1,1,-0.5
402,4,18,2,0,-0.5
403,4,19,3,1,-0.5
404,4,20,2,0,-0.5
405,4,21,0,1,-0.5
406,4,22,1,0,-0.5
407,4,23,0,0,0.5
408,4,24,3,0,0.5
409,4,25,3,0,0.5
410,4,26,0,0,-0.5
411,4,27,2,0,0.5
412,4,28,2,0,-0.5
413,4,29,1,1,-0.5
414,4,30,0,1,-0.5
415,4,31,1,0,0.5
416,4,32,3,1,0.5
417,4,33,1,0,-0.5
418,4,34,0,1,0.5
419,4,35,2,1,-0.5
420,4,36,3,1,0.5
421,4,37,2,0,-0.5
422,4,38,3,1,0.5
423,4,39,3,1,-0.5
424,4,40,0,1,-0.5
425,4,41,0,1,-0.5
426,4,42,1,1,-0.5
427,4,43,2,0,-0.5
428,4,44,0,1,-0.5
429,4,45,2,0,-0.5
430,4,46,1,1,-0.5
431,4,47,1,1,-0.5
432,4,48,1,1,-0.5
433,4,49,1,0,0.5
434,4,50,0,0,-0.5
435,4,51,3,0,0.5
436,4,52,1,1,0.5
437,4,53,0,0,-0.5
438,4,54,3,0,-0.5
439,4,55,2,1,0.5
440,4,56,2,1,0.5
441,4,57,3,0,0.5
442,4,58,0,0,0.5
443,4,59,2,1,0.5
444,4,60,3,1,0.5
445,4,61,1,0,0.5
446,4,62,0,0,-0.5
447,4,63,2,1,-0.5
448,4,64,2,0,-0.5
449,4,65,0,0,-0.5
450,4,66,0,0,0.5
451,4,67,3,0,0.5
452,4,68,1,1,-0.5
453,4,69,1,1,-0.5
454,4,70,3,0,0.5
455,4,71,2,1,0.5
456,4,72,1,0,-0.5
457,4,73,1,1,-0.5
458,4,74,3,0,0.5
459,4,75,0,1,-0.5
460,4,76,2,1,0.5
461,4,77,2,1,-0.5
462,4,78,0,0,-0.5
463,4,79,3,0,-0.5
464,4,80,2,1,0.5
465,4,81,1,1,-0.5
466,4,82,3,0,0.5
467,4,83,2,1,0.5
468,4,84,2,1,0.5
469,4,85,2,0,0.5
470,4,86,0,1,-0.5
471,4,87,1,1,-0.5
472,4,88,1,0,-0.5
473,4,89,3,0,0.5
474,4,90,3,0,-0.5
475,4,91,0,1,-0.5
476,4,92,0,1,0.5
477,4,93,1,0,0.5
478,4,94,3,0,0.5
479,4,95,0,1,-0.5
480,5,0,3,1,-0.5
481,5,1,1,0,-0.5
482,5,2,1,1,-0.5
483,5,3,3,0,0.5
484,5,4,1,0,0.5
485,5,5,1,0,0.5
486,5,6,3,0,0.5
487,5,7,2,1,0.5
488,5,8,0,0,0.5
489,5,9,3,0,0.5
490,5,10,2,1,-0.5
491,5,11,0,0,-0.5
492,5,12,2,1,0.5
493,5,13,0,0,-0.5
494,5,14,0,1,-0.5
495,5,15,2,1,0.5
496,5,16,0,1,-0.5
497,5,17,3,0,0.5
498,5,18,2,1,0.5
499,5,19,0,0,-0.5
500,5,20,0,0,0.5
501,5,21,0,0,-0.5
502,5,22,1,0,0.5
503,5,23,3,0,0.5
504,5,24,3,0,-0.5
505,5,25,1,0,-0.5
506,5,26,3,0,0.5
507,5,27,2,1,-0.5
508,5,28,2,1,0.5
509,5,29,1,1,-0.5
510,5,30,2,1,0.5
511,5,31,1,1,-0.5
512,5,32,3,0,0.5
513,5,33,1,0,0.5
514,5,34,3,0,0.5
515,5,35,2,1,-0.5
516,5,36,1,0,0.5
517,5,37,0,0,-0.5
518,5,38,3,0,0.5
519,5,39,0,0,-0.5
520,5,40,2,1,0.5
521,5,41,1,1,0.5
522,5,42,2,1,0.5
523,5,43,1,1,-0.5
524,5,44,2,1,0.5
525,5,45,3,0,-0.5
526,5,46,0,0,-0.5
527,5,47,0,0,0.5
528,5,48,1,1,0.5
529,5,49,1,1,-0.5
530,5,50,3,0,0.5
531,5,51,2,1,0.5
532,5,52,3,0,0.5
533,5,53,3,0,-0.5
534,5,54,2,1,0.5
535,5,55,1,1,-0.5
536,5,56,2,1,0.5
537,5,57,2,1,-0.5
538,5,58,0,0,-0.5
539,5,59,3,0,0.5
540,5,60,0,0,0.5
541,5,61,0,0,-0.5
542,5,62,0,0,-0.5
543,5,63,1,0,0.5
544,5,64,3,0,0.5
545,5,65,3,0,-0.5
546,5,66,1,0,0.5
547,5,67,2,1,0.5
548,5,68,0,0,-0.5
549,5,69,0,0,-0.5
550,5,70,2,1,0.5
551,5,71,3,0,0.5
552,5,72,0,0,0.5
553,5,73,2,1,-0.5
554,5,74,2,1,0.5
555,5,75,0,0,-0.5
556,5,76,1,0,-0.5
557,5,77,1,0,0.5
558,5,78,1,0,0.5
559,5,79,3,0,0.5
560,5,80,1,0,-0.5
561,5,81,1,0,0.5
562,5,82,3,0,-0.5
563,5,83,3,0,-0.5
564,5,84,2,1,0.5
565,5,85,2,1,-0.5
566,5,86,0,0,-0.5
567,5,87,1,0,-0.5
568,5,88,3,0,0.5
569,5,89,0,0,-0.5
570,5,90,0,0,0.5
571,5,91,2,1,0.5
572,5,92,2,1,0.5
573,5,93,1,0,0.5
574,5,94,3,0,0.5
575,5,95,0,0,-0.5
576,6,0,3,0,-0.5
577,6,1,1,0,0.5
578,6,2,2,0,-0.5
579,6,3,2,0,-0.5
580,6,4,0,0,-0.5
581,6,5,3,0,-0.5
582,6,6,0,0,-0.5
583,6,7,0,0,-0.5
584,6,8,0,0,-0.5
585,6,9,3,0,-0.5
586,6,10,1,0,0.5
587,6,11,2,0,0.5
588,6,12,1,0,-0.5
589,6,13,1,0,0.5
590,6,14,2,0,-0.5
591,6,15,3,0,0.5
592,6,16,3,0,0.5
593,6,17,0,0,-0.5
594,6,18,1,0,0.5
595,6,19,2,0,0.5
596,6,20,1,0,0.5
597,6,21,3,0,0.5
598,6,22,0,0,-0.5
599,6,23,0,0,0.5
600,6,24,3,0,0.5
601,6,25,2,0,-0.5
602,6,26,2,0,-0.5
603,6,27,2,0,-0.5
604,6,28,0,0,-0.5
605,6,29,3,0,-0.5
606,6,30,1,0,-0.5
607,6,31,1,0,-0.5
608,6,32,2,0,0.5
609,6,33,2,0,-0.5
610,6,34,1,0,0.5
611,6,35,2,0,-0.5
612,6,36,0,0,-0.5
613,6,37,2,0,-0.5
614,6,38,3,0,0.5
615,6,39,0,0,0.5
616,6,40,1,0,0.5
617,6,41,3,0,-0.5
618,6,42,1,0,0.5
619,6,43,0,0,-0.5
620,6,44,3,0,0.5
621,6,45,1,0,-0.5
622,6,46,3,0,0.5
623,6,47,0,0,-0.5
624,6,48,2,0,-0.5
625,6,49,3,0,-0.5
626,6,50,1,0,0.5
627,6,51,0,0,-0.5
628,6,52,1,0,-0.5
629,6,53,2,0,0.5
630,6,54,2,0,-0.5
631,6,55,0,0,-0.5
632,6,56,0,0,0.5
633,6,57,1,0,0.5
634,6,58,2,0,-0.5
635,6,59,3,0,0.5
636,6,60,3,0,0.5
637,6,61,3,0,-0.5
638,6,62,0,0,-0.5
639,6,63,1,0,0.5
640,6,64,2,0,-0.5
641,6,65,3,0,0.5
642,6,66,1,0,0.5
643,6,67,0,0,-0.5
644,6,68,1,0,-0.5
645,6,69,3,0,-0.5
646,6,70,1,0,-0.5
647,6,71,0,0,-0.5
648,6,72,3,0,0.5
649,6,73,0,0,0.5
650,6,74,2,0,-0.5
651,6,75,1,0,0.5
652,6,76,2,0,-0.5
653,6,77,2,0,0.5
654,6,78,0,0,-0.5
655,6,79,3,0,0.5
656,6,80,0,0,-0.5
657,6,81,0,0,0.5
658,6,82,3,0,0.5
659,6,83,2,0,0.5
660,6,84,2,0,-0.5
661,6,85,3,0,-0.5
662,6,86,3,1,0.5
663,6,87,1,1,-0.5
664,6,88,1,0,0.5
665,6,89,2,0,-0.5
666,6,90,2,0,-0.5
667,6,91,0,1,-0.5
668,6,92,0,0,-0.5
669,6,93,1,1,0.5
670,6,94,1,1,-0.5
671,6,95,3,0,-0.5
672,7,0,1,1,0.5
673,7,1,2,0,-0.5
674,7,2,2,1,0.5
675,7,3,0,1,0.5
676,7,4,0,1,-0.5
677,7,5,1,1,-0.5
678,7,6,0,1,-0.5
679,7,7,2,0,-0.5
680,7,8,2,0,0.5
681,7,9,1,0,0.5
682,7,10,3,1,-0.5
683,7,11,1,0,0.5
684,7,12,3,1,0.5
685,7,13,0,0,-0.5
686,7,14,3,1,0.5
687,7,15,3,1,0.5
688,7,16,1,0,0.5
689,7,17,2,1,-0.5
690,7,18,2,1,0.5
691,7,19,0,0,-0.5
692,7,20,2,1,0.5
693,7,21,3,1,0.5
694,7,22,2,1,0.5
695,7,23,1,0,0.5
696,7,24,1,0,0.5
697,7,25,0,1,0.5
698,7,26,1,0,-0.5
699,7,27,3,1,0.5
700,7,28,0,0,-0.5
701,7,29,3,1,-0.5
702,7,30,3,1,0.5
703,7,31,0,0,-0.5
704,7,32,3,1,0.5
705,7,33,3,1,-0.5
706,7,34,3,1,0.5
707,7,35,2,0,0.5
708,7,36,2,0,-0.5
709,7,37,2,0,-0.5
710,7,38,1,0,-0.5
711,7,39,0,1,-0.5
712,7,40,1,1,-0.5
713,7,41,1,1,-0.5
714,7,42,3,1,0.5
715,7,43,0,1,0.5
716,7,44,2,1,0.5
717,7,45,0,1,-0.5
718,7,46,0,1,-0.5
719,7,47,1,1,-0.5
720,7,48,2,1,0.5
721,7,49,0,1,0.5
722,7,50,1,1,-0.5
723,7,51,3,1,0.5
724,7,52,1,0,0.5
725,7,53,2,1,-0.5
726,7,54,0,0,-0.5
727,7,55,2,1,0.5
728,7,56,3,1,0.5
729,7,57,1,0,-0.5
730,7,58,2,1,0.5
731,7,59,0,1,-0.5
732,7,60,0,1,-0.5
733,7,61,3,1,-0.5
734,7,62,3,1,0.5
735,7,63,1,0,0.5
736,7,64,3,1,0.5
737,7,65,1,0,0.5
738,7,66,3,1,-0.5
739,7,67,0,1,-0.5
740,7,68,2,1,-0.5
741,7,69,2,1,0.5
742,7,70,0,1,-0.5
743,7,71,0,1,0.5
744,7,72,1,0,0.5
745,7,73,1,0,-0.5
746,7,74,0,1,-0.5
747,7,75,3,1,0.5
748,7,76,1,0,0.5
749,7,77,3,1,0.5
750,7,78,2,1,0.5
751,7,79,2,0,-0.5
752,7,80,1,1,0.5
753,7,81,1,1,-0.5
754,7,82,0,1,0.5
755,7,83,0,0,-0.5
756,7,84,2,1,0.5
757,7,85,0,1,-0.5
758,7,86,3,1,0.5
759,7,87,2,1,-0.5
760,7,88,1,1,-0.5
761,7,89,3,1,-0.5
762,7,90,3,1,0.5
763,7,91,2,0,-0.5
764,7,92,1,0,0.5
765,7,93,2,0,-0.5
766,7,94,0,0,-0.5
767,7,95,3,1,0.5
768,8,0,1,1,-0.5
769,8,1,2,1,0.5
770,8,2,3,1,0.5
771,8,3,0,0,-0.5
772,8,4,1,0,0.5
773,8,5,3,1,0.5
774,8,6,3,1,-0.5
775,8,7,2,1,0.5
776,8,8,2,1,-0.5
777,8,9,1,0,-0.5
778,8,10,1,0,-0.5
779,8,11,0,0,-0.5
780,8,12,0,1,0.5
781,8,13,3,1,0.5
782,8,14,2,1,0.5
783,8,15,0,1,-0.5
784,8,16,3,1,0.5
785,8,17,0,0,-0.5
786,8,18,0,1,-0.5
787,8,19,2,1,-0.5
788,8,20,1,0,0.5
789,8,21,3,1,-0.5
790,8,22,0,1,-0.5
791,8,23,2,1,0.5
792,8,24,0,0,0.5
793,8,25,2,1,0.5
794,8,26,1,0,-0.5
795,8,27,1,0,0.5
796,8,28,2,1,0.5
797,8,29,1,1,0.5
798,8,30,3,1,0.5
799,8,31,3,1,0.5
800,8,32,3,1,-0.5
801,8,33,1,1,-0.5
802,8,34,3,1,0.5
803,8,35,2,1,0.5
804,8,36,1,1,-0.5
805,8,37,0,0,-0.5
806,8,38,3,1,0.5
807,8,39,0,1,-0.5
808,8,40,2,1,-0.5
809,8,41,0,1,0.5
810,8,42,2,1,0.5
811,8,43,1,1,0.5
812,8,44,3,1,0.5
813,8,45,1,1,-0.5
814,8,46,0,0,-0.5
815,8,47,2,1,0.5
816,8,48,1,1,-0.5
817,8,49,3,1,0.5
818,8,50,2,1,0.5
819,8,51,2,1,0.5
820,8,52,2,1,-0.5
821,8,53,0,1,-0.5
822,8,54,0,1,-0.5
823,8,55,1,1,0.5
824,8,56,1,1,-0.5
825,8,57,2,1,0.5
826,8,58,1,1,-0.5
827,8,59,0,0,-0.5
828,8,60,3,1,-0.5
829,8,61,0,0,0.5
830,8,62,3,1,0.5
831,8,63,3,1,0.5
832,8,64,1,1,0.5
833,8,65,1,1,-0.5
834,8,66,3,1,0.5
835,8,67,3,1,-0.5
836,8,68,0,1,-0.5
837,8,69,0,0,-0.5
838,8,70,3,1,0.5
839,8,71,0,1,0.5
840,8,72,1,1,-0.5
841,8,73,2,1,-0.5
842,8,74,2,1,0.5
843,8,75,1,1,-0.5
844,8,76,3,1,0.5
845,8,77,2,1,0.5
846,8,78,0,0,-0.5
847,8,79,2,1,0.5
848,8,80,3,1,0.5
849,8,81,0,0,-0.5
850,8,82,3,1,0.5
851,8,83,1,1,-0.5
852,8,84,1,1,-0.5
853,8,85,0,1,-0.5
854,8,86,2,1,0.5
855,8,87,0,0,0.5
856,8,88,2,1,0.5
857,8,89,3,1,0.5
858,8,90,1,1,0.5
859,8,91,0,0,-0.5
860,8,92,3,1,-0.5
861,8,93,2,1,0.5
862,8,94,2,1,-0.5
863,8,95,1,1,-0.5
864,9,0,1,0,0.5
865,9,1,0,1,-0.5
866,9,2,3,1,0.5
867,9,3,0,1,0.5
868,9,4,2,1,0.5
869,9,5,0,0,-0.5
870,9,6,1,0,-0.5
871,9,7,2,0,-0.5
872,9,8,3,1,0.5
873,9,9,1,1,-0.5
874,9,10,2,1,-0.5
875,9,11,1,0,0.5
876,9,12,3,1,-0.5
877,9,13,2,1,0.5
878,9,14,3,1,0.5
879,9,15,0,0,-0.5
880,9,16,3,1,0.5
881,9,17,1,0,-0.5
882,9,18,3,1,-0.5
883,9,19,2,1,0.5
884,9,20,1,0,0.5
885,9,21,2,1,0.5
886,9,22,1,0,0.5
887,9,23,0,1,0.5
888,9,24,2,1,0.5
889,9,25,0,1,-0.5
890,9,26,1,0,0.5
891,9,27,3,1,0.5
892,9,28,0,1,-0.5
893,9,29,3,1,0.5
894,9,30,2,1,-0.5
895,9,31,0,1,-0.5
896,9,32,2,1,-0.5
897,9,33,3,1,0.5
898,9,34,0,1,-0.5
899,9,35,2,1,0.5
900,9,36,1,0,0.5
901,9,37,3,1,0.5
902,9,38,3,1,0.5
903,9,39,1,0,0.5
904,9,40,1,0,-0.5
905,9,41,2,1,0.5
906,9,42,0,1,-0.5
907,9,43,3,1,-0.5
908,9,44,0,1,-0.5
909,9,45,1,0,0.5
910,9,46,0,1,0.5
911,9,47,2,0,-0.5
912,9,48,3,1,-0.5
913,9,49,2,1,-0.5
914,9,50,0,1,0.5
915,9,51,1,0,0.5
916,9,52,2,1,0.5
917,9,53,2,1,0.5
918,9,54,0,1,-0.5
919,9,55,3,1,0.5
920,9,56,3,1,0.5
921,9,57,1,0,-0.5
922,9,58,1,0,0.5
923,9,59,2,1,0.5
924,9,60,3,1,0.5
925,9,61,0,1,-0.5
926,9,62,0,1,-0.5
927,9,63,1,0,0.5
928,9,64,2,1,-0.5
929,9,65,2,1,0.5
930,9,66,0,1,-0.5
931,9,67,2,1,0.5
932,9,68,0,1,-0.5
933,9,69,3,1,0.5
934,9,70,3,1,0.5
935,9,71,1,0,0.5
936,9,72,1,0,0.5
937,9,73,2,1,0.5
938,9,74,1,0,-0.5
939,9,75,1,0,0.5
940,9,76,3,1,0.5
941,9,77,3,1,-0.5
942,9,78,0,0,0.5
943,9,79,0,0,-0.5
944,9,80,2,1,0.5
945,9,81,1,0,0.5
946,9,82,0,1,-0.5
947,9,83,3,1,0.5
948,9,84,2,1,-0.5
949,9,85,3,1,-0.5
950,9,86,1,0,0.5
951,9,87,0,0,-0.5
952,9,88,2,1,0.5
953,9,89,0,0,-0.5
954,9,90,2,1,0.5
955,9,91,3,1,0.5
956,9,92,1,0,-0.5
957,9,93,0,1,0.5
958,9,94,3,1,0.5
959,9,95,1,1,-0.5
960,10,0,1,0,-0.5
961,10,1,2,0,-0.5
962,10,2,3,0,0.5
