,Unnamed: 0,participant,task,trial,choice,reward,RT,mu0,mu1,is_training
40,40,0,4,0,0,0,750.0,1,0,True
41,41,0,4,1,0,1,343.0,1,0,True
42,42,0,4,2,0,1,303.0,1,0,True
43,43,0,4,3,0,0,295.0,1,0,True
44,44,0,4,4,0,2,304.0,1,0,True
45,45,0,4,5,0,1,333.0,1,0,True
46,46,0,4,6,0,2,327.0,1,0,True
47,47,0,4,7,0,1,375.0,1,0,True
48,48,0,4,8,0,2,375.0,1,0,True
49,49,0,4,9,0,1,360.0,1,0,True
50,50,0,5,0,0,3,527.0,2,0,True
51,51,0,5,1,0,2,320.0,2,0,True
52,52,0,5,2,0,0,344.0,2,0,True
53,53,0,5,3,0,2,336.0,2,0,True
54,54,0,5,4,0,2,398.0,2,0,True
55,55,0,5,5,0,2,366.0,2,0,True
56,56,0,5,6,0,1,443.0,2,0,True
57,57,0,5,7,0,3,368.0,2,0,True
58,58,0,5,8,0,2,319.0,2,0,True
59,59,0,5,9,0,1,342.0,2,0,True
60,60,0,6,0,0,-1,512.0,-1,0,True
61,61,0,6,1,0,-3,967.0,-1,0,True
62,62,0,6,2,1,0,271.0,-1,0,True
63,63,0,6,3,1,0,263.0,-1,0,True
64,64,0,6,4,1,0,293.0,-1,0,True
65,65,0,6,5,1,0,286.0,-1,0,True
66,66,0,6,6,1,0,310.0,-1,0,True
67,67,0,6,7,1,0,320.0,-1,0,True
68,68,0,6,8,1,0,319.0,-1,0,True
69,69,0,6,9,1,0,375.0,-1,0,True
70,70,0,7,0,0,0,605.0,0,0,True
71,71,0,7,1,0,-1,344.0,0,0,True
72,72,0,7,2,1,0,615.0,0,0,True
73,73,0,7,3,1,0,298.0,0,0,True
74,74,0,7,4,1,0,391.0,0,0,True
75,75,0,7,5,1,0,271.0,0,0,True
76,76,0,7,6,1,0,695.0,0,0,True
77,77,0,7,7,1,0,231.0,0,0,True
78,78,0,7,8,1,0,359.0,0,0,True
79,79,0,7,9,1,0,309.0,0,0,True
80,80,0,8,0,0,2,708.0,2,0,True
81,81,0,8,1,0,3,335.0,2,0,True
82,82,0,8,2,0,4,415.0,2,0,True
83,83,0,8,3,0,1,359.0,2,0,True
84,84,0,8,4,0,1,327.0,2,0,True
85,85,0,8,5,0,2,367.0,2,0,True
86,86,0,8,6,0,2,381.0,2,0,True
87,87,0,8,7,0,2,359.0,2,0,True
88,88,0,8,8,0,-1,383.0,2,0,True
89,89,0,8,9,0,2,431.0,2,0,True
90,90,0,9,0,0,1,608.0,0,0,True
91,91,0,9,1,0,0,310.0,0,0,True
92,92,0,9,2,0,0,317.0,0,0,True
93,93,0,9,3,0,1,358.0,0,0,True
94,94,0,9,4,0,-1,415.0,0,0,True
95,95,0,9,5,0,-2,351.0,0,0,True
96,96,0,9,6,0,1,335.0,0,0,True
97,97,0,9,7,0,2,321.0,0,0,True
98,98,0,9,8,0,1,311.0,0,0,True
99,99,0,9,9,1,0,415.0,0,0,True
100,100,0,10,0,0,-4,816.0,-2,0,True
101,101,0,10,1,1,0,278.0,-2,0,True
102,102,0,10,2,1,0,303.0,-2,0,True
103,103,0,10,3,1,0,345.0,-2,0,True
104,104,0,10,4,1,0,298.0,-2,0,True
105,105,0,10,5,1,0,303.0,-2,0,True
106,106,0,10,6,1,0,311.0,-2,0,True
107,107,0,10,7,1,0,404.0,-2,0,True
108,108,0,10,8,1,0,324.0,-2,0,True
109,109,0,10,9,1,0,279.0,-2,0,True
110,110,0,11,0,0,2,719.0,0,0,True
111,111,0,11,1,0,2,289.0,0,0,True
112,112,0,11,2,0,1,319.0,0,0,True
113,113,0,11,3,0,1,312.0,0,0,True
114,114,0,11,4,0,0,343.0,0,0,True
115,115,0,11,5,0,1,332.0,0,0,True
116,116,0,11,6,0,1,3.0,0,0,True
117,117,0,11,7,0,0,327.0,0,0,True
118,118,0,11,8,0,0,399.0,0,0,True
119,119,0,11,9,0,0,385.0,0,0,True
120,120,0,12,0,0,1,573.0,2,0,True
121,121,0,12,1,0,2,320.0,2,0,True
122,122,0,12,2,0,2,351.0,2,0,True
123,123,0,12,3,0,2,336.0,2,0,True
124,124,0,12,4,0,2,336.0,2,0,True
125,125,0,12,5,0,3,353.0,2,0,True
126,126,0,12,6,0,2,336.0,2,0,True
127,127,0,12,7,0,3,335.0,2,0,True
128,128,0,12,8,0,2,377.0,2,0,True
129,129,0,12,9,0,1,358.0,2,0,True
130,130,0,13,0,0,1,471.0,0,0,True
131,131,0,13,1,0,-1,296.0,0,0,True
132,132,0,13,2,0,0,328.0,0,0,True
133,133,0,13,3,0,0,350.0,0,0,True
134,134,0,13,4,0,0,334.0,0,0,True
135,135,0,13,5,0,-1,327.0,0,0,True
136,136,0,13,6,0,1,286.0,0,0,True
137,137,0,13,7,0,-1,320.0,0,0,True
138,138,0,13,8,0,0,319.0,0,0,True
139,139,0,13,9,0,0,358.0,0,0,True
140,140,0,14,0,0,2,519.0,2,0,True
141,141,0,14,1,0,3,302.0,2,0,True
142,142,0,14,2,0,2,360.0,2,0,True
143,143,0,14,3,0,0,294.0,2,0,True
144,144,0,14,4,0,4,319.0,2,0,True
145,145,0,14,5,0,2,351.0,2,0,True
146,146,0,14,6,0,1,360.0,2,0,True
147,147,0,14,7,0,2,319.0,2,0,True
148,148,0,14,8,0,4,424.0,2,0,True
149,149,0,14,9,0,2,423.0,2,0,True
150,150,0,15,0,0,-1,503.0,-1,0,True
151,151,0,15,1,1,0,664.0,-1,0,True
152,152,0,15,2,1,0,295.0,-1,0,True
153,153,0,15,3,1,0,302.0,-1,0,True
154,154,0,15,4,1,0,279.0,-1,0,True
155,155,0,15,5,1,0,295.0,-1,0,True
156,156,0,15,6,1,0,296.0,-1,0,True
157,157,0,15,7,1,0,295.0,-1,0,True
158,158,0,15,8,1,0,311.0,-1,0,True
159,159,0,15,9,1,0,344.0,-1,0,True
160,160,0,16,0,0,-1,687.0,-2,0,True
161,161,0,16,1,1,0,297.0,-2,0,True
162,162,0,16,2,1,0,329.0,-2,0,True
163,163,0,16,3,1,0,366.0,-2,0,True
164,164,0,16,4,1,0,343.0,-2,0,True
165,165,0,16,5,1,0,303.0,-2,0,True
166,166,0,16,6,1,0,296.0,-2,0,True
167,167,0,16,7,1,0,319.0,-2,0,True
168,168,0,16,8,1,0,303.0,-2,0,True
169,169,0,16,9,1,0,335.0,-2,0,True
170,170,0,17,0,0,-1,408.0,-1,0,True
171,171,0,17,1,1,0,818.0,-1,0,True
172,172,0,17,2,1,0,281.0,-1,0,True
173,173,0,17,3,1,0,296.0,-1,0,True
174,174,0,17,4,1,0,297.0,-1,0,True
175,175,0,17,5,1,0,311.0,-1,0,True
176,176,0,17,6,1,0,304.0,-1,0,True
177,177,0,17,7,1,0,519.0,-1,0,True
178,178,0,17,8,1,0,329.0,-1,0,True
179,179,0,17,9,1,0,334.0,-1,0,True
180,180,0,18,0,0,3,464.0,2,0,True
181,181,0,18,1,0,2,335.0,2,0,True
182,182,0,18,2,0,2,318.0,2,0,True
183,183,0,18,3,0,0,376.0,2,0,True
184,184,0,18,4,0,0,361.0,2,0,True
185,185,0,18,5,0,3,661.0,2,0,True
186,186,0,18,6,0,2,399.0,2,0,True
187,187,0,18,7,0,3,311.0,2,0,True
188,188,0,18,8,0,3,354.0,2,0,True
189,189,0,18,9,0,1,738.0,2,0,True
190,190,0,19,0,0,-2,561.0,-1,0,True
191,191,0,19,1,1,0,302.0,-1,0,True
192,192,0,19,2,1,0,295.0,-1,0,True
193,193,0,19,3,1,0,362.0,-1,0,True
194,194,0,19,4,1,0,335.0,-1,0,True
195,195,0,19,5,1,0,303.0,-1,0,True
196,196,0,19,6,1,0,351.0,-1,0,True
197,197,0,19,7,1,0,303.0,-1,0,True
198,198,0,19,8,1,0,331.0,-1,0,True
199,199,0,19,9,1,0,351.0,-1,0,True
200,200,1,0,0,0,-1,1722.0,0,0,True
201,201,1,0,1,0,0,1325.0,0,0,True
202,202,1,0,2,0,-1,1279.0,0,0,True
203,203,1,0,3,0,0,1200.0,0,0,True
204,204,1,0,4,1,0,767.0,0,0,True
205,205,1,0,5,0,2,872.0,0,0,True
206,206,1,0,6,0,0,1183.0,0,0,True
207,207,1,0,7,0,-2,1112.0,0,0,True
208,208,1,0,8,1,0,871.0,0,0,True
209,209,1,0,9,0,3,567.0,0,0,True
210,210,1,1,0,0,-3,968.0,-2,0,True
211,211,1,1,1,1,0,504.0,-2,0,True
212,212,1,1,2,0,-3,447.0,-2,0,True
213,213,1,1,3,1,0,637.0,-2,0,True
214,214,1,1,4,0,0,503.0,-2,0,True
215,215,1,1,5,0,-2,511.0,-2,0,True
216,216,1,1,6,0,0,632.0,-2,0,True
217,217,1,1,7,0,-1,543.0,-2,0,True
218,218,1,1,8,1,0,1632.0,-2,0,True
219,219,1,1,9,1,0,887.0,-2,0,True
220,220,1,2,0,0,1,784.0,1,0,True
221,221,1,2,1,0,0,424.0,1,0,True
222,222,1,2,2,0,2,448.0,1,0,True
223,223,1,2,3,0,1,416.0,1,0,True
224,224,1,2,4,0,3,449.0,1,0,True
225,225,1,2,5,0,3,447.0,1,0,True
226,226,1,2,6,0,2,463.0,1,0,True
227,227,1,2,7,0,0,471.0,1,0,True
228,228,1,2,8,0,-1,503.0,1,0,True
229,229,1,2,9,0,2,495.0,1,0,True
230,230,1,3,0,0,1,680.0,0,0,True
231,231,1,3,1,0,-1,415.0,0,0,True
232,232,1,3,2,0,0,431.0,0,0,True
233,233,1,3,3,0,-2,432.0,0,0,True
234,234,1,3,4,0,0,422.0,0,0,True
235,235,1,3,5,0,2,415.0,0,0,True
236,236,1,3,6,0,0,448.0,0,0,True
237,237,1,3,7,0,-2,424.0,0,0,True
238,238,1,3,8,0,0,439.0,0,0,True
239,239,1,3,9,0,-1,423.0,0,0,True
240,240,1,4,0,0,0,560.0,1,0,True
241,241,1,4,1,0,2,503.0,1,0,True
242,242,1,4,2,0,1,383.0,1,0,True
243,243,1,4,3,0,2,399.0,1,0,True
244,244,1,4,4,0,1,423.0,1,0,True
245,245,1,4,5,0,1,415.0,1,0,True
246,246,1,4,6,0,0,431.0,1,0,True
247,247,1,4,7,0,0,415.0,1,0,True
248,248,1,4,8,0,1,439.0,1,0,True
249,249,1,4,9,0,1,451.0,1,0,True
250,250,1,5,0,0,1,682.0,3,0,True
251,251,1,5,1,0,3,376.0,3,0,True
252,252,1,5,2,0,2,384.0,3,0,True
253,253,1,5,3,0,5,391.0,3,0,True
254,254,1,5,4,0,4,399.0,3,0,True
255,255,1,5,5,0,4,372.0,3,0,True
256,256,1,5,6,0,2,382.0,3,0,True
257,257,1,5,7,0,4,439.0,3,0,True
258,258,1,5,8,0,3,423.0,3,0,True
259,259,1,5,9,0,3,391.0,3,0,True
260,260,1,6,0,0,1,664.0,0,0,True
261,261,1,6,1,0,-2,366.0,0,0,True
262,262,1,6,2,0,1,344.0,0,0,True
263,263,1,6,3,0,0,375.0,0,0,True
264,264,1,6,4,0,1,391.0,0,0,True
265,265,1,6,5,0,0,344.0,0,0,True
266,266,1,6,6,0,0,368.0,0,0,True
267,267,1,6,7,0,0,375.0,0,0,True
268,268,1,6,8,0,0,352.0,0,0,True
269,269,1,6,9,0,0,352.0,0,0,True
270,270,1,7,0,0,0,736.0,0,0,True
271,271,1,7,1,0,-1,375.0,0,0,True
272,272,1,7,2,0,1,463.0,0,0,True
273,273,1,7,3,0,0,384.0,0,0,True
274,274,1,7,4,0,-1,343.0,0,0,True
275,275,1,7,5,0,1,343.0,0,0,True
276,276,1,7,6,0,0,341.0,0,0,True
277,277,1,7,7,0,1,327.0,0,0,True
278,278,1,7,8,0,0,367.0,0,0,True
279,279,1,7,9,0,-2,367.0,0,0,True
280,280,1,8,0,0,0,608.0,1,0,True
281,281,1,8,1,0,1,367.0,1,0,True
282,282,1,8,2,0,2,359.0,1,0,True
283,283,1,8,3,0,1,383.0,1,0,True
284,284,1,8,4,0,1,359.0,1,0,True
285,285,1,8,5,0,0,391.0,1,0,True
286,286,1,8,6,0,2,397.0,1,0,True
287,287,1,8,7,0,1,367.0,1,0,True
288,288,1,8,8,0,2,360.0,1,0,True
289,289,1,8,9,0,2,368.0,1,0,True
290,290,1,9,0,0,0,535.0,0,0,True
291,291,1,9,1,0,-1,376.0,0,0,True
292,292,1,9,2,0,0,407.0,0,0,True
293,293,1,9,3,0,-1,343.0,0,0,True
294,294,1,9,4,0,-1,359.0,0,0,True
295,295,1,9,5,0,1,583.0,0,0,True
296,296,1,9,6,0,0,483.0,0,0,True
297,297,1,9,7,1,0,367.0,0,0,True
298,298,1,9,8,1,0,399.0,0,0,True
299,299,1,9,9,1,0,383.0,0,0,True
300,300,1,10,0,0,-2,576.0,-2,0,True
301,301,1,10,1,0,-1,408.0,-2,0,True
302,302,1,10,2,1,0,384.0,-2,0,True
303,303,1,10,3,0,-2,592.0,-2,0,True
304,304,1,10,4,1,0,392.0,-2,0,True
305,305,1,10,5,1,0,352.0,-2,0,True
306,306,1,10,6,1,0,351.0,-2,0,True
307,307,1,10,7,1,0,359.0,-2,0,True
308,308,1,10,8,1,0,375.0,-2,0,True
309,309,1,10,9,1,0,367.0,-2,0,True
310,310,1,11,0,0,3,584.0,2,0,True
311,311,1,11,1,0,3,343.0,2,0,True
312,312,1,11,2,0,2,375.0,2,0,True
313,313,1,11,3,0,2,335.0,2,0,True
314,314,1,11,4,0,3,367.0,2,0,True
315,315,1,11,5,0,3,376.0,2,0,True
316,316,1,11,6,0,2,343.0,2,0,True
317,317,1,11,7,0,3,375.0,2,0,True
318,318,1,11,8,0,3,359.0,2,0,True
319,319,1,11,9,0,3,359.0,2,0,True
320,320,1,12,0,0,0,552.0,0,0,True
321,321,1,12,1,0,1,344.0,0,0,True
322,322,1,12,2,0,-1,328.0,0,0,True
323,323,1,12,3,0,0,352.0,0,0,True
324,324,1,12,4,0,0,327.0,0,0,True
325,325,1,12,5,0,0,335.0,0,0,True
326,326,1,12,6,0,-1,360.0,0,0,True
327,327,1,12,7,0,0,351.0,0,0,True
328,328,1,12,8,0,-1,335.0,0,0,True
329,329,1,12,9,0,2,359.0,0,0,True
330,330,1,13,0,0,-2,496.0,0,0,True
331,331,1,13,1,1,0,879.0,0,0,True
332,332,1,13,2,1,0,351.0,0,0,True
333,333,1,13,3,1,0,327.0,0,0,True
334,334,1,13,4,1,0,319.0,0,0,True
335,335,1,13,5,1,0,319.0,0,0,True
336,336,1,13,6,1,0,343.0,0,0,True
337,337,1,13,7,1,0,311.0,0,0,True
338,338,1,13,8,1,0,334.0,0,0,True
339,339,1,13,9,1,0,328.0,0,0,True
340,340,1,14,0,0,1,640.0,1,0,True
341,341,1,14,1,0,2,344.0,1,0,True
342,342,1,14,2,0,0,335.0,1,0,True
343,343,1,14,3,0,0,328.0,1,0,True
344,344,1,14,4,0,3,335.0,1,0,True
345,345,1,14,5,0,3,344.0,1,0,True
346,346,1,14,6,0,1,335.0,1,0,True
347,347,1,14,7,0,1,367.0,1,0,True
348,348,1,14,8,0,4,351.0,1,0,True
349,349,1,14,9,0,0,407.0,1,0,True
350,350,1,15,0,0,-1,584.0,1,0,True
351,351,1,15,1,0,1,431.0,1,0,True
352,352,1,15,2,0,3,367.0,1,0,True
353,353,1,15,3,0,1,311.0,1,0,True
354,354,1,15,4,0,1,320.0,1,0,True
355,355,1,15,5,0,0,327.0,1,0,True
356,356,1,15,6,0,0,383.0,1,0,True
357,357,1,15,7,0,2,352.0,1,0,True
358,358,1,15,8,0,0,320.0,1,0,True
359,359,1,15,9,0,3,327.0,1,0,True
360,360,1,16,0,0,1,543.0,0,0,True
361,361,1,16,1,0,0,352.0,0,0,True
362,362,1,16,2,0,0,360.0,0,0,True
363,363,1,16,3,0,2,333.0,0,0,True
364,364,1,16,4,0,1,296.0,0,0,True
365,365,1,16,5,0,-2,327.0,0,0,True
366,366,1,16,6,0,0,319.0,0,0,True
367,367,1,16,7,0,1,319.0,0,0,True
368,368,1,16,8,0,0,335.0,0,0,True
369,369,1,16,9,0,1,311.0,0,0,True
370,370,1,17,0,0,0,496.0,0,0,True
371,371,1,17,1,0,1,319.0,0,0,True
372,372,1,17,2,0,0,327.0,0,0,True
373,373,1,17,3,0,0,311.0,0,0,True
374,374,1,17,4,0,0,319.0,0,0,True
375,375,1,17,5,0,1,336.0,0,0,True
376,376,1,17,6,0,0,294.0,0,0,True
377,377,1,17,7,0,0,303.0,0,0,True
378,378,1,17,8,0,-1,335.0,0,0,True
379,379,1,17,9,0,0,297.0,0,0,True
380,380,1,18,0,0,1,568.0,-1,0,True
381,381,1,18,1,0,-2,360.0,-1,0,True
382,382,1,18,2,0,0,392.0,-1,0,True
383,383,1,18,3,0,-2,336.0,-1,0,True
384,384,1,18,4,0,0,399.0,-1,0,True
385,385,1,18,5,1,0,1039.0,-1,0,True
386,386,1,18,6,1,0,383.0,-1,0,True
387,387,1,18,7,1,0,367.0,-1,0,True
388,388,1,18,8,1,0,311.0,-1,0,True
389,389,1,18,9,1,0,310.0,-1,0,True
390,390,1,19,0,0,0,816.0,0,0,True
391,391,1,19,1,0,2,639.0,0,0,True
392,392,1,19,2,0,0,495.0,0,0,True
393,393,1,19,3,0,0,335.0,0,0,True
394,394,1,19,4,0,-2,319.0,0,0,True
395,395,1,19,5,0,0,358.0,0,0,True
396,396,1,19,6,0,0,328.0,0,0,True
397,397,1,19,7,0,0,353.0,0,0,True
398,398,1,19,8,0,-1,294.0,0,0,True
399,399,1,19,9,0,0,319.0,0,0,True
400,400,2,0,0,0,-1,1140.0,1,0,True
401,401,2,0,1,1,0,1002.0,1,0,True
402,402,2,0,2,0,0,543.0,1,0,True
403,403,2,0,3,0,1,511.0,1,0,True
404,404,2,0,4,0,0,495.0,1,0,True
405,405,2,0,5,0,0,679.0,1,0,True
406,406,2,0,6,1,0,534.0,1,0,True
407,407,2,0,7,0,0,448.0,1,0,True
408,408,2,0,8,0,0,495.0,1,0,True
409,409,2,0,9,0,2,544.0,1,0,True
410,410,2,1,0,0,2,746.0,1,0,True
411,411,2,1,1,0,1,615.0,1,0,True
412,412,2,1,2,0,1,609.0,1,0,True
413,413,2,1,3,0,1,511.0,1,0,True
414,414,2,1,4,0,2,504.0,1,0,True
415,415,2,1,5,0,1,512.0,1,0,True
416,416,2,1,6,0,0,464.0,1,0,True
417,417,2,1,7,0,1,399.0,1,0,True
418,418,2,1,8,0,1,432.0,1,0,True
419,419,2,1,9,0,0,423.0,1,0,True
420,420,2,2,0,1,0,518.0,1,0,True
421,421,2,2,1,0,1,415.0,1,0,True
422,422,2,2,2,0,0,407.0,1,0,True
423,423,2,2,3,0,1,455.0,1,0,True
424,424,2,2,4,0,1,414.0,1,0,True
425,425,2,2,5,0,2,424.0,1,0,True
426,426,2,2,6,0,1,407.0,1,0,True
427,427,2,2,7,0,2,464.0,1,0,True
428,428,2,2,8,0,1,447.0,1,0,True
429,429,2,2,9,0,2,414.0,1,0,True
430,430,2,3,0,0,-1,552.0,0,0,True
431,431,2,3,1,0,0,413.0,0,0,True
432,432,2,3,2,0,0,399.0,0,0,True
433,433,2,3,3,0,2,417.0,0,0,True
434,434,2,3,4,0,0,431.0,0,0,True
435,435,2,3,5,0,-2,411.0,0,0,True
436,436,2,3,6,0,0,415.0,0,0,True
437,437,2,3,7,0,0,383.0,0,0,True
438,438,2,3,8,0,1,400.0,0,0,True
439,439,2,3,9,0,0,374.0,0,0,True
440,440,2,4,0,0,-1,584.0,-1,0,True
441,441,2,4,1,0,-1,416.0,-1,0,True
442,442,2,4,2,1,0,543.0,-1,0,True
443,443,2,4,3,1,0,399.0,-1,0,True
444,444,2,4,4,0,0,357.0,-1,0,True
445,445,2,4,5,0,-2,373.0,-1,0,True
446,446,2,4,6,1,0,464.0,-1,0,True
447,447,2,4,7,1,0,511.0,-1,0,True
448,448,2,4,8,1,0,1007.0,-1,0,True
449,449,2,4,9,0,0,951.0,-1,0,True
450,450,2,5,0,0,-2,441.0,-2,0,True
451,451,2,5,1,0,-2,431.0,-2,0,True
452,452,2,5,2,0,-3,400.0,-2,0,True
453,453,2,5,3,1,0,415.0,-2,0,True
454,454,2,5,4,1,0,401.0,-2,0,True
455,455,2,5,5,1,0,393.0,-2,0,True
456,456,2,5,6,1,0,440.0,-2,0,True
457,457,2,5,7,1,0,455.0,-2,0,True
458,458,2,5,8,1,0,503.0,-2,0,True
459,459,2,5,9,0,-4,503.0,-2,0,True
460,460,2,6,0,0,3,552.0,2,0,True
461,461,2,6,1,0,1,415.0,2,0,True
462,462,2,6,2,0,1,396.0,2,0,True
463,463,2,6,3,0,2,368.0,2,0,True
464,464,2,6,4,0,3,448.0,2,0,True
465,465,2,6,5,0,2,431.0,2,0,True
466,466,2,6,6,0,3,488.0,2,0,True
467,467,2,6,7,0,2,495.0,2,0,True
468,468,2,6,8,0,2,632.0,2,0,True
469,469,2,6,9,0,2,503.0,2,0,True
470,470,2,7,0,0,-1,400.0,-1,0,True
471,471,2,7,1,1,0,310.0,-1,0,True
472,472,2,7,2,0,-1,400.0,-1,0,True
473,473,2,7,3,1,0,335.0,-1,0,True
474,474,2,7,4,1,0,392.0,-1,0,True
475,475,2,7,5,1,0,334.0,-1,0,True
476,476,2,7,6,0,-2,426.0,-1,0,True
477,477,2,7,7,1,0,375.0,-1,0,True
478,478,2,7,8,1,0,359.0,-1,0,True
479,479,2,7,9,1,0,352.0,-1,0,True
480,480,2,8,0,0,-2,648.0,0,0,True
481,481,2,8,1,1,0,481.0,0,0,True
482,482,2,8,2,0,0,383.0,0,0,True
483,483,2,8,3,1,0,415.0,0,0,True
484,484,2,8,4,0,1,359.0,0,0,True
485,485,2,8,5,1,0,471.0,0,0,True
486,486,2,8,6,0,-1,416.0,0,0,True
487,487,2,8,7,1,0,399.0,0,0,True
488,488,2,8,8,0,-1,359.0,0,0,True
489,489,2,8,9,1,0,311.0,0,0,True
490,490,2,9,0,0,2,488.0,2,0,True
491,491,2,9,1,0,3,398.0,2,0,True
492,492,2,9,2,0,1,402.0,2,0,True
493,493,2,9,3,0,2,360.0,2,0,True
494,494,2,9,4,0,4,352.0,2,0,True
495,495,2,9,5,0,0,376.0,2,0,True
496,496,2,9,6,0,2,431.0,2,0,True
497,497,2,9,7,0,3,414.0,2,0,True
498,498,2,9,8,0,1,416.0,2,0,True
499,499,2,9,9,0,1,393.0,2,0,True
500,500,2,10,0,0,0,672.0,1,0,True
501,501,2,10,1,1,0,415.0,1,0,True
502,502,2,10,2,0,1,367.0,1,0,True
503,503,2,10,3,0,1,343.0,1,0,True
504,504,2,10,4,0,2,374.0,1,0,True
505,505,2,10,5,0,1,336.0,1,0,True
506,506,2,10,6,0,1,360.0,1,0,True
507,507,2,10,7,0,1,480.0,1,0,True
508,508,2,10,8,0,2,357.0,1,0,True
509,509,2,10,9,0,2,376.0,1,0,True
510,510,2,11,0,0,3,728.0,2,0,True
511,511,2,11,1,0,3,327.0,2,0,True
512,512,2,11,2,0,1,542.0,2,0,True
513,513,2,11,3,0,2,3567.0,2,0,True
514,514,2,11,4,0,2,375.0,2,0,True
515,515,2,11,5,0,1,487.0,2,0,True
516,516,2,11,6,0,2,376.0,2,0,True
517,517,2,11,7,0,3,343.0,2,0,True
518,518,2,11,8,0,1,359.0,2,0,True
519,519,2,11,9,0,2,399.0,2,0,True
520,520,2,12,0,0,-3,570.0,-3,0,True
521,521,2,12,1,1,0,374.0,-3,0,True
522,522,2,12,2,0,-4,887.0,-3,0,True
523,523,2,12,3,1,0,328.0,-3,0,True
524,524,2,12,4,1,0,311.0,-3,0,True
525,525,2,12,5,1,0,343.0,-3,0,True
526,526,2,12,6,1,0,304.0,-3,0,True
527,527,2,12,7,1,0,322.0,-3,0,True
528,528,2,12,8,1,0,342.0,-3,0,True
529,529,2,12,9,0,-4,328.0,-3,0,True
530,530,2,13,0,0,0,762.0,0,0,True
531,531,2,13,1,0,-1,296.0,0,0,True
532,532,2,13,2,1,0,496.0,0,0,True
533,533,2,13,3,0,-1,376.0,0,0,True
534,534,2,13,4,1,0,336.0,0,0,True
535,535,2,13,5,1,0,352.0,0,0,True
536,536,2,13,6,1,0,344.0,0,0,True
537,537,2,13,7,1,0,312.0,0,0,True
538,538,2,13,8,1,0,335.0,0,0,True
539,539,2,13,9,0,1,360.0,0,0,True
540,540,2,14,0,0,0,690.0,0,0,True
541,541,2,14,1,0,-1,311.0,0,0,True
542,542,2,14,2,1,0,407.0,0,0,True
543,543,2,14,3,0,-1,344.0,0,0,True
544,544,2,14,4,1,0,343.0,0,0,True
545,545,2,14,5,1,0,384.0,0,0,True
546,546,2,14,6,0,0,393.0,0,0,True
547,547,2,14,7,0,0,359.0,0,0,True
548,548,2,14,8,0,2,376.0,0,0,True
549,549,2,14,9,0,-2,391.0,0,0,True
550,550,2,15,0,0,3,793.0,0,0,True
551,551,2,15,1,0,-1,336.0,0,0,True
552,552,2,15,2,0,0,407.0,0,0,True
553,553,2,15,3,0,1,3792.0,0,0,True
554,554,2,15,4,0,0,332.0,0,0,True
555,555,2,15,5,0,2,367.0,0,0,True
556,556,2,15,6,0,0,352.0,0,0,True
557,557,2,15,7,0,0,422.0,0,0,True
558,558,2,15,8,0,-1,354.0,0,0,True
559,559,2,15,9,0,0,423.0,0,0,True
560,560,2,16,0,0,3,528.0,2,0,True
561,561,2,16,1,0,3,385.0,2,0,True
562,562,2,16,2,0,3,345.0,2,0,True
563,563,2,16,3,0,2,359.0,2,0,True
564,564,2,16,4,0,1,1375.0,2,0,True
565,565,2,16,5,0,4,376.0,2,0,True
566,566,2,16,6,0,1,328.0,2,0,True
567,567,2,16,7,0,3,385.0,2,0,True
568,568,2,16,8,0,0,392.0,2,0,True
