,participant,task,subtask,trial,choice,reward,condition,function,is_training
65,0,4,2,1,1,12.94561324,compositional,negodd,True
66,0,4,0,2,0,5.04838386,compositional,neg,True
67,0,4,1,2,1,8.28599749,compositional,odd,True
68,0,4,2,2,3,11.86392508,compositional,negodd,True
69,0,4,0,3,1,4.69503267,compositional,neg,True
70,0,4,1,3,4,1.68406582,compositional,odd,True
71,0,4,2,3,3,11.79478835,compositional,negodd,True
72,0,4,0,4,3,3.66357774,compositional,neg,True
73,0,4,1,4,1,8.22460927,compositional,odd,True
74,0,4,2,4,3,11.9023438,compositional,negodd,True
75,0,5,0,0,0,7.11596871,compositional,neg,True
76,0,5,1,0,0,6.64334403,compositional,even,True
77,0,5,2,0,2,13.07867271,compositional,negeven,True
78,0,5,0,1,5,4.32006361,compositional,neg,True
79,0,5,1,1,5,0.98483255,compositional,even,True
80,0,5,2,1,2,13.17230148,compositional,negeven,True
81,0,5,0,2,3,6.11253244,compositional,neg,True
82,0,5,1,2,2,7.29648619,compositional,even,True
83,0,5,2,2,2,13.21189948,compositional,negeven,True
84,0,5,0,3,2,5.85283088,compositional,neg,True
85,0,5,1,3,2,7.45376597,compositional,even,True
86,0,5,2,3,2,13.43731684,compositional,negeven,True
87,0,5,0,4,0,7.07783278,compositional,neg,True
88,0,5,1,4,2,7.41300649,compositional,even,True
89,0,5,2,4,2,13.21795592,compositional,negeven,True
90,0,6,0,0,5,5.39672223,compositional,neg,True
91,0,6,1,0,0,1.13373193,compositional,odd,True
92,0,6,2,0,0,10.92665584,compositional,negodd,True
93,0,6,0,1,0,9.80168114,compositional,neg,True
94,0,6,1,1,5,6.6920858,compositional,odd,True
95,0,6,2,1,5,12.44149902,compositional,negodd,True
96,0,6,0,2,1,8.55990017,compositional,neg,True
97,0,6,1,2,4,0.39107804,compositional,odd,True
98,0,6,2,2,5,12.19749167,compositional,negodd,True
99,0,6,0,3,0,9.77529898,compositional,neg,True
100,0,6,1,3,5,6.74714052,compositional,odd,True
101,0,6,2,3,5,12.25517964,compositional,negodd,True
102,0,6,0,4,0,10.07366874,compositional,neg,True
103,0,6,1,4,5,6.92117471,compositional,odd,True
104,0,6,2,4,5,12.20459944,compositional,negodd,True
105,0,7,0,0,0,1.84200271,compositional,pos,True
106,0,7,1,0,5,1.67555114,compositional,even,True
107,0,7,2,0,0,9.02719855,compositional,poseven,True
108,0,7,0,1,5,6.14310791,compositional,pos,True
109,0,7,1,1,0,7.17307264,compositional,even,True
110,0,7,2,1,5,7.61737399,compositional,poseven,True
111,0,7,0,2,3,4.69678754,compositional,pos,True
112,0,7,1,2,0,7.12265031,compositional,even,True
113,0,7,2,2,3,6.99780589,compositional,poseven,True
114,0,7,0,3,1,3.73332595,compositional,pos,True
115,0,7,1,3,0,7.22359381,compositional,even,True
116,0,7,2,3,1,5.46783642,compositional,poseven,True
117,0,7,0,4,5,5.91753906,compositional,pos,True
118,0,7,1,4,0,7.17193057,compositional,even,True
119,0,7,2,4,0,9.08631373,compositional,poseven,True
120,0,8,0,0,0,1.40685795,compositional,pos,True
121,0,8,1,0,5,3.20096369,compositional,even,True
122,0,8,2,0,0,12.45996455,compositional,poseven,True
123,0,8,0,1,5,5.27954968,compositional,pos,True
124,0,8,1,1,0,10.81852642,compositional,even,True
125,0,8,2,1,5,8.7773134,compositional,poseven,True
126,0,8,0,2,3,3.27716022,compositional,pos,True
127,0,8,1,2,0,11.12656655,compositional,even,True
128,0,8,2,2,0,12.44452941,compositional,poseven,True
129,0,8,0,3,1,1.65759422,compositional,pos,True
130,0,8,1,3,0,10.9374607,compositional,even,True
131,0,8,2,3,0,12.36169747,compositional,poseven,True
132,0,8,0,4,5,5.1634806,compositional,pos,True
133,0,8,1,4,0,10.95728207,compositional,even,True
134,0,8,2,4,0,12.23358439,compositional,poseven,True
135,0,9,0,0,0,5.01900936,compositional,neg,True
136,0,9,1,0,5,1.10391724,compositional,even,True
137,0,9,2,0,0,9.51544712,compositional,negeven,True
138,0,9,0,1,1,4.95471867,compositional,neg,True
139,0,9,1,1,0,4.29624376,compositional,even,True
140,0,9,2,1,0,9.29563516,compositional,negeven,True
141,0,9,0,2,5,0.81644647,compositional,neg,True
142,0,9,1,2,1,1.48011093,compositional,even,True
143,0,9,2,2,0,9.36253827,compositional,negeven,True
144,0,9,0,3,0,4.96162555,compositional,neg,True
145,0,9,1,3,0,4.32805353,compositional,even,True
146,0,9,2,3,0,9.51633377,compositional,negeven,True
147,0,9,0,4,0,4.90095654,compositional,neg,True
148,0,9,1,4,0,4.46483487,compositional,even,True
149,0,9,2,4,0,9.25920519,compositional,negeven,True
150,0,10,0,0,0,4.25025215,compositional,neg,True
151,0,10,1,0,0,6.73405772,compositional,even,True
152,0,10,2,0,2,10.78172412,compositional,negeven,True
153,0,10,0,1,1,3.7757963,compositional,neg,True
154,0,10,1,1,5,2.49953009,compositional,even,True
155,0,10,2,1,1,5.71044833,compositional,negeven,True
156,0,10,0,2,5,0.60952834,compositional,neg,True
157,0,10,1,2,2,7.13764727,compositional,even,True
158,0,10,2,2,0,11.19015163,compositional,negeven,True
159,0,10,0,3,2,3.61912877,compositional,neg,True
160,0,10,1,3,2,7.17447351,compositional,even,True
161,0,10,2,3,0,11.16448996,compositional,negeven,True
162,0,10,0,4,3,1.7314447,compositional,neg,True
163,0,10,1,4,3,3.20038551,compositional,even,True
164,0,10,2,4,0,10.93866866,compositional,negeven,True
165,0,11,0,0,0,2.76224745,compositional,pos,True
166,0,11,1,0,5,0.4403364,compositional,even,True
167,0,11,2,0,0,8.84178338,compositional,poseven,True
168,0,11,0,1,5,4.61977205,compositional,pos,True
169,0,11,1,1,0,6.43080175,compositional,even,True
170,0,11,2,1,1,2.59129955,compositional,poseven,True
171,0,11,0,2,4,4.18464255,compositional,pos,True
172,0,11,1,2,0,6.5117592,compositional,even,True
173,0,11,2,2,2,9.16656691,compositional,poseven,True
174,0,11,0,3,0,2.55805836,compositional,pos,True
175,0,11,1,3,0,6.46558362,compositional,even,True
176,0,11,2,3,2,9.35597286,compositional,poseven,True
177,0,11,0,4,1,2.15428837,compositional,pos,True
178,0,11,1,4,0,6.4208872,compositional,even,True
179,0,11,2,4,2,9.60801209,compositional,poseven,True
180,0,12,0,0,0,4.79854886,compositional,pos,True
181,0,12,1,0,5,1.22264437,compositional,even,True
182,0,12,2,0,5,8.26518065,compositional,poseven,True
183,0,12,0,1,1,5.65158032,compositional,pos,True
184,0,12,1,1,0,3.57709908,compositional,even,True
185,0,12,2,1,2,10.70764592,compositional,poseven,True
186,0,12,0,2,2,6.88741861,compositional,pos,True
187,0,12,1,2,1,0.34613878,compositional,even,True
188,0,12,2,2,2,10.72046965,compositional,poseven,True
189,0,12,0,3,3,7.12996039,compositional,pos,True
190,0,12,1,3,2,3.8366609,compositional,even,True
191,0,12,2,3,2,10.66361525,compositional,poseven,True
192,0,12,0,4,5,7.44384787,compositional,pos,True
193,0,12,1,4,3,0.83278171,compositional,even,True
194,0,12,2,4,2,10.42844042,compositional,poseven,True
195,0,13,0,0,5,7.67086566,compositional,pos,True
196,0,13,1,0,5,6.81810739,compositional,odd,True
197,0,13,2,0,5,14.59684607,compositional,posodd,True
198,0,13,0,1,4,5.79463563,compositional,pos,True
199,0,13,1,1,0,0.78882621,compositional,odd,True
200,0,13,2,1,5,14.33343409,compositional,posodd,True
201,0,13,0,2,5,7.66290461,compositional,pos,True
202,0,13,1,2,5,7.19405994,compositional,odd,True
203,0,13,2,2,5,14.31682877,compositional,posodd,True
204,0,13,0,3,5,7.38024511,compositional,pos,True
205,0,13,1,3,5,7.08431292,compositional,odd,True
206,0,13,2,3,5,14.24972583,compositional,posodd,True
207,0,13,0,4,5,7.63665128,compositional,pos,True
208,0,13,1,4,5,6.96232269,compositional,odd,True
209,0,13,2,4,5,14.41141982,compositional,posodd,True
210,0,14,0,0,5,9.44040766,compositional,pos,True
211,0,14,1,0,0,3.37418442,compositional,odd,True
212,0,14,2,0,5,17.26138356,compositional,posodd,True
213,0,14,0,1,3,6.94875622,compositional,pos,True
214,0,14,1,1,5,7.92504427,compositional,odd,True
215,0,14,2,1,5,17.32292094,compositional,posodd,True
216,0,14,0,2,5,9.51512645,compositional,pos,True
217,0,14,1,2,5,8.00304493,compositional,odd,True
218,0,14,2,2,5,17.19860177,compositional,posodd,True
219,0,14,0,3,5,9.49506767,compositional,pos,True
220,0,14,1,3,5,7.95616853,compositional,odd,True
221,0,14,2,3,5,17.34364228,compositional,posodd,True
222,0,14,0,4,5,9.32668008,compositional,pos,True
223,0,14,1,4,5,7.92665431,compositional,odd,True
224,0,14,2,4,5,17.23098143,compositional,posodd,True
225,0,15,0,0,0,3.91805855,compositional,neg,True
226,0,15,1,0,1,2.41620105,compositional,even,True
227,0,15,2,0,4,10.76289241,compositional,negeven,True
228,0,15,0,1,1,3.67279923,compositional,neg,True
229,0,15,1,1,5,2.54944603,compositional,even,True
230,0,15,2,1,4,10.70282854,compositional,negeven,True
231,0,15,0,2,5,1.39405547,compositional,neg,True
232,0,15,1,2,4,9.28138163,compositional,even,True
233,0,15,2,2,2,13.59099287,compositional,negeven,True
234,0,15,0,3,3,1.54043359,compositional,neg,True
235,0,15,1,3,4,9.44134567,compositional,even,True
236,0,15,2,3,2,13.84081933,compositional,negeven,True
237,0,15,0,4,4,1.47063182,compositional,neg,True
238,0,15,1,4,4,9.51635905,compositional,even,True
239,0,15,2,4,2,13.86186594,compositional,negeven,True
240,0,16,0,0,0,4.58510022,compositional,pos,True
241,0,16,1,0,1,6.58324025,compositional,odd,True
242,0,16,2,0,1,11.86365805,compositional,posodd,True
243,0,16,0,1,1,5.57380607,compositional,pos,True
244,0,16,1,1,2,2.25493434,compositional,odd,True
245,0,16,2,1,4,10.21361128,compositional,posodd,True
246,0,16,0,2,3,6.55590784,compositional,pos,True
247,0,16,1,2,3,6.11376489,compositional,odd,True
248,0,16,2,2,1,11.7137145,compositional,posodd,True
249,0,16,0,3,5,7.84654327,compositional,pos,True
250,0,16,1,3,0,2.61113346,compositional,odd,True
251,0,16,2,3,1,11.90175415,compositional,posodd,True
252,0,16,0,4,5,7.93916669,compositional,pos,True
253,0,16,1,4,1,6.4880552,compositional,odd,True
254,0,16,2,4,1,11.78530181,compositional,posodd,True
255,0,17,0,0,0,3.77108959,compositional,pos,True
256,0,17,1,0,0,8.78189087,compositional,even,True
257,0,17,2,0,0,12.69758716,compositional,poseven,True
258,0,17,0,1,5,6.09197938,compositional,pos,True
259,0,17,1,1,5,2.77237851,compositional,even,True
260,0,17,2,1,1,6.79449409,compositional,poseven,True
261,0,17,0,2,4,5.24102065,compositional,pos,True
262,0,17,1,2,0,8.68893365,compositional,even,True
263,0,17,2,2,2,13.72814261,compositional,poseven,True
264,0,17,0,3,1,3.59520504,compositional,pos,True
265,0,17,1,3,1,2.87474027,compositional,even,True
266,0,17,2,3,2,13.64316302,compositional,poseven,True
267,0,17,0,4,2,4.9742195,compositional,pos,True
268,0,17,1,4,0,8.87451955,compositional,even,True
269,0,17,2,4,2,13.77369767,compositional,poseven,True
270,0,18,0,0,5,0.5978627,compositional,neg,True
271,0,18,1,0,5,4.71797748,compositional,odd,True
272,0,18,2,0,0,5.96134101,compositional,negodd,True
273,0,18,0,1,0,5.86509813,compositional,neg,True
274,0,18,1,1,0,0.48972988,compositional,odd,True
275,0,18,2,1,5,5.24386386,compositional,negodd,True
276,0,18,0,2,1,3.88431127,compositional,neg,True
277,0,18,1,2,5,4.58697015,compositional,odd,True
278,0,18,2,2,2,5.11531138,compositional,negodd,True
279,0,18,0,3,0,5.668175,compositional,neg,True
280,0,18,1,3,5,4.61877332,compositional,odd,True
281,0,18,2,3,0,5.98803884,compositional,negodd,True
282,0,18,0,4,0,5.67229723,compositional,neg,True
283,0,18,1,4,5,4.62075411,compositional,odd,True
284,0,18,2,4,0,6.08226938,compositional,negodd,True
285,0,19,0,0,5,6.3693692,compositional,neg,True
286,0,19,1,0,0,5.08989941,compositional,even,True
287,0,19,2,0,0,14.62342658,compositional,negeven,True
288,0,19,0,1,4,7.23692966,compositional,neg,True
289,0,19,1,1,5,0.0,compositional,even,True
290,0,19,2,1,0,14.56519954,compositional,negeven,True
291,0,19,0,2,3,7.25127752,compositional,neg,True
292,0,19,1,2,0,5.07877889,compositional,even,True
293,0,19,2,2,0,14.64723636,compositional,negeven,True
294,0,19,0,3,0,9.60864462,compositional,neg,True
295,0,19,1,3,0,5.10942337,compositional,even,True
296,0,19,2,3,0,14.4917343,compositional,negeven,True
297,0,19,0,4,0,9.46098917,compositional,neg,True
298,0,19,1,4,0,5.0615737,compositional,even,True
299,0,19,2,4,0,14.77725887,compositional,negeven,True
300,1,0,0,0,1,8.76144263,compositional,neg,True
301,1,0,1,0,3,3.17743154,compositional,odd,True
302,1,0,2,0,1,12.83886312,compositional,negodd,True
303,1,0,0,1,2,7.72728892,compositional,neg,True
304,1,0,1,1,1,4.1823887,compositional,odd,True
305,1,0,2,1,3,9.87727901,compositional,negodd,True
306,1,0,0,2,3,6.65571137,compositional,neg,True
307,1,0,1,2,0,2.19504789,compositional,odd,True
308,1,0,2,2,2,9.01458062,compositional,negodd,True
309,1,0,0,3,4,5.80092899,compositional,neg,True
310,1,0,1,3,5,3.62671082,compositional,odd,True
311,1,0,2,3,0,10.25762492,compositional,negodd,True
312,1,0,0,4,2,7.64141872,compositional,neg,True
313,1,0,1,4,2,1.20982764,compositional,odd,True
314,1,0,2,4,1,12.72197215,compositional,negodd,True
315,1,1,0,0,3,5.8552051,compositional,pos,True
316,1,1,1,0,0,8.18503736,compositional,even,True
317,1,1,2,0,0,12.59311018,compositional,poseven,True
318,1,1,0,1,5,7.79950289,compositional,pos,True
319,1,1,1,1,2,8.5957764,compositional,even,True
320,1,1,2,1,1,8.70603054,compositional,poseven,True
321,1,1,0,2,1,5.92268036,compositional,pos,True
322,1,1,1,2,3,2.35676589,compositional,even,True
323,1,1,2,2,0,12.54107518,compositional,poseven,True
324,1,1,0,3,2,6.02520358,compositional,pos,True
325,1,1,1,3,5,3.13068082,compositional,even,True
326,1,1,2,3,2,14.45099232,compositional,poseven,True
327,1,1,0,4,0,4.48490835,compositional,pos,True
328,1,1,1,4,1,3.03529764,compositional,even,True
329,1,1,2,4,3,8.3096602,compositional,poseven,True
330,1,2,0,0,0,4.50557234,compositional,neg,True
331,1,2,1,0,0,6.76783356,compositional,even,True
332,1,2,2,0,1,5.53793089,compositional,negeven,True
333,1,2,0,1,2,3.46825984,compositional,neg,True
334,1,2,1,1,1,2.07030788,compositional,even,True
335,1,2,2,1,3,4.83274492,compositional,negeven,True
336,1,2,0,2,5,0.63282098,compositional,neg,True
337,1,2,1,2,0,6.51520615,compositional,even,True
338,1,2,2,2,0,11.35617093,compositional,negeven,True
339,1,2,0,3,1,3.81593299,compositional,neg,True
340,1,2,1,3,3,3.22066093,compositional,even,True
341,1,2,2,3,4,9.18322176,compositional,negeven,True
342,1,2,0,4,4,2.17034122,compositional,neg,True
343,1,2,1,4,5,2.60778418,compositional,even,True
344,1,2,2,4,5,3.0401592,compositional,negeven,True
345,1,3,0,0,1,7.84041576,compositional,neg,True
346,1,3,1,0,0,4.95149076,compositional,even,True
347,1,3,2,0,0,13.90834613,compositional,negeven,True
348,1,3,0,1,0,8.62986149,compositional,neg,True
349,1,3,1,1,2,5.00076729,compositional,even,True
350,1,3,2,1,3,7.56089616,compositional,negeven,True
351,1,3,0,2,3,6.10368513,compositional,neg,True
352,1,3,1,2,4,4.57552996,compositional,even,True
353,1,3,2,2,1,10.16954315,compositional,negeven,True
354,1,3,0,3,2,7.00126806,compositional,neg,True
355,1,3,1,3,1,2.52668772,compositional,even,True
356,1,3,2,3,0,13.83753688,compositional,negeven,True
357,1,3,0,4,4,5.66382448,compositional,neg,True
358,1,3,1,4,3,1.49204215,compositional,even,True
359,1,3,2,4,2,12.16838949,compositional,negeven,True
360,1,4,0,0,0,5.46108996,compositional,neg,True
361,1,4,1,0,1,3.39418567,compositional,odd,True
362,1,4,2,0,1,9.29675344,compositional,negodd,True
363,1,4,0,1,3,4.60365921,compositional,neg,True
364,1,4,1,1,4,0.3391608,compositional,odd,True
365,1,4,2,1,0,6.01119157,compositional,negodd,True
366,1,4,0,2,1,5.9785187,compositional,neg,True
367,1,4,1,2,0,0.54502854,compositional,odd,True
368,1,4,2,2,3,7.58502397,compositional,negodd,True
369,1,4,0,3,1,5.81405567,compositional,neg,True
370,1,4,1,3,5,3.01733896,compositional,odd,True
371,1,4,2,3,1,9.28598305,compositional,negodd,True
372,1,4,0,4,2,5.48808789,compositional,neg,True
373,1,4,1,4,2,0.0,compositional,odd,True
374,1,4,2,4,2,4.46760997,compositional,negodd,True
375,1,5,0,0,2,2.83097943,compositional,pos,True
376,1,5,1,0,0,0.55716522,compositional,odd,True
377,1,5,2,0,1,8.0543101,compositional,posodd,True
378,1,5,0,1,3,3.23673768,compositional,pos,True
379,1,5,1,1,1,6.34657519,compositional,odd,True
380,1,5,2,1,0,2.07378604,compositional,posodd,True
381,1,5,0,2,5,4.1156766,compositional,pos,True
382,1,5,1,2,2,0.20550887,compositional,odd,True
383,1,5,2,2,4,4.29031437,compositional,posodd,True
384,1,5,0,3,0,1.64592912,compositional,pos,True
385,1,5,1,3,3,6.92559466,compositional,odd,True
386,1,5,2,3,2,2.94799556,compositional,posodd,True
387,1,5,0,4,1,1.80084389,compositional,pos,True
388,1,5,1,4,5,6.38886947,compositional,odd,True
389,1,5,2,4,5,10.33885418,compositional,posodd,True
390,1,6,0,0,1,3.62879754,compositional,pos,True
391,1,6,1,0,0,9.73400383,compositional,even,True
392,1,6,2,0,0,13.84782075,compositional,poseven,True
393,1,6,0,1,5,6.67982799,compositional,pos,True
394,1,6,1,1,4,9.83824399,compositional,even,True
395,1,6,2,1,5,9.50599821,compositional,poseven,True
396,1,6,0,2,0,4.29289365,compositional,pos,True
397,1,6,1,2,5,2.83133563,compositional,even,True
398,1,6,2,2,1,7.21984597,compositional,poseven,True
399,1,6,0,3,4,5.72317689,compositional,pos,True
400,1,6,1,3,1,3.65004609,compositional,even,True
401,1,6,2,3,4,15.46183348,compositional,poseven,True
402,1,6,0,4,2,4.74649221,compositional,pos,True
403,1,6,1,4,3,3.79053202,compositional,even,True
404,1,6,2,4,3,9.05518504,compositional,poseven,True
405,1,7,0,0,1,2.5415835,compositional,pos,True
406,1,7,1,0,1,1.9259782,compositional,even,True
407,1,7,2,0,2,11.10195936,compositional,poseven,True
408,1,7,0,1,0,1.50624427,compositional,pos,True
409,1,7,1,1,5,1.532193,compositional,even,True
410,1,7,2,1,1,4.42214714,compositional,poseven,True
411,1,7,0,2,5,6.55356698,compositional,pos,True
412,1,7,1,2,0,8.67499149,compositional,even,True
413,1,7,2,2,5,7.95403431,compositional,poseven,True
414,1,7,0,3,3,4.24738848,compositional,pos,True
415,1,7,1,3,3,2.0069038,compositional,even,True
416,1,7,2,3,0,10.2849547,compositional,poseven,True
417,1,7,0,4,4,5.25348253,compositional,pos,True
418,1,7,1,4,4,7.85864081,compositional,even,True
419,1,7,2,4,3,6.31078597,compositional,poseven,True
420,1,8,0,0,0,8.89383623,compositional,neg,True
421,1,8,1,0,0,3.48329697,compositional,odd,True
422,1,8,2,0,0,12.54793267,compositional,negodd,True
423,1,8,0,1,5,6.60330303,compositional,neg,True
424,1,8,1,1,5,8.95920482,compositional,odd,True
425,1,8,2,1,5,15.48405847,compositional,negodd,True
426,1,8,0,2,1,7.66874402,compositional,neg,True
427,1,8,1,2,1,8.46203932,compositional,odd,True
428,1,8,2,2,1,16.15091461,compositional,negodd,True
429,1,8,0,3,4,6.13636876,compositional,neg,True
430,1,8,1,3,4,3.21925107,compositional,odd,True
431,1,8,2,3,3,15.43575166,compositional,negodd,True
432,1,8,0,4,3,6.81789861,compositional,neg,True
433,1,8,1,4,3,8.72660771,compositional,odd,True
434,1,8,2,4,4,9.53892377,compositional,negodd,True
435,1,9,0,0,0,5.71391131,compositional,neg,True
436,1,9,1,0,1,2.27853165,compositional,even,True
437,1,9,2,0,0,12.57143598,compositional,negeven,True
438,1,9,0,1,5,1.40238269,compositional,neg,True
439,1,9,1,1,5,2.22990796,compositional,even,True
440,1,9,2,1,5,3.45862193,compositional,negeven,True
441,1,9,0,2,1,4.16112362,compositional,neg,True
442,1,9,1,2,3,2.90945548,compositional,even,True
443,1,9,2,2,1,6.46313726,compositional,negeven,True
444,1,9,0,3,3,2.4349113,compositional,neg,True
445,1,9,1,3,0,6.7652918,compositional,even,True
446,1,9,2,3,3,5.38749267,compositional,negeven,True
447,1,9,0,4,4,1.91945628,compositional,neg,True
448,1,9,1,4,4,7.4853654,compositional,even,True
449,1,9,2,4,4,9.32247773,compositional,negeven,True
450,1,10,0,0,1,8.11928156,compositional,neg,True
451,1,10,1,0,1,8.97082939,compositional,odd,True
452,1,10,2,0,1,16.95567299,compositional,negodd,True
453,1,10,0,1,5,5.19509305,compositional,neg,True
454,1,10,1,1,5,8.51107188,compositional,odd,True
455,1,10,2,1,5,13.61943105,compositional,negodd,True
456,1,10,0,2,0,8.02704641,compositional,neg,True
457,1,10,1,2,0,1.42412941,compositional,odd,True
458,1,10,2,2,0,9.49175855,compositional,negodd,True
459,1,10,0,3,3,6.82818728,compositional,neg,True
460,1,10,1,3,4,1.87390341,compositional,odd,True
461,1,10,2,3,4,7.02234923,compositional,negodd,True
462,1,10,0,4,4,5.20645074,compositional,neg,True
463,1,10,1,4,3,7.42267584,compositional,odd,True
464,1,10,2,4,3,14.44658194,compositional,negodd,True
465,1,11,0,0,1,5.01461123,compositional,pos,True
466,1,11,1,0,2,4.73113518,compositional,even,True
467,1,11,2,0,1,6.67922263,compositional,poseven,True
468,1,11,0,1,5,6.52420324,compositional,pos,True
469,1,11,1,1,1,1.62392826,compositional,even,True
470,1,11,2,1,5,8.78018055,compositional,poseven,True
471,1,11,0,2,0,4.95749627,compositional,pos,True
472,1,11,1,2,5,2.24815051,compositional,even,True
473,1,11,2,2,0,9.59941821,compositional,poseven,True
474,1,11,0,3,4,5.52550056,compositional,pos,True
475,1,11,1,3,0,4.63092563,compositional,even,True
476,1,11,2,3,4,10.45283722,compositional,poseven,True
477,1,11,0,4,3,6.16752676,compositional,pos,True
478,1,11,1,4,4,4.82507778,compositional,even,True
479,1,11,2,4,3,7.51256856,compositional,poseven,True
480,1,12,0,0,1,2.64458759,compositional,pos,True
481,1,12,1,0,1,5.65732795,compositional,odd,True
482,1,12,2,0,1,8.28357435,compositional,posodd,True
483,1,12,0,1,5,5.31511458,compositional,pos,True
484,1,12,1,1,5,5.30000617,compositional,odd,True
485,1,12,2,1,5,10.61917923,compositional,posodd,True
486,1,12,0,2,0,2.1267191,compositional,pos,True
487,1,12,1,2,0,0.79311413,compositional,odd,True
488,1,12,2,2,0,2.98505783,compositional,posodd,True
489,1,12,0,3,5,5.42326876,compositional,pos,True
490,1,12,1,3,5,5.40674085,compositional,odd,True
491,1,12,2,3,5,10.64917746,compositional,posodd,True
492,1,12,0,4,4,4.23361482,compositional,pos,True
493,1,12,1,4,4,0.44843471,compositional,odd,True
494,1,12,2,4,3,10.24296287,compositional,posodd,True
495,1,13,0,0,1,5.3060779,compositional,pos,True
496,1,13,1,0,1,6.9221132,compositional,odd,True
497,1,13,2,0,1,12.40894951,compositional,posodd,True
498,1,13,0,1,5,8.20359425,compositional,pos,True
499,1,13,1,1,5,7.17063883,compositional,odd,True
500,1,13,2,1,5,14.97195461,compositional,posodd,True
501,1,13,0,2,0,3.65902352,compositional,pos,True
502,1,13,1,2,0,0.37092066,compositional,odd,True
503,1,13,2,2,0,3.96170772,compositional,posodd,True
504,1,13,0,3,5,8.28211984,compositional,pos,True
505,1,13,1,3,4,0.38825455,compositional,odd,True
506,1,13,2,3,4,8.12185801,compositional,posodd,True
507,1,13,0,4,3,6.9096182,compositional,pos,True
508,1,13,1,4,3,6.56420946,compositional,odd,True
509,1,13,2,4,3,13.12981803,compositional,posodd,True
510,1,14,0,0,1,4.48845631,compositional,pos,True
511,1,14,1,0,0,2.99000566,compositional,odd,True
512,1,14,2,0,1,12.48942153,compositional,posodd,True
