,participant,task,subtask,trial,choice,reward,condition,function,is_training
112,0,7,1,2,2,0.74500812,compositional,odd,True
113,0,7,2,2,2,4.51206417,compositional,negodd,True
114,0,7,0,3,3,3.29263541,compositional,neg,True
115,0,7,1,3,3,5.02185988,compositional,odd,True
116,0,7,2,3,4,0.90995187,compositional,negodd,True
117,0,7,0,4,0,5.14841247,compositional,neg,True
118,0,7,1,4,5,5.19481802,compositional,odd,True
119,0,7,2,4,3,5.02294255,compositional,negodd,True
120,0,8,0,0,0,0.18346393,compositional,pos,True
121,0,8,1,0,0,0.61001739,compositional,odd,True
122,0,8,2,0,0,0.18063264,compositional,posodd,True
123,0,8,0,1,1,0.92775919,compositional,pos,True
124,0,8,1,1,1,5.01022467,compositional,odd,True
125,0,8,2,1,2,2.69051348,compositional,posodd,True
126,0,8,0,2,2,2.66723094,compositional,pos,True
127,0,8,1,2,3,4.53488559,compositional,odd,True
128,0,8,2,2,4,0.41147547,compositional,posodd,True
129,0,8,0,3,5,5.22910083,compositional,pos,True
130,0,8,1,3,5,4.49032434,compositional,odd,True
131,0,8,2,3,3,4.66859551,compositional,posodd,True
132,0,8,0,4,5,4.97635286,compositional,pos,True
133,0,8,1,4,1,5.05645471,compositional,odd,True
134,0,8,2,4,5,4.47973124,compositional,posodd,True
135,0,9,0,0,0,1.43902916,compositional,pos,True
136,0,9,1,0,0,3.12600311,compositional,odd,True
137,0,9,2,0,0,1.32325543,compositional,posodd,True
138,0,9,0,1,5,4.19999199,compositional,pos,True
139,0,9,1,1,2,2.08452892,compositional,odd,True
140,0,9,2,1,2,2.35023656,compositional,posodd,True
141,0,9,0,2,4,2.78341386,compositional,pos,True
142,0,9,1,2,4,2.28332217,compositional,odd,True
143,0,9,2,2,1,1.68830482,compositional,posodd,True
144,0,9,0,3,3,3.45677598,compositional,pos,True
145,0,9,1,3,5,5.60172592,compositional,odd,True
146,0,9,2,3,3,5.11905222,compositional,posodd,True
147,0,9,0,4,1,1.70256941,compositional,pos,True
148,0,9,1,4,3,5.09375046,compositional,odd,True
149,0,9,2,4,4,2.31622901,compositional,posodd,True
150,0,10,0,0,0,3.62865946,compositional,pos,True
151,0,10,1,0,1,11.02523355,compositional,odd,True
152,0,10,2,0,1,5.86306489,compositional,posodd,True
153,0,10,0,1,5,9.73199227,compositional,pos,True
154,0,10,1,1,1,10.92226442,compositional,odd,True
155,0,10,2,1,2,6.71923596,compositional,posodd,True
156,0,10,0,2,5,9.62527789,compositional,pos,True
157,0,10,1,2,3,11.4043105,compositional,odd,True
158,0,10,2,2,4,3.81037359,compositional,posodd,True
159,0,10,0,3,5,9.55437091,compositional,pos,True
160,0,10,1,3,5,10.56036126,compositional,odd,True
161,0,10,2,3,3,11.64944929,compositional,posodd,True
162,0,10,0,4,5,9.69252423,compositional,pos,True
163,0,10,1,4,5,10.59986355,compositional,odd,True
164,0,10,2,4,3,11.57942689,compositional,posodd,True
165,0,11,0,0,5,6.2731982,compositional,pos,True
166,0,11,1,0,1,3.36084619,compositional,even,True
167,0,11,2,0,0,5.05483705,compositional,poseven,True
168,0,11,0,1,0,4.99383182,compositional,pos,True
169,0,11,1,1,2,8.22815626,compositional,even,True
170,0,11,2,1,2,5.50355705,compositional,poseven,True
171,0,11,0,2,5,6.33459266,compositional,pos,True
172,0,11,1,2,2,8.21806533,compositional,even,True
173,0,11,2,2,3,1.98543346,compositional,poseven,True
174,0,11,0,3,5,6.3087519,compositional,pos,True
175,0,11,1,3,4,8.21469172,compositional,even,True
176,0,11,2,3,4,8.15079778,compositional,poseven,True
177,0,11,0,4,5,6.18600164,compositional,pos,True
178,0,11,1,4,2,8.10964534,compositional,even,True
179,0,11,2,4,4,8.28744793,compositional,poseven,True
180,0,12,0,0,0,4.66819509,compositional,pos,True
181,0,12,1,0,1,4.4007053,compositional,even,True
182,0,12,2,0,1,6.0213172,compositional,poseven,True
183,0,12,0,1,5,10.00818154,compositional,pos,True
184,0,12,1,1,2,9.16081207,compositional,even,True
185,0,12,2,1,2,5.46516501,compositional,poseven,True
186,0,12,0,2,5,9.79024753,compositional,pos,True
187,0,12,1,2,2,9.08078957,compositional,even,True
188,0,12,2,2,0,4.73071006,compositional,poseven,True
189,0,12,0,3,5,9.72779178,compositional,pos,True
190,0,12,1,3,4,9.02673874,compositional,even,True
191,0,12,2,3,4,8.92707853,compositional,poseven,True
192,0,12,0,4,5,9.74452881,compositional,pos,True
193,0,12,1,4,2,9.19870664,compositional,even,True
194,0,12,2,4,4,8.91207649,compositional,poseven,True
195,0,13,0,0,5,7.45230217,compositional,pos,True
196,0,13,1,0,1,2.80236495,compositional,even,True
197,0,13,2,0,0,3.47523719,compositional,poseven,True
198,0,13,0,1,0,3.66968353,compositional,pos,True
199,0,13,1,1,4,6.89489031,compositional,even,True
200,0,13,2,1,2,5.70296815,compositional,poseven,True
201,0,13,0,2,5,7.56504508,compositional,pos,True
202,0,13,1,2,2,7.41773125,compositional,even,True
203,0,13,2,2,2,5.60357731,compositional,poseven,True
204,0,13,0,3,5,7.56624926,compositional,pos,True
205,0,13,1,3,4,6.9933483,compositional,even,True
206,0,13,2,3,4,6.96534388,compositional,poseven,True
207,0,13,0,4,5,7.45876904,compositional,pos,True
208,0,13,1,4,2,7.2252282,compositional,even,True
209,0,13,2,4,4,6.98200187,compositional,poseven,True
210,0,14,0,0,1,3.86376728,compositional,pos,True
211,0,14,1,0,5,1.02009227,compositional,even,True
212,0,14,2,0,2,4.67855759,compositional,poseven,True
213,0,14,0,1,2,4.72730339,compositional,pos,True
214,0,14,1,1,3,1.04318239,compositional,even,True
215,0,14,2,1,0,3.25425351,compositional,poseven,True
216,0,14,0,2,3,5.62354781,compositional,pos,True
217,0,14,1,2,4,4.46750874,compositional,even,True
218,0,14,2,2,5,1.15951825,compositional,poseven,True
219,0,14,0,3,4,6.79025071,compositional,pos,True
220,0,14,1,3,2,5.28182288,compositional,even,True
221,0,14,2,3,4,4.44444624,compositional,poseven,True
222,0,14,0,4,5,8.04809686,compositional,pos,True
223,0,14,1,4,0,5.21237825,compositional,even,True
224,0,14,2,4,4,4.69920437,compositional,poseven,True
225,0,15,0,0,0,6.75724101,compositional,neg,True
226,0,15,1,0,1,1.98632037,compositional,even,True
227,0,15,2,0,0,6.63273956,compositional,negeven,True
228,0,15,0,1,5,2.19039094,compositional,neg,True
229,0,15,1,1,0,7.14222349,compositional,even,True
230,0,15,2,1,2,4.64785528,compositional,negeven,True
231,0,15,0,2,0,6.78682871,compositional,neg,True
232,0,15,1,2,2,6.8152514,compositional,even,True
233,0,15,2,2,0,6.86410181,compositional,negeven,True
234,0,15,0,3,0,6.65165873,compositional,neg,True
235,0,15,1,3,4,6.93659148,compositional,even,True
236,0,15,2,3,4,6.78826426,compositional,negeven,True
237,0,15,0,4,1,5.63673854,compositional,neg,True
238,0,15,1,4,0,6.91308834,compositional,even,True
239,0,15,2,4,4,6.72617025,compositional,negeven,True
240,0,16,0,0,0,3.59455343,compositional,neg,True
241,0,16,1,0,0,6.62032287,compositional,even,True
242,0,16,2,0,0,3.86269206,compositional,negeven,True
243,0,16,0,1,5,2.40925192,compositional,neg,True
244,0,16,1,1,5,2.62909616,compositional,even,True
245,0,16,2,1,1,3.79257295,compositional,negeven,True
246,0,16,0,2,1,3.60731069,compositional,neg,True
247,0,16,1,2,0,6.54640397,compositional,even,True
248,0,16,2,2,2,4.02754196,compositional,negeven,True
249,0,16,0,3,0,3.66940542,compositional,neg,True
250,0,16,1,3,0,6.53553256,compositional,even,True
251,0,16,2,3,3,2.93905561,compositional,negeven,True
252,0,16,0,4,3,3.28890777,compositional,neg,True
253,0,16,1,4,2,7.26148484,compositional,even,True
254,0,16,2,4,4,7.28003043,compositional,negeven,True
255,0,17,0,0,0,5.86940721,compositional,neg,True
256,0,17,1,0,1,2.64856512,compositional,odd,True
257,0,17,2,0,0,6.24251034,compositional,negodd,True
258,0,17,0,1,5,1.87473585,compositional,neg,True
259,0,17,1,1,0,0.0,compositional,odd,True
260,0,17,2,1,4,0.35315671,compositional,negodd,True
261,0,17,0,2,0,6.07239433,compositional,neg,True
262,0,17,1,2,3,2.40715977,compositional,odd,True
263,0,17,2,2,0,6.160988,compositional,negodd,True
264,0,17,0,3,0,6.1322835,compositional,neg,True
265,0,17,1,3,5,3.23899508,compositional,odd,True
266,0,17,2,3,3,2.43039252,compositional,negodd,True
267,0,17,0,4,0,6.08456572,compositional,neg,True
268,0,17,1,4,5,3.24768404,compositional,odd,True
269,0,17,2,4,5,3.04342439,compositional,negodd,True
270,0,18,0,0,0,3.28617923,compositional,pos,True
271,0,18,1,0,0,6.79095262,compositional,even,True
272,0,18,2,0,0,3.13414534,compositional,poseven,True
273,0,18,0,1,5,7.01476819,compositional,pos,True
274,0,18,1,1,0,6.94516262,compositional,even,True
275,0,18,2,1,2,4.30255846,compositional,poseven,True
276,0,18,0,2,5,7.20908751,compositional,pos,True
277,0,18,1,2,2,7.26699194,compositional,even,True
278,0,18,2,2,2,4.14856241,compositional,poseven,True
279,0,18,0,3,5,7.01868833,compositional,pos,True
280,0,18,1,3,4,8.1108931,compositional,even,True
281,0,18,2,3,4,7.74004153,compositional,poseven,True
282,0,18,0,4,5,7.0236404,compositional,pos,True
283,0,18,1,4,4,8.02818198,compositional,even,True
284,0,18,2,4,4,7.87876697,compositional,poseven,True
285,0,19,0,0,0,3.49376187,compositional,pos,True
286,0,19,1,0,5,5.69162092,compositional,odd,True
287,0,19,2,0,4,0.0,compositional,posodd,True
288,0,19,0,1,5,4.65913828,compositional,pos,True
289,0,19,1,1,5,5.58661697,compositional,odd,True
290,0,19,2,1,5,5.7124986,compositional,posodd,True
291,0,19,0,2,4,4.59838454,compositional,pos,True
292,0,19,1,2,3,5.15721232,compositional,odd,True
293,0,19,2,2,0,3.49516539,compositional,posodd,True
294,0,19,0,3,5,4.79754043,compositional,pos,True
295,0,19,1,3,4,0.0,compositional,odd,True
296,0,19,2,3,5,5.59747268,compositional,posodd,True
297,0,19,0,4,5,4.78753293,compositional,pos,True
298,0,19,1,4,5,5.72119421,compositional,odd,True
299,0,19,2,4,5,5.56101479,compositional,posodd,True
300,1,0,0,0,1,3.27003167,compositional,neg,True
301,1,0,1,0,1,5.53666182,compositional,odd,True
302,1,0,2,0,3,2.47616473,compositional,oddneg,True
303,1,0,0,1,2,2.8632271,compositional,neg,True
304,1,0,1,1,2,1.3170779,compositional,odd,True
305,1,0,2,1,4,2.53971069,compositional,oddneg,True
306,1,0,0,2,0,4.00708785,compositional,neg,True
307,1,0,1,2,3,5.57656852,compositional,odd,True
308,1,0,2,2,5,0.60897598,compositional,oddneg,True
309,1,0,0,3,0,4.24063064,compositional,neg,True
310,1,0,1,3,3,5.62956605,compositional,odd,True
311,1,0,2,3,2,1.04494208,compositional,oddneg,True
312,1,0,0,4,0,4.15256204,compositional,neg,True
313,1,0,1,4,3,5.5856954,compositional,odd,True
314,1,0,2,4,1,5.56508341,compositional,oddneg,True
315,1,1,0,0,1,4.00971554,compositional,pos,True
316,1,1,1,0,1,0.14841477,compositional,even,True
317,1,1,2,0,4,5.67581261,compositional,evenpos,True
318,1,1,0,1,2,3.62136439,compositional,pos,True
319,1,1,1,1,3,0.97184154,compositional,even,True
320,1,1,2,1,4,5.6940345,compositional,evenpos,True
321,1,1,0,2,0,2.95838616,compositional,pos,True
322,1,1,1,2,4,4.41446184,compositional,even,True
323,1,1,2,2,4,5.87504127,compositional,evenpos,True
324,1,1,0,3,3,4.6442155,compositional,pos,True
325,1,1,1,3,4,4.21079558,compositional,even,True
326,1,1,2,3,4,5.86721925,compositional,evenpos,True
327,1,1,0,4,3,4.86464261,compositional,pos,True
328,1,1,1,4,4,4.2723638,compositional,even,True
329,1,1,2,4,4,5.76465346,compositional,evenpos,True
330,1,2,0,0,1,2.69880227,compositional,pos,True
331,1,2,1,0,1,6.52400122,compositional,odd,True
332,1,2,2,0,5,7.00671788,compositional,oddpos,True
333,1,2,0,1,2,3.56360592,compositional,pos,True
334,1,2,1,1,0,2.56231741,compositional,odd,True
335,1,2,2,1,5,7.0027177,compositional,oddpos,True
336,1,2,0,2,3,3.87637639,compositional,pos,True
337,1,2,1,2,2,1.54953274,compositional,odd,True
338,1,2,2,2,5,7.16107833,compositional,oddpos,True
339,1,2,0,3,5,6.99958996,compositional,pos,True
340,1,2,1,3,1,6.5304638,compositional,odd,True
341,1,2,2,3,5,7.09472776,compositional,oddpos,True
342,1,2,0,4,5,7.03994988,compositional,pos,True
343,1,2,1,4,1,6.52821478,compositional,odd,True
344,1,2,2,4,5,7.1659674,compositional,oddpos,True
345,1,3,0,0,2,2.29605976,compositional,pos,True
346,1,3,1,0,5,4.14635249,compositional,even,True
347,1,3,2,0,4,3.93360938,compositional,evenpos,True
348,1,3,0,1,3,2.97718502,compositional,pos,True
349,1,3,1,1,4,10.39111941,compositional,even,True
350,1,3,2,1,4,4.26676023,compositional,evenpos,True
351,1,3,0,2,4,4.09649853,compositional,pos,True
352,1,3,1,2,4,10.37430753,compositional,even,True
353,1,3,2,2,1,3.73095705,compositional,evenpos,True
354,1,3,0,3,5,5.97885264,compositional,pos,True
355,1,3,1,3,4,10.13599705,compositional,even,True
356,1,3,2,3,2,10.85309538,compositional,evenpos,True
357,1,3,0,4,5,5.96553197,compositional,pos,True
358,1,3,1,4,4,10.28627773,compositional,even,True
359,1,3,2,4,2,10.75092468,compositional,evenpos,True
360,1,4,0,0,3,5.22713,compositional,pos,True
361,1,4,1,0,0,0.0,compositional,odd,True
362,1,4,2,0,4,5.92104305,compositional,oddpos,True
363,1,4,0,1,4,6.00198387,compositional,pos,True
364,1,4,1,1,1,6.81464445,compositional,odd,True
365,1,4,2,1,1,6.78252197,compositional,oddpos,True
366,1,4,0,2,5,7.01951308,compositional,pos,True
367,1,4,1,2,2,1.40961224,compositional,odd,True
368,1,4,2,2,1,6.94331117,compositional,oddpos,True
369,1,4,0,3,5,7.26586638,compositional,pos,True
370,1,4,1,3,1,6.7603603,compositional,odd,True
371,1,4,2,3,1,6.93911177,compositional,oddpos,True
372,1,4,0,4,5,7.20580411,compositional,pos,True
373,1,4,1,4,1,6.96162663,compositional,odd,True
374,1,4,2,4,1,6.8400632,compositional,oddpos,True
375,1,5,0,0,3,3.43799047,compositional,neg,True
376,1,5,1,0,0,0.0,compositional,odd,True
377,1,5,2,0,3,3.46978918,compositional,oddneg,True
378,1,5,0,1,4,3.55901537,compositional,neg,True
379,1,5,1,1,1,3.70357041,compositional,odd,True
380,1,5,2,1,4,3.59725486,compositional,oddneg,True
381,1,5,0,2,5,2.58615207,compositional,neg,True
382,1,5,1,2,3,3.53552463,compositional,odd,True
383,1,5,2,2,5,2.50296538,compositional,oddneg,True
384,1,5,0,3,0,5.6255069,compositional,neg,True
385,1,5,1,3,5,4.31602371,compositional,odd,True
386,1,5,2,3,2,0.0,compositional,oddneg,True
387,1,5,0,4,0,5.50021052,compositional,neg,True
388,1,5,1,4,5,4.38970239,compositional,odd,True
389,1,5,2,4,1,3.59889748,compositional,oddneg,True
390,1,6,0,0,3,4.18189586,compositional,neg,True
391,1,6,1,0,0,0.0,compositional,odd,True
392,1,6,2,0,5,1.05988488,compositional,oddneg,True
393,1,6,0,1,4,2.54320418,compositional,neg,True
394,1,6,1,1,1,4.25148971,compositional,odd,True
395,1,6,2,1,3,4.42816759,compositional,oddneg,True
396,1,6,0,2,0,5.48959714,compositional,neg,True
397,1,6,1,2,3,4.61659196,compositional,odd,True
398,1,6,2,2,2,0.10009599,compositional,oddneg,True
399,1,6,0,3,0,5.49699986,compositional,neg,True
400,1,6,1,3,5,4.94099032,compositional,odd,True
401,1,6,2,3,0,0.0,compositional,oddneg,True
402,1,6,0,4,0,5.39208497,compositional,neg,True
403,1,6,1,4,5,4.87666116,compositional,odd,True
404,1,6,2,4,3,4.39228993,compositional,oddneg,True
405,1,7,0,0,0,4.91257141,compositional,pos,True
406,1,7,1,0,0,8.242253,compositional,even,True
407,1,7,2,0,0,8.0605601,compositional,evenpos,True
408,1,7,0,1,2,6.98485903,compositional,pos,True
409,1,7,1,1,0,8.24007484,compositional,even,True
410,1,7,2,1,0,8.33000983,compositional,evenpos,True
411,1,7,0,2,5,9.45161626,compositional,pos,True
412,1,7,1,2,0,8.1391771,compositional,even,True
413,1,7,2,2,0,8.36255253,compositional,evenpos,True
414,1,7,0,3,5,9.27026305,compositional,pos,True
415,1,7,1,3,0,8.08752565,compositional,even,True
416,1,7,2,3,0,8.27471993,compositional,evenpos,True
417,1,7,0,4,5,9.37387981,compositional,pos,True
418,1,7,1,4,0,8.24354273,compositional,even,True
419,1,7,2,4,0,8.17999114,compositional,evenpos,True
420,1,8,0,0,3,5.02165265,compositional,neg,True
421,1,8,1,0,0,7.59519393,compositional,even,True
422,1,8,2,0,2,6.90925768,compositional,evenneg,True
423,1,8,0,1,4,4.32286364,compositional,neg,True
424,1,8,1,1,2,6.85479996,compositional,even,True
425,1,8,2,1,3,5.11977147,compositional,evenneg,True
426,1,8,0,2,0,7.18765748,compositional,neg,True
427,1,8,1,2,4,7.00299011,compositional,even,True
428,1,8,2,2,2,6.94976603,compositional,evenneg,True
429,1,8,0,3,0,7.17472707,compositional,neg,True
430,1,8,1,3,4,6.84702168,compositional,even,True
431,1,8,2,3,5,3.74555072,compositional,evenneg,True
432,1,8,0,4,0,7.04041032,compositional,neg,True
433,1,8,1,4,4,6.99566797,compositional,even,True
434,1,8,2,4,2,6.77630928,compositional,evenneg,True
435,1,9,0,0,3,4.20164844,compositional,pos,True
436,1,9,1,0,0,1.14617503,compositional,odd,True
437,1,9,2,0,1,6.35710547,compositional,oddpos,True
438,1,9,0,1,2,2.02593612,compositional,pos,True
439,1,9,1,1,1,6.48874759,compositional,odd,True
440,1,9,2,1,3,4.06670118,compositional,oddpos,True
441,1,9,0,2,5,5.56606449,compositional,pos,True
442,1,9,1,2,3,5.69204051,compositional,odd,True
443,1,9,2,2,5,5.6450106,compositional,oddpos,True
444,1,9,0,3,5,5.69333946,compositional,pos,True
445,1,9,1,3,5,6.0423544,compositional,odd,True
446,1,9,2,3,1,6.37461433,compositional,oddpos,True
447,1,9,0,4,5,5.67713941,compositional,pos,True
448,1,9,1,4,1,6.39126402,compositional,odd,True
449,1,9,2,4,1,6.4092393,compositional,oddpos,True
450,1,10,0,0,3,4.96338784,compositional,pos,True
451,1,10,1,0,0,3.304395,compositional,odd,True
452,1,10,2,0,1,9.42326757,compositional,oddpos,True
453,1,10,0,1,4,6.13410924,compositional,pos,True
454,1,10,1,1,1,9.41033379,compositional,odd,True
455,1,10,2,1,1,9.29448899,compositional,oddpos,True
456,1,10,0,2,5,5.83417659,compositional,pos,True
457,1,10,1,2,1,9.62550321,compositional,odd,True
458,1,10,2,2,1,9.54949511,compositional,oddpos,True
459,1,10,0,3,4,5.95030906,compositional,pos,True
460,1,10,1,3,1,9.53397244,compositional,odd,True
461,1,10,2,3,1,9.47812558,compositional,oddpos,True
462,1,10,0,4,3,4.9009048,compositional,pos,True
463,1,10,1,4,1,9.49150524,compositional,odd,True
464,1,10,2,4,1,9.46481173,compositional,oddpos,True
465,1,11,0,0,0,7.15781286,compositional,neg,True
466,1,11,1,0,0,6.3095137,compositional,even,True
467,1,11,2,0,3,6.07407059,compositional,evenneg,True
468,1,11,0,1,1,7.00440721,compositional,neg,True
469,1,11,1,1,1,2.22660464,compositional,even,True
470,1,11,2,1,5,4.96224564,compositional,evenneg,True
471,1,11,0,2,0,7.10157699,compositional,neg,True
472,1,11,1,2,2,5.57045927,compositional,even,True
473,1,11,2,2,1,2.07706618,compositional,evenneg,True
474,1,11,0,3,0,6.94729183,compositional,neg,True
475,1,11,1,3,4,6.3907481,compositional,even,True
476,1,11,2,3,0,6.38512063,compositional,evenneg,True
477,1,11,0,4,0,6.94101201,compositional,neg,True
478,1,11,1,4,4,6.40213815,compositional,even,True
479,1,11,2,4,2,5.62998941,compositional,evenneg,True
480,1,12,0,0,3,4.51798212,compositional,neg,True
481,1,12,1,0,0,5.68062873,compositional,even,True
482,1,12,2,0,0,5.42575857,compositional,evenneg,True
483,1,12,0,1,4,2.40205668,compositional,neg,True
484,1,12,1,1,1,0.31501898,compositional,even,True
485,1,12,2,1,0,5.55631608,compositional,evenneg,True
486,1,12,0,2,0,6.25645106,compositional,neg,True
487,1,12,1,2,2,5.60283873,compositional,even,True
488,1,12,2,2,0,5.27634253,compositional,evenneg,True
489,1,12,0,3,0,6.34682863,compositional,neg,True
490,1,12,1,3,4,5.17848331,compositional,even,True
491,1,12,2,3,0,5.56383504,compositional,evenneg,True
492,1,12,0,4,0,6.23309974,compositional,neg,True
493,1,12,1,4,0,5.41466001,compositional,even,True
494,1,12,2,4,0,5.63706801,compositional,evenneg,True
495,1,13,0,0,3,7.3781447,compositional,pos,True
496,1,13,1,0,0,2.99368636,compositional,even,True
497,1,13,2,0,5,8.83537887,compositional,evenpos,True
498,1,13,0,1,4,7.41792837,compositional,pos,True
499,1,13,1,1,1,0.92486081,compositional,even,True
500,1,13,2,1,5,8.81219548,compositional,evenpos,True
501,1,13,0,2,5,8.72934478,compositional,pos,True
502,1,13,1,2,2,2.64626725,compositional,even,True
503,1,13,2,2,5,8.70731057,compositional,evenpos,True
504,1,13,0,3,5,8.78173285,compositional,pos,True
505,1,13,1,3,4,2.9139175,compositional,even,True
506,1,13,2,3,5,8.89859625,compositional,evenpos,True
507,1,13,0,4,5,8.77648728,compositional,pos,True
508,1,13,1,4,0,3.19346625,compositional,even,True
509,1,13,2,4,5,8.90027587,compositional,evenpos,True
510,1,14,0,0,3,6.51406156,compositional,neg,True
