subject_id,age,age_group,sex,task,trial,choice,correct_choice,correct,block,factor_structure_type,condition,category,object,all_features,feature1,feature2,feature3
0,68,older,female,0,32,f,f,1,0,type_i,1,0,Small White Square,"[np.int64(0), np.int64(0), np.int64(1)]",0,0,1
0,68,older,female,0,33,j,j,1,0,type_i,1,1,Big Black Triangle,"[np.int64(1), np.int64(1), np.int64(0)]",1,1,0
0,68,older,female,0,34,j,j,1,0,type_i,1,1,Big Black Triangle,"[np.int64(1), np.int64(1), np.int64(0)]",1,1,0
0,68,older,female,0,35,f,f,1,0,type_i,1,0,Small White Triangle,"[np.int64(0), np.int64(0), np.int64(0)]",0,0,0
0,68,older,female,0,36,j,j,1,0,type_i,1,1,Big White Triangle,"[np.int64(1), np.int64(0), np.int64(0)]",1,0,0
0,68,older,female,0,37,f,f,1,0,type_i,1,0,Small White Triangle,"[np.int64(0), np.int64(0), np.int64(0)]",0,0,0
0,68,older,female,0,38,f,f,1,0,type_i,1,0,Small Black Triangle,"[np.int64(0), np.int64(1), np.int64(0)]",0,1,0
0,68,older,female,0,39,f,f,1,0,type_i,1,0,Small Black Square,"[np.int64(0), np.int64(1), np.int64(1)]",0,1,1
0,68,older,female,0,40,f,f,1,0,type_i,1,0,Small Black Triangle,"[np.int64(0), np.int64(1), np.int64(0)]",0,1,0
0,68,older,female,0,41,j,j,1,0,type_i,1,1,Big White Square,"[np.int64(1), np.int64(0), np.int64(1)]",1,0,1
0,68,older,female,0,42,j,j,1,0,type_i,1,1,Big Black Square,"[np.int64(1), np.int64(1), np.int64(1)]",1,1,1
0,68,older,female,0,43,j,j,1,0,type_i,1,1,Big White Square,"[np.int64(1), np.int64(0), np.int64(1)]",1,0,1
0,68,older,female,0,44,j,j,1,0,type_i,1,1,Big Black Square,"[np.int64(1), np.int64(1), np.int64(1)]",1,1,1
0,68,older,female,0,45,f,f,1,0,type_i,1,0,Small Black Square,"[np.int64(0), np.int64(1), np.int64(1)]",0,1,1
0,68,older,female,0,46,f,j,0,0,type_i,1,1,Big White Triangle,"[np.int64(1), np.int64(0), np.int64(0)]",1,0,0
0,68,older,female,0,47,f,f,1,0,type_i,1,0,Small White Square,"[np.int64(0), np.int64(0), np.int64(1)]",0,0,1
0,68,older,female,0,48,j,j,1,0,type_i,1,1,Big White Square,"[np.int64(1), np.int64(0), np.int64(1)]",1,0,1
0,68,older,female,0,49,j,j,1,0,type_i,1,1,Big Black Square,"[np.int64(1), np.int64(1), np.int64(1)]",1,1,1
0,68,older,female,0,50,f,f,1,0,type_i,1,0,Small White Triangle,"[np.int64(0), np.int64(0), np.int64(0)]",0,0,0
0,68,older,female,0,51,f,f,1,0,type_i,1,0,Small Black Square,"[np.int64(0), np.int64(1), np.int64(1)]",0,1,1
0,68,older,female,0,52,j,j,1,0,type_i,1,1,Big Black Square,"[np.int64(1), np.int64(1), np.int64(1)]",1,1,1
0,68,older,female,0,53,f,f,1,0,type_i,1,0,Small White Triangle,"[np.int64(0), np.int64(0), np.int64(0)]",0,0,0
0,68,older,female,0,54,j,j,1,0,type_i,1,1,Big White Square,"[np.int64(1), np.int64(0), np.int64(1)]",1,0,1
0,68,older,female,0,55,j,j,1,0,type_i,1,1,Big White Triangle,"[np.int64(1), np.int64(0), np.int64(0)]",1,0,0
0,68,older,female,0,56,j,j,1,0,type_i,1,1,Big Black Triangle,"[np.int64(1), np.int64(1), np.int64(0)]",1,1,0
0,68,older,female,0,57,j,j,1,0,type_i,1,1,Big White Triangle,"[np.int64(1), np.int64(0), np.int64(0)]",1,0,0
0,68,older,female,0,58,f,f,1,0,type_i,1,0,Small White Square,"[np.int64(0), np.int64(0), np.int64(1)]",0,0,1
0,68,older,female,0,59,j,j,1,0,type_i,1,1,Big Black Triangle,"[np.int64(1), np.int64(1), np.int64(0)]",1,1,0
0,68,older,female,0,60,f,f,1,0,type_i,1,0,Small White Square,"[np.int64(0), np.int64(0), np.int64(1)]",0,0,1
0,68,older,female,0,61,f,f,1,0,type_i,1,0,Small Black Triangle,"[np.int64(0), np.int64(1), np.int64(0)]",0,1,0
0,68,older,female,0,62,f,f,1,0,type_i,1,0,Small Black Triangle,"[np.int64(0), np.int64(1), np.int64(0)]",0,1,0
0,68,older,female,0,63,f,f,1,0,type_i,1,0,Small Black Square,"[np.int64(0), np.int64(1), np.int64(1)]",0,1,1
0,68,older,female,0,64,j,j,1,0,type_i,1,1,Big Black Square,"[np.int64(1), np.int64(1), np.int64(1)]",1,1,1
0,68,older,female,0,65,j,j,1,0,type_i,1,1,Big Black Square,"[np.int64(1), np.int64(1), np.int64(1)]",1,1,1
0,68,older,female,0,66,j,j,1,0,type_i,1,1,Big White Square,"[np.int64(1), np.int64(0), np.int64(1)]",1,0,1
0,68,older,female,0,67,j,j,1,0,type_i,1,1,Big White Square,"[np.int64(1), np.int64(0), np.int64(1)]",1,0,1
0,68,older,female,0,68,f,f,1,0,type_i,1,0,Small Black Square,"[np.int64(0), np.int64(1), np.int64(1)]",0,1,1
0,68,older,female,0,69,f,f,1,0,type_i,1,0,Small White Triangle,"[np.int64(0), np.int64(0), np.int64(0)]",0,0,0
0,68,older,female,0,70,f,f,1,0,type_i,1,0,Small Black Triangle,"[np.int64(0), np.int64(1), np.int64(0)]",0,1,0
0,68,older,female,0,71,f,f,1,0,type_i,1,0,Small White Square,"[np.int64(0), np.int64(0), np.int64(1)]",0,0,1
0,68,older,female,0,72,j,j,1,0,type_i,1,1,Big White Triangle,"[np.int64(1), np.int64(0), np.int64(0)]",1,0,0
0,68,older,female,0,73,f,f,1,0,type_i,1,0,Small Black Triangle,"[np.int64(0), np.int64(1), np.int64(0)]",0,1,0
0,68,older,female,0,74,f,f,1,0,type_i,1,0,Small Black Square,"[np.int64(0), np.int64(1), np.int64(1)]",0,1,1
0,68,older,female,0,75,f,f,1,0,type_i,1,0,Small White Triangle,"[np.int64(0), np.int64(0), np.int64(0)]",0,0,0
0,68,older,female,0,76,j,j,1,0,type_i,1,1,Big Black Triangle,"[np.int64(1), np.int64(1), np.int64(0)]",1,1,0
0,68,older,female,0,77,f,f,1,0,type_i,1,0,Small White Square,"[np.int64(0), np.int64(0), np.int64(1)]",0,0,1
0,68,older,female,0,78,f,j,0,0,type_i,1,1,Big White Triangle,"[np.int64(1), np.int64(0), np.int64(0)]",1,0,0
0,68,older,female,0,79,j,j,1,0,type_i,1,1,Big Black Triangle,"[np.int64(1), np.int64(1), np.int64(0)]",1,1,0
0,68,older,female,0,80,f,f,1,0,type_i,1,0,Small Black Triangle,"[np.int64(0), np.int64(1), np.int64(0)]",0,1,0
0,68,older,female,0,81,j,j,1,0,type_i,1,1,Big Black Square,"[np.int64(1), np.int64(1), np.int64(1)]",1,1,1
0,68,older,female,0,82,f,f,1,0,type_i,1,0,Small Black Triangle,"[np.int64(0), np.int64(1), np.int64(0)]",0,1,0
0,68,older,female,0,83,j,j,1,0,type_i,1,1,Big White Square,"[np.int64(1), np.int64(0), np.int64(1)]",1,0,1
0,68,older,female,0,84,j,j,1,0,type_i,1,1,Big White Triangle,"[np.int64(1), np.int64(0), np.int64(0)]",1,0,0
0,68,older,female,0,85,j,j,1,0,type_i,1,1,Big White Square,"[np.int64(1), np.int64(0), np.int64(1)]",1,0,1
0,68,older,female,0,86,j,j,1,0,type_i,1,1,Big Black Triangle,"[np.int64(1), np.int64(1), np.int64(0)]",1,1,0
0,68,older,female,0,87,j,j,1,0,type_i,1,1,Big Black Square,"[np.int64(1), np.int64(1), np.int64(1)]",1,1,1
0,68,older,female,0,88,f,f,1,0,type_i,1,0,Small White Square,"[np.int64(0), np.int64(0), np.int64(1)]",0,0,1
0,68,older,female,0,89,j,j,1,0,type_i,1,1,Big Black Triangle,"[np.int64(1), np.int64(1), np.int64(0)]",1,1,0
0,68,older,female,0,90,j,j,1,0,type_i,1,1,Big White Triangle,"[np.int64(1), np.int64(0), np.int64(0)]",1,0,0
0,68,older,female,0,91,f,f,1,0,type_i,1,0,Small White Triangle,"[np.int64(0), np.int64(0), np.int64(0)]",0,0,0
0,68,older,female,0,92,f,f,1,0,type_i,1,0,Small White Triangle,"[np.int64(0), np.int64(0), np.int64(0)]",0,0,0
0,68,older,female,0,93,f,f,1,0,type_i,1,0,Small Black Square,"[np.int64(0), np.int64(1), np.int64(1)]",0,1,1
0,68,older,female,0,94,f,f,1,0,type_i,1,0,Small Black Square,"[np.int64(0), np.int64(1), np.int64(1)]",0,1,1
0,68,older,female,0,95,f,f,1,0,type_i,1,0,Small White Square,"[np.int64(0), np.int64(0), np.int64(1)]",0,0,1
0,68,older,female,0,96,j,j,1,1,type_ii,2,1,Small White Triangle,"[np.int64(0), np.int64(0), np.int64(0)]",0,0,0
0,68,older,female,0,97,f,j,0,1,type_ii,2,1,Big Black Square,"[np.int64(1), np.int64(1), np.int64(1)]",1,1,1
0,68,older,female,0,98,j,j,1,1,type_ii,2,1,Big Black Triangle,"[np.int64(1), np.int64(1), np.int64(0)]",1,1,0
0,68,older,female,0,99,f,f,1,1,type_ii,2,0,Small Black Square,"[np.int64(0), np.int64(1), np.int64(1)]",0,1,1
0,68,older,female,0,100,j,f,0,1,type_ii,2,0,Big White Square,"[np.int64(1), np.int64(0), np.int64(1)]",1,0,1
0,68,older,female,0,101,j,j,1,1,type_ii,2,1,Small White Square,"[np.int64(0), np.int64(0), np.int64(1)]",0,0,1
0,68,older,female,0,102,j,f,0,1,type_ii,2,0,Small Black Triangle,"[np.int64(0), np.int64(1), np.int64(0)]",0,1,0
0,68,older,female,0,103,f,f,1,1,type_ii,2,0,Big White Triangle,"[np.int64(1), np.int64(0), np.int64(0)]",1,0,0
0,68,older,female,0,104,f,j,0,1,type_ii,2,1,Big Black Square,"[np.int64(1), np.int64(1), np.int64(1)]",1,1,1
0,68,older,female,0,105,f,f,1,1,type_ii,2,0,Small Black Square,"[np.int64(0), np.int64(1), np.int64(1)]",0,1,1
0,68,older,female,0,106,f,f,1,1,type_ii,2,0,Small Black Triangle,"[np.int64(0), np.int64(1), np.int64(0)]",0,1,0
0,68,older,female,0,107,j,j,1,1,type_ii,2,1,Small White Triangle,"[np.int64(0), np.int64(0), np.int64(0)]",0,0,0
0,68,older,female,0,108,j,j,1,1,type_ii,2,1,Small White Square,"[np.int64(0), np.int64(0), np.int64(1)]",0,0,1
0,68,older,female,0,109,f,f,1,1,type_ii,2,0,Big White Square,"[np.int64(1), np.int64(0), np.int64(1)]",1,0,1
0,68,older,female,0,110,f,f,1,1,type_ii,2,0,Big White Triangle,"[np.int64(1), np.int64(0), np.int64(0)]",1,0,0
0,68,older,female,0,111,f,j,0,1,type_ii,2,1,Big Black Triangle,"[np.int64(1), np.int64(1), np.int64(0)]",1,1,0
0,68,older,female,0,112,f,f,1,1,type_ii,2,0,Small Black Triangle,"[np.int64(0), np.int64(1), np.int64(0)]",0,1,0
0,68,older,female,0,113,j,f,0,1,type_ii,2,0,Big White Square,"[np.int64(1), np.int64(0), np.int64(1)]",1,0,1
0,68,older,female,0,114,f,f,1,1,type_ii,2,0,Small Black Square,"[np.int64(0), np.int64(1), np.int64(1)]",0,1,1
0,68,older,female,0,115,f,j,0,1,type_ii,2,1,Small White Square,"[np.int64(0), np.int64(0), np.int64(1)]",0,0,1
0,68,older,female,0,116,j,j,1,1,type_ii,2,1,Big Black Square,"[np.int64(1), np.int64(1), np.int64(1)]",1,1,1
0,68,older,female,0,117,f,j,0,1,type_ii,2,1,Big Black Triangle,"[np.int64(1), np.int64(1), np.int64(0)]",1,1,0
0,68,older,female,0,118,f,f,1,1,type_ii,2,0,Big White Triangle,"[np.int64(1), np.int64(0), np.int64(0)]",1,0,0
0,68,older,female,0,119,j,j,1,1,type_ii,2,1,Small White Triangle,"[np.int64(0), np.int64(0), np.int64(0)]",0,0,0
0,68,older,female,0,120,j,f,0,1,type_ii,2,0,Small Black Triangle,"[np.int64(0), np.int64(1), np.int64(0)]",0,1,0
0,68,older,female,0,121,f,f,1,1,type_ii,2,0,Big White Triangle,"[np.int64(1), np.int64(0), np.int64(0)]",1,0,0
0,68,older,female,0,122,f,f,1,1,type_ii,2,0,Small Black Square,"[np.int64(0), np.int64(1), np.int64(1)]",0,1,1
0,68,older,female,0,123,f,j,0,1,type_ii,2,1,Big Black Triangle,"[np.int64(1), np.int64(1), np.int64(0)]",1,1,0
0,68,older,female,0,124,f,j,0,1,type_ii,2,1,Small White Triangle,"[np.int64(0), np.int64(0), np.int64(0)]",0,0,0
0,68,older,female,0,125,f,f,1,1,type_ii,2,0,Big White Square,"[np.int64(1), np.int64(0), np.int64(1)]",1,0,1
0,68,older,female,0,126,j,j,1,1,type_ii,2,1,Small White Square,"[np.int64(0), np.int64(0), np.int64(1)]",0,0,1
0,68,older,female,0,127,f,j,0,1,type_ii,2,1,Big Black Square,"[np.int64(1), np.int64(1), np.int64(1)]",1,1,1
0,68,older,female,0,128,j,j,1,1,type_ii,2,1,Small White Triangle,"[np.int64(0), np.int64(0), np.int64(0)]",0,0,0
0,68,older,female,0,129,j,f,0,1,type_ii,2,0,Small Black Square,"[np.int64(0), np.int64(1), np.int64(1)]",0,1,1
0,68,older,female,0,130,j,j,1,1,type_ii,2,1,Small White Square,"[np.int64(0), np.int64(0), np.int64(1)]",0,0,1
0,68,older,female,0,131,f,f,1,1,type_ii,2,0,Big White Triangle,"[np.int64(1), np.int64(0), np.int64(0)]",1,0,0
0,68,older,female,0,132,f,f,1,1,type_ii,2,0,Small Black Triangle,"[np.int64(0), np.int64(1), np.int64(0)]",0,1,0
0,68,older,female,0,133,j,f,0,1,type_ii,2,0,Big White Triangle,"[np.int64(1), np.int64(0), np.int64(0)]",1,0,0
0,68,older,female,0,134,j,j,1,1,type_ii,2,1,Big Black Triangle,"[np.int64(1), np.int64(1), np.int64(0)]",1,1,0
0,68,older,female,0,135,f,f,1,1,type_ii,2,0,Big White Square,"[np.int64(1), np.int64(0), np.int64(1)]",1,0,1
0,68,older,female,0,136,f,j,0,1,type_ii,2,1,Small White Square,"[np.int64(0), np.int64(0), np.int64(1)]",0,0,1
0,68,older,female,0,137,j,f,0,1,type_ii,2,0,Small Black Square,"[np.int64(0), np.int64(1), np.int64(1)]",0,1,1
0,68,older,female,0,138,j,j,1,1,type_ii,2,1,Small White Triangle,"[np.int64(0), np.int64(0), np.int64(0)]",0,0,0
0,68,older,female,0,139,f,j,0,1,type_ii,2,1,Big Black Square,"[np.int64(1), np.int64(1), np.int64(1)]",1,1,1
0,68,older,female,0,140,j,j,1,1,type_ii,2,1,Big Black Triangle,"[np.int64(1), np.int64(1), np.int64(0)]",1,1,0
0,68,older,female,0,141,f,f,1,1,type_ii,2,0,Small Black Triangle,"[np.int64(0), np.int64(1), np.int64(0)]",0,1,0
0,68,older,female,0,142,j,f,0,1,type_ii,2,0,Big White Square,"[np.int64(1), np.int64(0), np.int64(1)]",1,0,1
0,68,older,female,0,143,j,j,1,1,type_ii,2,1,Big Black Square,"[np.int64(1), np.int64(1), np.int64(1)]",1,1,1
0,68,older,female,0,144,f,f,1,1,type_ii,2,0,Big White Square,"[np.int64(1), np.int64(0), np.int64(1)]",1,0,1
0,68,older,female,0,145,j,j,1,1,type_ii,2,1,Big Black Square,"[np.int64(1), np.int64(1), np.int64(1)]",1,1,1
0,68,older,female,0,146,j,f,0,1,type_ii,2,0,Small Black Triangle,"[np.int64(0), np.int64(1), np.int64(0)]",0,1,0
0,68,older,female,0,147,f,f,1,1,type_ii,2,0,Big White Square,"[np.int64(1), np.int64(0), np.int64(1)]",1,0,1
0,68,older,female,0,148,j,j,1,1,type_ii,2,1,Big Black Triangle,"[np.int64(1), np.int64(1), np.int64(0)]",1,1,0
0,68,older,female,0,149,j,f,0,1,type_ii,2,0,Small Black Triangle,"[np.int64(0), np.int64(1), np.int64(0)]",0,1,0
0,68,older,female,0,150,f,f,1,1,type_ii,2,0,Small Black Square,"[np.int64(0), np.int64(1), np.int64(1)]",0,1,1
0,68,older,female,0,151,j,j,1,1,type_ii,2,1,Big Black Square,"[np.int64(1), np.int64(1), np.int64(1)]",1,1,1
0,68,older,female,0,152,f,j,0,1,type_ii,2,1,Small White Square,"[np.int64(0), np.int64(0), np.int64(1)]",0,0,1
0,68,older,female,0,153,j,f,0,1,type_ii,2,0,Small Black Square,"[np.int64(0), np.int64(1), np.int64(1)]",0,1,1
0,68,older,female,0,154,f,f,1,1,type_ii,2,0,Big White Triangle,"[np.int64(1), np.int64(0), np.int64(0)]",1,0,0
0,68,older,female,0,155,f,f,1,1,type_ii,2,0,Big White Triangle,"[np.int64(1), np.int64(0), np.int64(0)]",1,0,0
0,68,older,female,0,156,j,j,1,1,type_ii,2,1,Big Black Triangle,"[np.int64(1), np.int64(1), np.int64(0)]",1,1,0
0,68,older,female,0,157,j,j,1,1,type_ii,2,1,Small White Triangle,"[np.int64(0), np.int64(0), np.int64(0)]",0,0,0
0,68,older,female,0,158,j,j,1,1,type_ii,2,1,Small White Triangle,"[np.int64(0), np.int64(0), np.int64(0)]",0,0,0
0,68,older,female,0,159,j,j,1,1,type_ii,2,1,Small White Square,"[np.int64(0), np.int64(0), np.int64(1)]",0,0,1
0,68,older,female,0,160,f,f,1,1,type_ii,2,0,Small Black Triangle,"[np.int64(0), np.int64(1), np.int64(0)]",0,1,0
0,68,older,female,0,161,j,j,1,1,type_ii,2,1,Big Black Square,"[np.int64(1), np.int64(1), np.int64(1)]",1,1,1
0,68,older,female,0,162,f,f,1,1,type_ii,2,0,Small Black Triangle,"[np.int64(0), np.int64(1), np.int64(0)]",0,1,0
0,68,older,female,0,163,j,f,0,1,type_ii,2,0,Big White Triangle,"[np.int64(1), np.int64(0), np.int64(0)]",1,0,0
0,68,older,female,0,164,j,j,1,1,type_ii,2,1,Big Black Triangle,"[np.int64(1), np.int64(1), np.int64(0)]",1,1,0
0,68,older,female,0,165,f,f,1,1,type_ii,2,0,Big White Square,"[np.int64(1), np.int64(0), np.int64(1)]",1,0,1
0,68,older,female,0,166,j,f,0,1,type_ii,2,0,Small Black Square,"[np.int64(0), np.int64(1), np.int64(1)]",0,1,1
0,68,older,female,0,167,f,j,0,1,type_ii,2,1,Big Black Triangle,"[np.int64(1), np.int64(1), np.int64(0)]",1,1,0
0,68,older,female,0,168,j,j,1,1,type_ii,2,1,Small White Square,"[np.int64(0), np.int64(0), np.int64(1)]",0,0,1
0,68,older,female,0,169,j,j,1,1,type_ii,2,1,Small White Square,"[np.int64(0), np.int64(0), np.int64(1)]",0,0,1
0,68,older,female,0,170,j,f,0,1,type_ii,2,0,Big White Triangle,"[np.int64(1), np.int64(0), np.int64(0)]",1,0,0
0,68,older,female,0,171,j,j,1,1,type_ii,2,1,Small White Triangle,"[np.int64(0), np.int64(0), np.int64(0)]",0,0,0
0,68,older,female,0,172,f,j,0,1,type_ii,2,1,Big Black Square,"[np.int64(1), np.int64(1), np.int64(1)]",1,1,1
0,68,older,female,0,173,j,f,0,1,type_ii,2,0,Small Black Square,"[np.int64(0), np.int64(1), np.int64(1)]",0,1,1
0,68,older,female,0,174,f,j,0,1,type_ii,2,1,Small White Triangle,"[np.int64(0), np.int64(0), np.int64(0)]",0,0,0
0,68,older,female,0,175,f,f,1,1,type_ii,2,0,Big White Square,"[np.int64(1), np.int64(0), np.int64(1)]",1,0,1
0,68,older,female,0,176,j,f,0,1,type_ii,2,0,Small Black Square,"[np.int64(0), np.int64(1), np.int64(1)]",0,1,1
0,68,older,female,0,177,f,f,1,1,type_ii,2,0,Big White Triangle,"[np.int64(1), np.int64(0), np.int64(0)]",1,0,0
0,68,older,female,0,178,f,f,1,1,type_ii,2,0,Big White Triangle,"[np.int64(1), np.int64(0), np.int64(0)]",1,0,0
0,68,older,female,0,179,j,j,1,1,type_ii,2,1,Small White Triangle,"[np.int64(0), np.int64(0), np.int64(0)]",0,0,0
0,68,older,female,0,180,j,f,0,1,type_ii,2,0,Small Black Triangle,"[np.int64(0), np.int64(1), np.int64(0)]",0,1,0
0,68,older,female,0,181,f,j,0,1,type_ii,2,1,Big Black Square,"[np.int64(1), np.int64(1), np.int64(1)]",1,1,1
0,68,older,female,0,182,f,f,1,1,type_ii,2,0,Small Black Triangle,"[np.int64(0), np.int64(1), np.int64(0)]",0,1,0
0,68,older,female,0,183,f,f,1,1,type_ii,2,0,Big White Square,"[np.int64(1), np.int64(0), np.int64(1)]",1,0,1
0,68,older,female,0,184,f,j,0,1,type_ii,2,1,Big Black Triangle,"[np.int64(1), np.int64(1), np.int64(0)]",1,1,0
0,68,older,female,0,185,f,f,1,1,type_ii,2,0,Big White Square,"[np.int64(1), np.int64(0), np.int64(1)]",1,0,1
0,68,older,female,0,186,j,j,1,1,type_ii,2,1,Small White Square,"[np.int64(0), np.int64(0), np.int64(1)]",0,0,1
0,68,older,female,0,187,f,j,0,1,type_ii,2,1,Big Black Square,"[np.int64(1), np.int64(1), np.int64(1)]",1,1,1
0,68,older,female,0,188,f,f,1,1,type_ii,2,0,Small Black Square,"[np.int64(0), np.int64(1), np.int64(1)]",0,1,1
0,68,older,female,0,189,f,j,0,1,type_ii,2,1,Big Black Triangle,"[np.int64(1), np.int64(1), np.int64(0)]",1,1,0
0,68,older,female,0,190,f,j,0,1,type_ii,2,1,Small White Triangle,"[np.int64(0), np.int64(0), np.int64(0)]",0,0,0
0,68,older,female,0,191,j,j,1,1,type_ii,2,1,Small White Square,"[np.int64(0), np.int64(0), np.int64(1)]",0,0,1
0,68,older,female,0,192,f,f,1,2,type_iii,3,0,Big Black Square,"[np.int64(1), np.int64(1), np.int64(1)]",1,1,1
0,68,older,female,0,193,f,j,0,2,type_iii,3,1,Big White Square,"[np.int64(1), np.int64(0), np.int64(1)]",1,0,1
0,68,older,female,0,194,f,j,0,2,type_iii,3,1,Small Black Triangle,"[np.int64(0), np.int64(1), np.int64(0)]",0,1,0
0,68,older,female,0,195,f,f,1,2,type_iii,3,0,Small Black Square,"[np.int64(0), np.int64(1), np.int64(1)]",0,1,1
0,68,older,female,0,196,j,j,1,2,type_iii,3,1,Small White Triangle,"[np.int64(0), np.int64(0), np.int64(0)]",0,0,0
0,68,older,female,0,197,j,j,1,2,type_iii,3,1,Big White Triangle,"[np.int64(1), np.int64(0), np.int64(0)]",1,0,0
0,68,older,female,0,198,f,f,1,2,type_iii,3,0,Small White Square,"[np.int64(0), np.int64(0), np.int64(1)]",0,0,1
0,68,older,female,0,199,j,f,0,2,type_iii,3,0,Big Black Triangle,"[np.int64(1), np.int64(1), np.int64(0)]",1,1,0
0,68,older,female,0,200,j,j,1,2,type_iii,3,1,Big White Square,"[np.int64(1), np.int64(0), np.int64(1)]",1,0,1
0,68,older,female,0,201,f,f,1,2,type_iii,3,0,Small Black Square,"[np.int64(0), np.int64(1), np.int64(1)]",0,1,1
0,68,older,female,0,202,f,j,0,2,type_iii,3,1,Small White Triangle,"[np.int64(0), np.int64(0), np.int64(0)]",0,0,0
0,68,older,female,0,203,f,f,1,2,type_iii,3,0,Big Black Square,"[np.int64(1), np.int64(1), np.int64(1)]",1,1,1
0,68,older,female,0,204,j,f,0,2,type_iii,3,0,Small White Square,"[np.int64(0), np.int64(0), np.int64(1)]",0,0,1
0,68,older,female,0,205,f,f,1,2,type_iii,3,0,Big Black Triangle,"[np.int64(1), np.int64(1), np.int64(0)]",1,1,0
