,Unnamed: 0,participant,task,trial,choice,reward,x0,x1,x2,x3,target,time,is_training
219,219,0,21,9,1,1.0,-1.5,-0.09,2.1,3.11,1,1283457.0,True
220,220,0,22,0,1,-1.0,-1.5,2.35,-0.11,0.2,0,1287966.0,True
221,221,0,22,1,1,1.0,0.27,0.77,0.12,-0.63,1,1291702.0,True
222,222,0,22,2,1,1.0,1.41,-0.63,-0.34,-1.91,1,1294707.0,True
223,223,0,22,3,0,1.0,-0.82,-2.0,-0.17,2.2,0,1297610.0,True
224,224,0,22,4,1,1.0,0.84,-0.2,1.97,0.57,1,1300635.0,True
225,225,0,22,5,1,1.0,1.55,-1.31,-2.02,-0.62,1,1303780.0,True
226,226,0,22,6,0,1.0,-0.58,-0.03,-1.16,-1.4,0,1306835.0,True
227,227,0,22,7,1,1.0,0.61,0.6,-0.86,-0.91,1,1309826.0,True
228,228,0,22,8,1,1.0,0.84,-0.53,-1.3,-0.96,1,1313003.0,True
229,229,0,22,9,1,1.0,0.21,1.36,1.21,0.81,1,1315873.0,True
230,230,0,23,0,1,1.0,-3.71,2.19,-0.27,0.24,1,1320590.0,True
231,231,0,23,1,0,-1.0,-0.79,-0.96,-0.3,-0.62,1,1323362.0,True
232,232,0,23,2,1,1.0,-0.73,-0.08,-1.27,-0.05,1,1326204.0,True
233,233,0,23,3,0,-1.0,1.35,-1.59,-0.58,-1.58,1,1329167.0,True
234,234,0,23,4,1,1.0,0.55,-2.01,1.21,-1.48,1,1332552.0,True
235,235,0,23,5,0,-1.0,-1.09,1.65,-1.41,2.2,1,1335576.0,True
236,236,0,23,6,1,1.0,-1.94,-1.31,1.36,0.14,1,1338827.0,True
237,237,0,23,7,1,-1.0,-1.2,2.82,-0.21,2.76,0,1341480.0,True
238,238,0,23,8,0,1.0,0.85,-2.12,2.4,0.17,0,1347816.0,True
239,239,0,23,9,1,-1.0,-0.44,2.52,-1.7,2.34,0,1351449.0,True
240,240,0,24,0,0,1.0,2.15,1.84,-3.41,0.1,0,1356756.0,True
241,241,0,24,1,0,1.0,1.58,1.31,-2.51,0.64,0,1359601.0,True
242,242,0,24,2,0,1.0,1.14,1.34,-1.83,0.74,0,1362639.0,True
243,243,0,24,3,1,1.0,-2.28,-0.03,2.86,-0.76,1,1365456.0,True
244,244,0,24,4,1,1.0,-0.51,-0.03,0.43,0.35,1,1368419.0,True
245,245,0,24,5,1,1.0,-1.32,2.15,-1.68,0.31,1,1371193.0,True
246,246,0,24,6,1,-1.0,0.11,-0.46,-0.82,-1.96,0,1374033.0,True
247,247,0,24,7,1,-1.0,-0.47,-0.75,1.37,-0.1,0,1376760.0,True
248,248,0,24,8,1,1.0,-1.1,0.11,1.1,-1.09,1,1379957.0,True
249,249,0,24,9,1,-1.0,0.28,-0.48,-0.69,-0.12,0,1383056.0,True
250,250,0,25,0,1,-1.0,-1.82,-2.36,1.75,3.19,0,1388320.0,True
251,251,0,25,1,1,1.0,0.74,1.13,0.34,-2.19,1,1391896.0,True
252,252,0,25,2,1,1.0,1.52,0.61,2.87,-1.36,1,1395032.0,True
253,253,0,25,3,1,1.0,2.2,4.4,2.18,-2.29,1,1398384.0,True
254,254,0,25,4,1,1.0,1.6,-0.94,-0.75,0.3,1,1401341.0,True
255,255,0,25,5,1,1.0,1.26,-0.7,-0.08,1.26,1,1404337.0,True
256,256,0,25,6,0,1.0,-0.46,-0.78,-0.89,0.4,0,1407861.0,True
257,257,0,25,7,0,1.0,-1.14,-2.08,0.2,2.9,0,1411127.0,True
258,258,0,25,8,1,1.0,0.51,1.11,0.69,-1.08,1,1414359.0,True
259,259,0,25,9,0,1.0,-0.81,-1.01,-0.95,0.99,0,1417620.0,True
260,260,0,26,0,1,1.0,-0.52,-0.84,0.53,1.45,1,1423683.0,True
261,261,0,26,1,1,-1.0,-2.14,1.7,1.18,1.53,0,1426899.0,True
262,262,0,26,2,1,-1.0,-1.62,-0.19,-1.43,0.49,0,1429666.0,True
263,263,0,26,3,1,1.0,2.06,1.0,-0.18,-1.33,1,1432585.0,True
264,264,0,26,4,0,1.0,-0.85,-0.15,-0.68,-1.86,0,1435411.0,True
265,265,0,26,5,0,-1.0,-0.61,-1.23,1.03,0.24,1,1438102.0,True
266,266,0,26,6,0,-1.0,-0.57,-2.79,0.28,-0.83,1,1440933.0,True
267,267,0,26,7,0,1.0,-1.87,1.46,1.28,-0.23,0,1445180.0,True
268,268,0,26,8,0,1.0,-2.03,1.09,1.7,0.63,0,1448928.0,True
269,269,0,26,9,0,1.0,-4.12,3.02,1.47,1.42,0,1453268.0,True
270,270,0,27,0,1,1.0,1.16,-0.28,-1.42,0.01,1,1458737.0,True
271,271,0,27,1,1,1.0,0.86,2.35,2.09,-0.43,1,1462036.0,True
272,272,0,27,2,0,-1.0,-0.11,1.51,-0.09,-0.63,1,1465076.0,True
273,273,0,27,3,1,1.0,0.6,0.71,0.92,0.71,1,1470562.0,True
274,274,0,27,4,1,1.0,1.21,-0.26,-0.05,0.12,1,1474904.0,True
275,275,0,27,5,1,1.0,3.0,-1.19,2.1,1.48,1,1479607.0,True
276,276,0,27,6,1,1.0,0.52,0.16,-0.7,-1.34,1,1482924.0,True
277,277,0,27,7,0,1.0,-1.07,0.1,-1.8,-1.99,0,1486050.0,True
278,278,0,27,8,0,1.0,-1.47,0.6,-1.58,1.42,0,1488854.0,True
279,279,0,27,9,0,-1.0,-0.61,2.3,0.3,1.11,1,1492437.0,True
280,280,0,28,0,0,-1.0,-1.59,1.58,1.95,1.31,1,1497626.0,True
281,281,0,28,1,0,-1.0,-1.25,1.94,2.82,-1.79,1,1500633.0,True
282,282,0,28,2,0,1.0,0.96,-0.66,0.54,0.7,0,1503787.0,True
283,283,0,28,3,1,1.0,-0.92,-0.36,2.63,0.12,1,1506913.0,True
284,284,0,28,4,1,1.0,-0.68,0.66,0.22,-3.03,1,1509578.0,True
285,285,0,28,5,0,1.0,0.41,0.51,-1.43,-0.09,0,1512550.0,True
286,286,0,28,6,1,1.0,-2.14,2.13,-0.09,-1.85,1,1515410.0,True
287,287,0,28,7,0,1.0,0.65,-0.99,0.71,1.09,0,1518244.0,True
288,288,0,28,8,1,1.0,-0.63,-0.48,1.01,0.63,1,1521007.0,True
289,289,0,28,9,1,1.0,-0.05,1.5,-1.3,-1.92,1,1525378.0,True
290,290,0,29,0,0,1.0,1.73,-1.29,0.72,0.4,0,1530069.0,True
291,291,0,29,1,0,1.0,1.12,-0.6,1.2,1.3,0,1533373.0,True
292,292,0,29,2,1,1.0,-0.78,0.66,-0.57,0.31,1,1537151.0,True
293,293,0,29,3,1,1.0,-0.34,-2.25,-1.09,3.6,1,1540254.0,True
294,294,0,29,4,0,1.0,0.5,1.98,1.0,0.16,0,1543403.0,True
295,295,0,29,5,1,1.0,-1.38,0.68,-1.5,-1.33,1,1546677.0,True
296,296,0,29,6,0,1.0,0.11,1.07,-0.18,-2.72,0,1550780.0,True
297,297,0,29,7,1,1.0,-0.56,-0.36,-3.05,1.95,1,1554031.0,True
298,298,0,29,8,1,1.0,-2.14,2.35,-0.63,-2.56,1,1557003.0,True
299,299,0,29,9,1,1.0,-2.54,1.05,-1.43,-0.84,1,1559729.0,True
300,300,1,0,0,0,-1.0,-0.39,1.71,1.58,-1.42,1,197213.0,True
301,301,1,0,1,0,1.0,1.89,-1.86,-0.84,1.6,0,202869.0,True
302,302,1,0,2,1,-1.0,1.96,-3.72,-2.58,1.84,0,209506.0,True
303,303,1,0,3,0,1.0,0.19,-3.63,-2.09,1.19,0,217407.0,True
304,304,1,0,4,0,-1.0,0.1,-0.46,-0.71,1.05,1,221558.0,True
305,305,1,0,5,0,-1.0,-0.83,2.84,-0.03,-0.51,1,228142.0,True
306,306,1,0,6,0,-1.0,-1.9,1.22,-0.5,0.39,1,236610.0,True
307,307,1,0,7,1,1.0,-0.37,0.38,-0.61,-0.08,1,241820.0,True
308,308,1,0,8,0,1.0,1.32,-1.2,-0.97,0.6,0,247653.0,True
309,309,1,0,9,0,1.0,1.77,-2.05,-1.52,1.35,0,251749.0,True
310,310,1,1,0,0,1.0,-4.4,1.08,0.7,-2.67,0,259353.0,True
311,311,1,1,1,0,1.0,-0.08,0.78,-0.86,0.39,0,264568.0,True
312,312,1,1,2,1,-1.0,0.19,2.12,-0.15,-1.44,0,270473.0,True
313,313,1,1,3,1,1.0,0.91,0.49,-1.06,-0.59,1,275510.0,True
314,314,1,1,4,1,-1.0,1.24,3.28,-0.98,-0.06,0,281866.0,True
315,315,1,1,5,0,1.0,-0.22,0.33,1.4,-1.73,0,288609.0,True
316,316,1,1,6,0,1.0,0.4,1.65,-0.26,0.64,0,294174.0,True
317,317,1,1,7,1,1.0,1.09,-1.63,-1.66,2.16,1,301949.0,True
