,Unnamed: 0,participant,task,trial,choice,reward,x0,x1,target,time,is_training
49,49,0,4,9,0,-1.0,0.81,-0.06,1,763481.0,True
50,50,0,5,0,0,-1.0,-1.8,-0.15,1,791621.0,True
51,51,0,5,1,0,1.0,0.89,1.51,0,797549.0,True
52,52,0,5,2,0,1.0,2.28,1.8,0,801429.0,True
53,53,0,5,3,0,1.0,1.4,0.11,0,806450.0,True
54,54,0,5,4,1,1.0,-0.31,-2.84,1,815939.0,True
55,55,0,5,5,1,1.0,-0.65,-0.98,1,824071.0,True
56,56,0,5,6,0,-1.0,-1.89,0.54,1,843749.0,True
57,57,0,5,7,1,1.0,-0.32,-0.27,1,849702.0,True
58,58,0,5,8,1,-1.0,-0.4,-0.4,0,858181.0,True
59,59,0,5,9,0,-1.0,-0.44,-0.73,1,862931.0,True
60,60,0,6,0,1,-1.0,-0.92,-0.16,0,884538.0,True
61,61,0,6,1,1,1.0,1.02,0.32,1,893340.0,True
62,62,0,6,2,0,1.0,-2.11,-1.2,0,897291.0,True
63,63,0,6,3,0,1.0,0.65,-1.28,0,909169.0,True
64,64,0,6,4,0,1.0,-2.43,-1.6,0,913181.0,True
65,65,0,6,5,0,1.0,0.81,-1.26,0,919124.0,True
66,66,0,6,6,0,1.0,-1.46,-1.98,0,923711.0,True
67,67,0,6,7,0,1.0,-0.71,-0.5,0,927388.0,True
68,68,0,6,8,0,1.0,-3.55,-2.56,0,931949.0,True
69,69,0,6,9,1,1.0,3.05,2.03,1,938374.0,True
70,70,0,7,0,1,-1.0,1.61,0.32,0,964177.0,True
71,71,0,7,1,0,1.0,1.38,0.31,0,968934.0,True
72,72,0,7,2,1,1.0,-0.09,0.07,1,984902.0,True
73,73,0,7,3,1,1.0,-3.05,1.35,1,990022.0,True
74,74,0,7,4,1,1.0,-0.4,0.32,1,995422.0,True
75,75,0,7,5,0,1.0,0.49,0.18,0,1000478.0,True
76,76,0,7,6,0,1.0,1.9,-0.59,0,1004799.0,True
77,77,0,7,7,1,1.0,-1.31,0.58,1,1009410.0,True
78,78,0,7,8,0,1.0,1.66,-0.78,0,1013699.0,True
79,79,0,7,9,1,1.0,-2.56,-3.29,1,1018751.0,True
80,80,0,8,0,1,-1.0,2.02,3.36,0,1031658.0,True
81,81,0,8,1,0,1.0,2.21,0.46,0,1035047.0,True
82,82,0,8,2,0,1.0,1.21,-0.53,0,1039098.0,True
83,83,0,8,3,1,-1.0,0.48,-1.14,0,1045849.0,True
84,84,0,8,4,0,1.0,0.93,-2.85,0,1053677.0,True
85,85,0,8,5,1,1.0,-1.82,0.09,1,1063264.0,True
86,86,0,8,6,1,-1.0,0.33,0.54,0,1071055.0,True
87,87,0,8,7,0,-1.0,-0.39,-0.27,1,1075488.0,True
88,88,0,8,8,0,-1.0,-0.33,-0.91,1,1083728.0,True
89,89,0,8,9,1,1.0,-3.12,-1.08,1,1087894.0,True
90,90,0,9,0,1,-1.0,0.26,-1.11,0,1112281.0,True
91,91,0,9,1,0,-1.0,1.54,2.06,1,1117772.0,True
92,92,0,9,2,0,-1.0,0.08,1.65,1,1130299.0,True
93,93,0,9,3,1,1.0,0.14,1.37,1,1133841.0,True
94,94,0,9,4,1,1.0,-0.34,0.72,1,1137763.0,True
95,95,0,9,5,0,-1.0,0.19,-0.11,1,1141963.0,True
96,96,0,9,6,1,1.0,1.33,0.17,1,1146222.0,True
97,97,0,9,7,0,1.0,-0.91,-2.08,0,1150275.0,True
98,98,0,9,8,1,1.0,3.11,0.09,1,1155273.0,True
99,99,0,9,9,0,1.0,-1.51,-1.11,0,1159707.0,True
100,100,0,10,0,0,1.0,0.19,1.79,0,1176507.0,True
101,101,0,10,1,1,-1.0,0.36,-0.33,0,1182594.0,True
102,102,0,10,2,0,-1.0,-1.76,0.32,1,1193347.0,True
103,103,0,10,3,1,1.0,-1.37,-1.79,1,1199815.0,True
104,104,0,10,4,1,-1.0,1.08,-1.49,0,1206332.0,True
105,105,0,10,5,0,-1.0,-0.41,0.42,1,1211678.0,True
106,106,0,10,6,1,1.0,-2.66,-0.84,1,1215769.0,True
107,107,0,10,7,0,1.0,0.75,0.06,0,1224788.0,True
108,108,0,10,8,1,1.0,-0.66,-0.65,1,1228977.0,True
109,109,0,10,9,0,1.0,0.71,0.13,0,1234124.0,True
110,110,0,11,0,0,1.0,1.82,-0.97,0,1260327.0,True
111,111,0,11,1,1,1.0,-1.93,0.15,1,1265185.0,True
112,112,0,11,2,1,1.0,0.26,0.69,1,1269197.0,True
113,113,0,11,3,1,-1.0,2.63,0.05,0,1273851.0,True
114,114,0,11,4,0,1.0,0.91,-1.88,0,1277338.0,True
115,115,0,11,5,0,1.0,-1.17,-0.81,0,1281344.0,True
116,116,0,11,6,0,1.0,-1.43,-1.7,0,1284916.0,True
117,117,0,11,7,0,1.0,-1.78,-1.01,0,1289667.0,True
118,118,0,11,8,0,-1.0,-1.02,-0.24,1,1294459.0,True
119,119,0,11,9,1,-1.0,0.94,0.23,0,1299250.0,True
120,120,0,12,0,0,1.0,1.75,0.51,0,1322474.0,True
121,121,0,12,1,0,1.0,1.65,-0.29,0,1327956.0,True
122,122,0,12,2,0,-1.0,-0.9,1.59,1,1337126.0,True
123,123,0,12,3,0,1.0,2.02,0.6,0,1340963.0,True
124,124,0,12,4,1,1.0,-0.2,-1.35,1,1345109.0,True
125,125,0,12,5,0,1.0,2.72,-1.88,0,1355726.0,True
126,126,0,12,6,0,1.0,1.18,0.72,0,1360445.0,True
127,127,0,12,7,0,1.0,0.01,1.42,0,1366646.0,True
128,128,0,12,8,0,1.0,0.24,3.15,0,1370868.0,True
129,129,0,12,9,1,1.0,-1.24,-0.4,1,1376052.0,True
130,130,0,13,0,0,1.0,-1.14,0.59,0,1397798.0,True
131,131,0,13,1,0,-1.0,0.75,-2.07,1,1402783.0,True
132,132,0,13,2,1,-1.0,0.2,1.57,0,1410790.0,True
133,133,0,13,3,1,-1.0,2.93,-1.45,0,1416391.0,True
134,134,0,13,4,0,-1.0,-1.26,0.52,1,1421640.0,True
135,135,0,13,5,1,1.0,-0.97,-1.4,1,1426134.0,True
136,136,0,13,6,1,1.0,-1.34,0.83,1,1430586.0,True
137,137,0,13,7,0,1.0,1.97,-0.05,0,1434945.0,True
138,138,0,13,8,0,1.0,1.62,1.02,0,1438103.0,True
139,139,0,13,9,0,1.0,0.27,0.15,0,1443056.0,True
140,140,0,14,0,1,1.0,-1.01,-0.75,1,1476721.0,True
141,141,0,14,1,1,-1.0,2.61,-2.55,0,1488515.0,True
142,142,0,14,2,1,1.0,-2.33,1.42,1,1494981.0,True
143,143,0,14,3,1,1.0,-0.41,-1.43,1,1498980.0,True
144,144,0,14,4,0,1.0,0.47,-0.23,0,1505537.0,True
145,145,0,14,5,1,1.0,-1.16,0.25,1,1508741.0,True
146,146,0,14,6,1,1.0,-1.18,0.89,1,1511883.0,True
147,147,0,14,7,1,1.0,-1.14,0.51,1,1516617.0,True
148,148,0,14,8,0,-1.0,0.32,-0.93,1,1520308.0,True
149,149,0,14,9,0,1.0,3.02,-1.59,0,1523850.0,True
150,150,0,15,0,0,-1.0,-0.05,0.23,1,1541794.0,True
151,151,0,15,1,0,-1.0,2.47,-0.08,1,1549911.0,True
152,152,0,15,2,0,-1.0,1.36,0.83,1,1557089.0,True
153,153,0,15,3,1,1.0,4.12,-0.95,1,1560834.0,True
154,154,0,15,4,1,1.0,1.2,0.49,1,1566586.0,True
155,155,0,15,5,0,1.0,-0.74,-0.18,0,1570596.0,True
156,156,0,15,6,0,-1.0,-0.48,1.9,1,1579091.0,True
157,157,0,15,7,1,-1.0,2.92,-1.36,0,1582551.0,True
158,158,0,15,8,0,1.0,-2.16,-0.16,0,1587014.0,True
159,159,0,15,9,1,-1.0,2.25,-1.3,0,1591778.0,True
160,160,0,16,0,1,-1.0,-1.1,0.07,0,1608414.0,True
161,161,0,16,1,1,1.0,1.34,0.88,1,1615504.0,True
162,162,0,16,2,1,1.0,0.19,0.16,1,1619786.0,True
163,163,0,16,3,0,1.0,-1.64,-2.52,0,1624799.0,True
164,164,0,16,4,0,1.0,-1.54,0.3,0,1628497.0,True
165,165,0,16,5,0,1.0,-0.15,-0.8,0,1632136.0,True
166,166,0,16,6,0,1.0,-0.07,-0.58,0,1636498.0,True
167,167,0,16,7,1,1.0,1.6,1.33,1,1640074.0,True
168,168,0,16,8,1,1.0,0.89,-0.66,1,1645517.0,True
169,169,0,16,9,0,1.0,-0.35,-0.14,0,1649897.0,True
170,170,0,17,0,0,1.0,1.26,-1.48,0,1666436.0,True
171,171,0,17,1,1,-1.0,-1.16,-2.48,0,1670990.0,True
172,172,0,17,2,0,-1.0,-0.08,0.94,1,1675346.0,True
173,173,0,17,3,1,-1.0,-2.02,0.62,0,1678668.0,True
174,174,0,17,4,0,-1.0,1.48,1.06,1,1682805.0,True
175,175,0,17,5,1,1.0,0.4,0.28,1,1689916.0,True
176,176,0,17,6,1,1.0,-0.39,1.99,1,1693937.0,True
177,177,0,17,7,0,1.0,-0.39,-2.38,0,1697121.0,True
178,178,0,17,8,1,1.0,2.06,1.5,1,1700295.0,True
179,179,0,17,9,1,1.0,1.7,1.33,1,1703443.0,True
180,180,0,18,0,0,1.0,-3.25,2.35,0,1719236.0,True
181,181,0,18,1,0,-1.0,0.25,-1.28,1,1722822.0,True
182,182,0,18,2,1,-1.0,-2.46,2.77,0,1728587.0,True
183,183,0,18,3,0,-1.0,-0.06,-0.92,1,1733337.0,True
184,184,0,18,4,1,1.0,0.98,-0.93,1,1738580.0,True
185,185,0,18,5,0,1.0,-0.56,0.69,0,1742552.0,True
186,186,0,18,6,1,1.0,2.66,-0.06,1,1745554.0,True
187,187,0,18,7,0,1.0,-1.27,1.53,0,1749031.0,True
188,188,0,18,8,0,-1.0,-0.01,-0.83,1,1754419.0,True
189,189,0,18,9,0,1.0,-1.19,1.02,0,1759524.0,True
190,190,0,19,0,1,-1.0,1.21,0.36,0,1776584.0,True
191,191,0,19,1,1,1.0,-1.98,-0.21,1,1780250.0,True
192,192,0,19,2,1,-1.0,1.31,-0.57,0,1786386.0,True
193,193,0,19,3,1,-1.0,0.2,-0.18,0,1791688.0,True
194,194,0,19,4,0,-1.0,-1.09,-1.6,1,1795988.0,True
195,195,0,19,5,0,1.0,0.4,-0.41,0,1800405.0,True
196,196,0,19,6,0,1.0,0.44,0.09,0,1805025.0,True
197,197,0,19,7,1,1.0,-1.31,-1.83,1,1808677.0,True
198,198,0,19,8,1,1.0,-0.93,-1.24,1,1812130.0,True
199,199,0,19,9,0,-1.0,0.38,1.43,1,1816666.0,True
200,200,0,20,0,0,1.0,-2.21,2.69,0,1837494.0,True
201,201,0,20,1,1,1.0,1.3,-2.0,1,1842523.0,True
202,202,0,20,2,1,1.0,2.97,-2.34,1,1849019.0,True
203,203,0,20,3,0,1.0,1.16,-1.04,0,1853877.0,True
204,204,0,20,4,0,1.0,-1.9,1.63,0,1860288.0,True
205,205,0,20,5,0,1.0,-0.66,0.41,0,1866179.0,True
206,206,0,20,6,0,1.0,0.34,0.5,0,1872706.0,True
207,207,0,20,7,1,-1.0,-3.91,3.49,0,1878965.0,True
208,208,0,20,8,1,1.0,2.03,-2.23,1,1884551.0,True
209,209,0,20,9,1,1.0,-0.74,0.41,1,1889543.0,True
210,210,0,21,0,0,1.0,-2.03,0.92,0,1906769.0,True
211,211,0,21,1,0,1.0,-1.11,1.54,0,1911432.0,True
212,212,0,21,2,1,1.0,1.01,0.38,1,1915913.0,True
213,213,0,21,3,1,-1.0,1.94,0.83,0,1919793.0,True
214,214,0,21,4,1,-1.0,-0.08,2.16,0,1924163.0,True
215,215,0,21,5,0,-1.0,-2.79,-1.17,1,1927262.0,True
216,216,0,21,6,1,1.0,0.66,-1.61,1,1931778.0,True
217,217,0,21,7,1,1.0,-0.21,-0.28,1,1937885.0,True
218,218,0,21,8,0,1.0,-1.79,1.2,0,1943038.0,True
219,219,0,21,9,1,1.0,-1.15,-0.91,1,1947101.0,True
220,220,0,22,0,1,1.0,-1.92,-0.64,1,1960967.0,True
221,221,0,22,1,1,1.0,-0.3,-2.2,1,1966145.0,True
222,222,0,22,2,1,1.0,-1.5,-1.06,1,1970171.0,True
223,223,0,22,3,0,1.0,1.01,0.07,0,1975331.0,True
224,224,0,22,4,1,1.0,-2.04,1.0,1,1982272.0,True
225,225,0,22,5,1,-1.0,-0.53,0.53,0,1987573.0,True
226,226,0,22,6,1,1.0,0.09,-2.64,1,1992743.0,True
227,227,0,22,7,1,1.0,-1.72,-1.24,1,2001478.0,True
228,228,0,22,8,0,1.0,0.98,0.37,0,2006705.0,True
229,229,0,22,9,0,1.0,0.64,1.67,0,2011773.0,True
230,230,0,23,0,1,-1.0,-1.16,-0.46,0,2025213.0,True
231,231,0,23,1,0,1.0,-1.35,-2.22,0,2029060.0,True
232,232,0,23,2,0,1.0,-0.77,-2.64,0,2033055.0,True
233,233,0,23,3,1,1.0,0.4,0.79,1,2036787.0,True
234,234,0,23,4,0,1.0,-3.19,-4.62,0,2040071.0,True
235,235,0,23,5,1,1.0,1.18,-0.51,1,2043210.0,True
236,236,0,23,6,0,1.0,-0.44,0.18,0,2046884.0,True
237,237,0,23,7,0,-1.0,-0.05,-0.51,1,2050645.0,True
238,238,0,23,8,1,1.0,0.23,0.76,1,2054238.0,True
239,239,0,23,9,1,1.0,0.02,-0.19,1,2060243.0,True
240,240,0,24,0,1,1.0,-0.24,1.1,1,2081070.0,True
241,241,0,24,1,0,-1.0,-0.8,-1.12,1,2088000.0,True
242,242,0,24,2,0,-1.0,-1.22,0.47,1,2093437.0,True
243,243,0,24,3,1,1.0,-0.25,-0.74,1,2097363.0,True
244,244,0,24,4,1,1.0,-1.61,-0.39,1,2101892.0,True
245,245,0,24,5,1,1.0,-1.72,-0.03,1,2105356.0,True
246,246,0,24,6,1,1.0,-2.06,-1.09,1,2109604.0,True
247,247,0,24,7,0,1.0,0.24,-0.48,0,2114382.0,True
248,248,0,24,8,1,1.0,-0.7,-1.43,1,2117893.0,True
249,249,0,24,9,1,-1.0,-0.7,0.39,0,2122907.0,True
250,250,0,25,0,0,1.0,0.05,-1.56,0,2140692.0,True
251,251,0,25,1,0,1.0,-2.46,-2.12,0,2144406.0,True
252,252,0,25,2,0,1.0,-1.61,0.26,0,2150044.0,True
253,253,0,25,3,1,1.0,0.98,0.43,1,2154302.0,True
254,254,0,25,4,0,1.0,-1.12,-1.27,0,2158376.0,True
255,255,0,25,5,0,1.0,-0.26,-1.26,0,2162229.0,True
256,256,0,25,6,0,1.0,-1.56,-2.0,0,2166747.0,True
257,257,0,25,7,1,1.0,0.01,0.31,1,2171576.0,True
258,258,0,25,8,1,1.0,0.84,1.53,1,2175288.0,True
259,259,0,25,9,1,1.0,2.66,0.41,1,2180942.0,True
260,260,0,26,0,1,1.0,-1.66,0.33,1,2198379.0,True
261,261,0,26,1,1,-1.0,-0.28,-1.33,0,2205510.0,True
262,262,0,26,2,1,1.0,-0.91,1.04,1,2211154.0,True
263,263,0,26,3,1,-1.0,-1.69,-1.58,0,2218694.0,True
264,264,0,26,4,0,-1.0,-1.73,1.11,1,2225296.0,True
265,265,0,26,5,1,-1.0,-2.8,-0.89,0,2231349.0,True
266,266,0,26,6,0,1.0,1.28,-0.42,0,2234943.0,True
267,267,0,26,7,1,1.0,1.03,2.35,1,2238155.0,True
268,268,0,26,8,0,1.0,-0.1,-0.12,0,2241403.0,True
269,269,0,26,9,0,1.0,1.28,-1.55,0,2246087.0,True
270,270,0,27,0,0,-1.0,-0.99,-1.97,1,2258913.0,True
271,271,0,27,1,0,1.0,0.85,2.06,0,2263685.0,True
272,272,0,27,2,1,1.0,-2.78,-0.81,1,2268038.0,True
273,273,0,27,3,0,1.0,1.84,-0.44,0,2272445.0,True
274,274,0,27,4,1,-1.0,-0.68,0.49,0,2277168.0,True
275,275,0,27,5,1,1.0,0.57,-2.52,1,2284186.0,True
276,276,0,27,6,1,1.0,-0.53,-2.01,1,2288709.0,True
277,277,0,27,7,0,1.0,0.33,0.6,0,2294569.0,True
278,278,0,27,8,1,1.0,-0.1,-0.91,1,2299296.0,True
279,279,0,27,9,1,1.0,-1.82,-2.76,1,2303090.0,True
280,280,0,28,0,0,1.0,-2.58,1.8,0,2317475.0,True
281,281,0,28,1,0,-1.0,-0.2,-0.64,1,2322508.0,True
282,282,0,28,2,1,1.0,1.72,2.07,1,2326665.0,True
283,283,0,28,3,1,-1.0,0.85,1.43,0,2329749.0,True
284,284,0,28,4,1,-1.0,0.64,1.15,0,2334418.0,True
285,285,0,28,5,1,1.0,-2.13,-3.67,1,2338733.0,True
286,286,0,28,6,1,1.0,0.7,-1.12,1,2343019.0,True
287,287,0,28,7,1,-1.0,0.05,1.48,0,2350228.0,True
288,288,0,28,8,0,-1.0,0.45,0.06,1,2354709.0,True
289,289,0,28,9,1,-1.0,-1.52,-0.81,0,2358748.0,True
290,290,0,29,0,0,-1.0,1.22,-1.52,1,2372919.0,True
291,291,0,29,1,1,1.0,0.2,0.05,1,2382994.0,True
292,292,0,29,2,1,1.0,1.06,-0.12,1,2387651.0,True
293,293,0,29,3,1,-1.0,0.33,2.34,0,2395630.0,True
294,294,0,29,4,1,1.0,1.1,-0.21,1,2401693.0,True
295,295,0,29,5,0,1.0,-0.26,1.99,0,2409729.0,True
296,296,0,29,6,0,1.0,-0.73,-0.5,0,2417494.0,True
297,297,0,29,7,1,1.0,1.47,-1.75,1,2425807.0,True
298,298,0,29,8,0,1.0,-1.08,-0.39,0,2431930.0,True
299,299,0,29,9,1,1.0,0.74,0.42,1,2438833.0,True
300,300,1,0,0,1,-1.0,-0.92,-0.16,0,365573.0,True
301,301,1,0,1,1,1.0,1.02,0.32,1,374090.0,True
302,302,1,0,2,0,1.0,-2.11,-1.2,0,382693.0,True
303,303,1,0,3,0,1.0,0.65,-1.28,0,430871.0,True
304,304,1,0,4,0,1.0,-2.43,-1.6,0,436235.0,True
305,305,1,0,5,0,1.0,0.81,-1.26,0,444421.0,True
306,306,1,0,6,0,1.0,-1.46,-1.98,0,451498.0,True
307,307,1,0,7,0,1.0,-0.71,-0.5,0,457054.0,True
308,308,1,0,8,0,1.0,-3.55,-2.56,0,460911.0,True
309,309,1,0,9,1,1.0,3.05,2.03,1,465403.0,True
310,310,1,1,0,1,1.0,-0.99,-1.97,1,499020.0,True
311,311,1,1,1,0,1.0,0.85,2.06,0,503817.0,True
312,312,1,1,2,1,1.0,-2.78,-0.81,1,508401.0,True
313,313,1,1,3,0,1.0,1.84,-0.44,0,512795.0,True
314,314,1,1,4,0,1.0,-0.68,0.49,0,522594.0,True
315,315,1,1,5,1,1.0,0.57,-2.52,1,535888.0,True
316,316,1,1,6,1,1.0,-0.53,-2.01,1,539586.0,True
317,317,1,1,7,0,1.0,0.33,0.6,0,549173.0,True
318,318,1,1,8,1,1.0,-0.1,-0.91,1,554085.0,True
319,319,1,1,9,1,1.0,-1.82,-2.76,1,557818.0,True
320,320,1,2,0,1,-1.0,-2.21,2.69,0,586224.0,True
321,321,1,2,1,1,1.0,1.3,-2.0,1,602999.0,True
322,322,1,2,2,1,1.0,2.97,-2.34,1,608851.0,True
323,323,1,2,3,1,-1.0,1.16,-1.04,0,613562.0,True
324,324,1,2,4,0,1.0,-1.9,1.63,0,619444.0,True
325,325,1,2,5,0,1.0,-0.66,0.41,0,627708.0,True
326,326,1,2,6,0,1.0,0.34,0.5,0,639300.0,True
327,327,1,2,7,0,1.0,-3.91,3.49,0,645026.0,True
328,328,1,2,8,1,1.0,2.03,-2.23,1,651092.0,True
329,329,1,2,9,0,-1.0,-0.74,0.41,1,664149.0,True
330,330,1,3,0,1,1.0,-0.24,1.1,1,695195.0,True
331,331,1,3,1,0,-1.0,-0.8,-1.12,1,714353.0,True
332,332,1,3,2,1,1.0,-1.22,0.47,1,727574.0,True
333,333,1,3,3,1,1.0,-0.25,-0.74,1,736376.0,True
334,334,1,3,4,1,1.0,-1.61,-0.39,1,749914.0,True
335,335,1,3,5,1,1.0,-1.72,-0.03,1,755684.0,True
336,336,1,3,6,1,1.0,-2.06,-1.09,1,769700.0,True
337,337,1,3,7,0,1.0,0.24,-0.48,0,776609.0,True
338,338,1,3,8,1,1.0,-0.7,-1.43,1,782493.0,True
339,339,1,3,9,1,-1.0,-0.7,0.39,0,787721.0,True
340,340,1,4,0,0,1.0,1.75,0.51,0,811460.0,True
341,341,1,4,1,0,1.0,1.65,-0.29,0,824692.0,True
342,342,1,4,2,0,-1.0,-0.9,1.59,1,841204.0,True
343,343,1,4,3,0,1.0,2.02,0.6,0,852744.0,True
344,344,1,4,4,1,1.0,-0.2,-1.35,1,857776.0,True
345,345,1,4,5,0,1.0,2.72,-1.88,0,864643.0,True
346,346,1,4,6,0,1.0,1.18,0.72,0,870748.0,True
347,347,1,4,7,0,1.0,0.01,1.42,0,882243.0,True
348,348,1,4,8,0,1.0,0.24,3.15,0,888139.0,True
349,349,1,4,9,1,1.0,-1.24,-0.4,1,893365.0,True
350,350,1,5,0,0,1.0,0.26,-1.11,0,919758.0,True
351,351,1,5,1,0,-1.0,1.54,2.06,1,937393.0,True
352,352,1,5,2,1,1.0,0.08,1.65,1,945889.0,True
353,353,1,5,3,1,1.0,0.14,1.37,1,955067.0,True
354,354,1,5,4,1,1.0,-0.34,0.72,1,970909.0,True
355,355,1,5,5,0,-1.0,0.19,-0.11,1,977560.0,True
356,356,1,5,6,0,-1.0,1.33,0.17,1,995474.0,True
357,357,1,5,7,0,1.0,-0.91,-2.08,0,1003204.0,True
358,358,1,5,8,0,-1.0,3.11,0.09,1,1012542.0,True
359,359,1,5,9,0,1.0,-1.51,-1.11,0,1021756.0,True
360,360,1,6,0,1,1.0,0.74,0.28,1,1034560.0,True
361,361,1,6,1,1,-1.0,-0.04,0.49,0,1062064.0,True
362,362,1,6,2,0,1.0,-1.02,-2.08,0,1067614.0,True
363,363,1,6,3,1,1.0,1.14,0.99,1,1073026.0,True
364,364,1,6,4,1,1.0,1.18,1.74,1,1076975.0,True
365,365,1,6,5,0,1.0,-0.33,-1.32,0,1084002.0,True
366,366,1,6,6,1,-1.0,0.08,1.15,0,1090548.0,True
367,367,1,6,7,0,1.0,-3.02,-3.11,0,1099014.0,True
368,368,1,6,8,0,1.0,-1.8,-1.67,0,1102864.0,True
369,369,1,6,9,0,1.0,-0.06,0.69,0,1115091.0,True
370,370,1,7,0,0,-1.0,1.22,-1.52,1,1133047.0,True
371,371,1,7,1,1,1.0,0.2,0.05,1,1148135.0,True
372,372,1,7,2,1,1.0,1.06,-0.12,1,1156053.0,True
373,373,1,7,3,1,-1.0,0.33,2.34,0,1165320.0,True
374,374,1,7,4,1,1.0,1.1,-0.21,1,1172598.0,True
375,375,1,7,5,0,1.0,-0.26,1.99,0,1178520.0,True
376,376,1,7,6,0,1.0,-0.73,-0.5,0,1187826.0,True
377,377,1,7,7,1,1.0,1.47,-1.75,1,1197185.0,True
378,378,1,7,8,0,1.0,-1.08,-0.39,0,1204065.0,True
379,379,1,7,9,1,1.0,0.74,0.42,1,1213445.0,True
380,380,1,8,0,0,1.0,1.26,-1.48,0,1239458.0,True
381,381,1,8,1,1,-1.0,-1.16,-2.48,0,1268575.0,True
382,382,1,8,2,1,1.0,-0.08,0.94,1,1275189.0,True
383,383,1,8,3,1,-1.0,-2.02,0.62,0,1279724.0,True
384,384,1,8,4,1,1.0,1.48,1.06,1,1293610.0,True
385,385,1,8,5,1,1.0,0.4,0.28,1,1303278.0,True
386,386,1,8,6,1,1.0,-0.39,1.99,1,1308460.0,True
387,387,1,8,7,0,1.0,-0.39,-2.38,0,1323235.0,True
388,388,1,8,8,1,1.0,2.06,1.5,1,1332106.0,True
389,389,1,8,9,1,1.0,1.7,1.33,1,1340153.0,True
390,390,1,9,0,0,1.0,-2.03,0.92,0,1360522.0,True
391,391,1,9,1,0,1.0,-1.11,1.54,0,1364850.0,True
392,392,1,9,2,1,1.0,1.01,0.38,1,1374248.0,True
393,393,1,9,3,1,-1.0,1.94,0.83,0,1379807.0,True
394,394,1,9,4,0,1.0,-0.08,2.16,0,1390211.0,True
395,395,1,9,5,0,-1.0,-2.79,-1.17,1,1405561.0,True
396,396,1,9,6,1,1.0,0.66,-1.61,1,1409974.0,True
