,participant,task,trial,choice,reward,setsize,state,imageseq,folderseq,iterseq,corchoice,key,cor,rt,cond,pcor,delay,subno,is_training
80,0,0,80,2,0,6,0,3.0,3.0,13.0,0,32.0,0.0,0.8335864260002381,1,4.0,48.0,3093.0,True
81,0,0,81,2,1,6,4,2.0,3.0,13.0,2,32.0,1.0,0.8428333219999331,1,13.0,7.0,3093.0,True
82,0,0,82,1,0,6,0,3.0,3.0,14.0,0,30.0,0.0,0.6310784359998252,1,4.0,50.0,3093.0,True
83,0,0,83,2,1,6,5,1.0,3.0,13.0,2,32.0,1.0,0.7361449130003166,1,3.0,10.0,3093.0,True
84,0,0,84,2,1,6,5,1.0,3.0,14.0,2,32.0,1.0,0.7371290119999685,1,4.0,1.0,3093.0,True
85,0,0,85,2,1,6,4,2.0,3.0,14.0,2,32.0,1.0,0.7149053399998593,1,14.0,4.0,3093.0,True
86,0,0,86,0,0,6,2,5.0,3.0,13.0,1,31.0,0.0,0.8126054469998962,1,3.0,17.0,3093.0,True
87,0,0,87,0,0,6,2,5.0,3.0,14.0,1,31.0,0.0,0.7505473790001815,1,3.0,18.0,3093.0,True
88,0,0,88,1,1,6,3,4.0,3.0,13.0,1,30.0,1.0,0.6904419019997476,1,13.0,10.0,3093.0,True
89,0,0,89,1,1,6,3,4.0,3.0,14.0,1,30.0,1.0,0.7569445070002985,1,14.0,1.0,3093.0,True
90,0,1,0,1,1,5,1,5.0,16.0,0.0,1,30.0,1.0,1.079472414000065,1,0.0,,3093.0,True
91,0,1,1,2,1,5,3,0.0,16.0,0.0,2,32.0,1.0,2.660654885999975,1,0.0,,3093.0,True
92,0,1,2,2,1,5,3,0.0,16.0,1.0,2,32.0,1.0,0.694164197000191,1,1.0,1.0,3093.0,True
93,0,1,3,1,0,5,0,4.0,16.0,0.0,0,30.0,0.0,1.057596996000029,1,0.0,,3093.0,True
94,0,1,4,1,0,5,0,4.0,16.0,1.0,0,30.0,0.0,0.8004685790001531,1,0.0,,3093.0,True
95,0,1,5,0,0,5,2,1.0,16.0,0.0,2,31.0,0.0,0.7708786419998432,1,0.0,,3093.0,True
96,0,1,6,1,0,5,4,3.0,16.0,0.0,2,30.0,0.0,0.6934519550000005,1,0.0,,3093.0,True
97,0,1,7,1,0,5,2,1.0,16.0,1.0,2,30.0,0.0,0.8523528529999567,1,0.0,,3093.0,True
98,0,1,8,1,1,5,1,5.0,16.0,1.0,1,30.0,1.0,0.5556891139999607,1,1.0,8.0,3093.0,True
99,0,1,9,2,1,5,3,0.0,16.0,2.0,2,32.0,1.0,0.6525017639996804,1,2.0,7.0,3093.0,True
100,0,1,10,1,1,5,1,5.0,16.0,2.0,1,30.0,1.0,0.7131428280004002,1,2.0,2.0,3093.0,True
101,0,1,11,2,1,5,3,0.0,16.0,3.0,2,32.0,1.0,0.5150376599999618,1,3.0,2.0,3093.0,True
102,0,1,12,0,1,5,0,4.0,16.0,2.0,0,31.0,1.0,0.7809723519999352,1,0.0,,3093.0,True
103,0,1,13,0,0,5,4,3.0,16.0,1.0,2,31.0,0.0,0.8767107519997808,1,0.0,,3093.0,True
104,0,1,14,0,1,5,0,4.0,16.0,3.0,0,31.0,1.0,0.8350382520002313,1,1.0,2.0,3093.0,True
105,0,1,15,0,0,5,2,1.0,16.0,2.0,2,31.0,0.0,0.712349513999925,1,0.0,,3093.0,True
106,0,1,16,0,0,5,4,3.0,16.0,2.0,2,31.0,0.0,0.8707364309998411,1,0.0,,3093.0,True
107,0,1,17,2,1,5,3,0.0,16.0,4.0,2,32.0,1.0,0.6529657090000001,1,4.0,6.0,3093.0,True
108,0,1,18,1,1,5,1,5.0,16.0,3.0,1,30.0,1.0,0.6263655620000463,1,3.0,8.0,3093.0,True
109,0,1,19,0,0,5,4,3.0,16.0,3.0,2,31.0,0.0,0.8791528739998284,1,0.0,,3093.0,True
110,0,1,20,1,1,5,1,5.0,16.0,4.0,1,30.0,1.0,0.6464142039999388,1,4.0,2.0,3093.0,True
111,0,1,21,0,1,5,0,4.0,16.0,4.0,0,31.0,1.0,0.738843961999919,1,2.0,7.0,3093.0,True
112,0,1,22,0,0,5,2,1.0,16.0,3.0,2,31.0,0.0,0.7001521389997833,1,0.0,,3093.0,True
113,0,1,23,2,0,5,0,4.0,16.0,5.0,0,32.0,0.0,0.7215771619999032,1,3.0,2.0,3093.0,True
114,0,1,24,2,1,5,4,3.0,16.0,4.0,2,32.0,1.0,0.9915259389999846,1,0.0,,3093.0,True
115,0,1,25,2,1,5,2,1.0,16.0,4.0,2,32.0,1.0,0.8211880619996919,1,0.0,,3093.0,True
116,0,1,26,2,1,5,3,0.0,16.0,5.0,2,32.0,1.0,0.6756470320001426,1,5.0,9.0,3093.0,True
117,0,1,27,1,1,5,1,5.0,16.0,5.0,1,30.0,1.0,0.5747418109999671,1,5.0,7.0,3093.0,True
118,0,1,28,2,0,5,0,4.0,16.0,6.0,0,32.0,0.0,0.8549044319997847,1,3.0,7.0,3093.0,True
119,0,1,29,2,1,5,4,3.0,16.0,5.0,2,32.0,1.0,0.7987841479998679,1,1.0,5.0,3093.0,True
120,0,1,30,0,1,5,0,4.0,16.0,7.0,0,31.0,1.0,0.6690462990000015,1,3.0,9.0,3093.0,True
121,0,1,31,0,0,5,2,1.0,16.0,5.0,2,31.0,0.0,0.7774771560002591,1,1.0,6.0,3093.0,True
122,0,1,32,1,0,5,2,1.0,16.0,6.0,2,30.0,0.0,0.8279749739999716,1,1.0,7.0,3093.0,True
123,0,1,33,1,1,5,1,5.0,16.0,6.0,1,30.0,1.0,0.6613857130000724,1,6.0,6.0,3093.0,True
124,0,1,34,2,1,5,4,3.0,16.0,6.0,2,32.0,1.0,0.928787758999988,1,2.0,5.0,3093.0,True
125,0,1,35,2,1,5,3,0.0,16.0,6.0,2,32.0,1.0,0.7140231589996802,1,6.0,9.0,3093.0,True
126,0,1,36,2,1,5,3,0.0,16.0,7.0,2,32.0,1.0,0.660313295999913,1,7.0,1.0,3093.0,True
127,0,1,37,2,1,5,4,3.0,16.0,7.0,2,32.0,1.0,0.9039587970000866,1,3.0,3.0,3093.0,True
128,0,1,38,1,1,5,1,5.0,16.0,7.0,1,30.0,1.0,0.7788410289999774,1,7.0,5.0,3093.0,True
129,0,1,39,2,0,5,0,4.0,16.0,8.0,0,32.0,0.0,0.8413811599998553,1,4.0,9.0,3093.0,True
130,0,1,40,2,1,5,2,1.0,16.0,7.0,2,32.0,1.0,0.7852726119999716,1,1.0,15.0,3093.0,True
131,0,1,41,2,1,5,3,0.0,16.0,8.0,2,32.0,1.0,0.7446078920002037,1,8.0,5.0,3093.0,True
132,0,1,42,2,1,5,4,3.0,16.0,8.0,2,32.0,1.0,0.8567577860003439,1,4.0,5.0,3093.0,True
133,0,1,43,1,1,5,1,5.0,16.0,8.0,1,30.0,1.0,0.557888825000191,1,8.0,5.0,3093.0,True
134,0,1,44,2,1,5,2,1.0,16.0,8.0,2,32.0,1.0,0.733460661999743,1,2.0,4.0,3093.0,True
135,0,1,45,2,0,5,0,4.0,16.0,9.0,0,32.0,0.0,0.8629124250001041,1,4.0,15.0,3093.0,True
136,0,1,46,0,0,5,4,3.0,16.0,9.0,2,31.0,0.0,0.6867584219999117,1,5.0,4.0,3093.0,True
137,0,1,47,2,1,5,3,0.0,16.0,9.0,2,32.0,1.0,0.7655399410000427,1,9.0,6.0,3093.0,True
138,0,1,48,2,0,5,0,4.0,16.0,10.0,0,32.0,0.0,0.9411012209998262,1,4.0,18.0,3093.0,True
139,0,1,49,1,1,5,1,5.0,16.0,9.0,1,30.0,1.0,0.640890374999799,1,9.0,6.0,3093.0,True
140,0,1,50,2,1,5,4,3.0,16.0,10.0,2,32.0,1.0,0.8063087880000239,1,5.0,8.0,3093.0,True
141,0,1,51,2,1,5,2,1.0,16.0,9.0,2,32.0,1.0,0.7878807669999333,1,3.0,7.0,3093.0,True
142,0,1,52,0,1,5,0,4.0,16.0,11.0,0,31.0,1.0,1.1795335930000874,1,4.0,22.0,3093.0,True
143,0,1,53,1,1,5,1,5.0,16.0,10.0,1,30.0,1.0,0.5376171729999442,1,10.0,4.0,3093.0,True
144,0,1,54,2,1,5,3,0.0,16.0,10.0,2,32.0,1.0,0.6992253849998633,1,10.0,7.0,3093.0,True
145,0,1,55,2,1,5,2,1.0,16.0,10.0,2,32.0,1.0,0.8054973779999273,1,4.0,4.0,3093.0,True
146,0,1,56,1,1,5,1,5.0,16.0,11.0,1,30.0,1.0,0.6525391620002665,1,11.0,3.0,3093.0,True
147,0,1,57,2,1,5,4,3.0,16.0,11.0,2,32.0,1.0,0.8488556320003227,1,6.0,7.0,3093.0,True
148,0,1,58,2,1,5,4,3.0,16.0,12.0,2,32.0,1.0,0.75760549000006,1,7.0,1.0,3093.0,True
149,0,1,59,2,1,5,3,0.0,16.0,11.0,2,32.0,1.0,0.621006603999831,1,11.0,5.0,3093.0,True
150,0,1,60,2,0,5,0,4.0,16.0,12.0,0,32.0,0.0,0.8276095490000444,1,5.0,8.0,3093.0,True
151,0,1,61,2,1,5,3,0.0,16.0,12.0,2,32.0,1.0,0.7638549509997574,1,12.0,2.0,3093.0,True
152,0,1,62,1,1,5,1,5.0,16.0,12.0,1,30.0,1.0,0.6283055460003197,1,12.0,6.0,3093.0,True
153,0,1,63,2,1,5,2,1.0,16.0,11.0,2,32.0,1.0,0.8091883179999968,1,5.0,8.0,3093.0,True
154,0,1,64,2,1,5,2,1.0,16.0,12.0,2,32.0,1.0,0.8000377939997634,1,6.0,1.0,3093.0,True
155,0,1,65,2,1,5,4,3.0,16.0,13.0,2,32.0,1.0,0.9186469119999856,1,8.0,7.0,3093.0,True
156,0,1,66,2,1,5,3,0.0,16.0,13.0,2,32.0,1.0,0.7441464919997998,1,13.0,5.0,3093.0,True
157,0,1,67,1,1,5,1,5.0,16.0,13.0,1,30.0,1.0,0.5137883030001831,1,13.0,5.0,3093.0,True
158,0,1,68,2,0,5,0,4.0,16.0,13.0,0,32.0,0.0,0.8275266160003412,1,5.0,16.0,3093.0,True
159,0,1,69,2,1,5,2,1.0,16.0,13.0,2,32.0,1.0,0.8368266550000953,1,7.0,5.0,3093.0,True
160,0,1,70,0,1,5,0,4.0,16.0,14.0,0,31.0,1.0,0.7214582740002697,1,5.0,18.0,3093.0,True
161,0,1,71,1,1,5,1,5.0,16.0,14.0,1,30.0,1.0,0.6200088810001034,1,14.0,4.0,3093.0,True
162,0,1,72,2,1,5,4,3.0,16.0,14.0,2,32.0,1.0,0.7612165700002151,1,9.0,7.0,3093.0,True
163,0,1,73,2,1,5,2,1.0,16.0,14.0,2,32.0,1.0,0.818207424999855,1,8.0,4.0,3093.0,True
164,0,1,74,2,1,5,3,0.0,16.0,14.0,2,32.0,1.0,0.6396994320002705,1,14.0,8.0,3093.0,True
165,0,2,0,1,1,2,0,3.0,5.0,0.0,1,30.0,1.0,0.507791467000061,1,0.0,,3093.0,True
166,0,2,1,2,1,2,1,2.0,5.0,0.0,2,32.0,1.0,1.0182145310000124,1,0.0,,3093.0,True
167,0,2,2,1,1,2,0,3.0,5.0,1.0,1,30.0,1.0,0.6634583780000867,1,1.0,2.0,3093.0,True
168,0,2,3,2,1,2,1,2.0,5.0,1.0,2,32.0,1.0,0.5234307929999886,1,1.0,2.0,3093.0,True
169,0,2,4,2,1,2,1,2.0,5.0,2.0,2,32.0,1.0,0.6127027620000263,1,2.0,1.0,3093.0,True
170,0,2,5,1,1,2,0,3.0,5.0,2.0,1,30.0,1.0,0.4914321490000475,1,2.0,3.0,3093.0,True
171,0,2,6,1,1,2,0,3.0,5.0,3.0,1,30.0,1.0,0.6460620640000343,1,3.0,1.0,3093.0,True
172,0,2,7,2,1,2,1,2.0,5.0,3.0,2,32.0,1.0,0.5387786609999239,1,3.0,3.0,3093.0,True
173,0,2,8,1,1,2,0,3.0,5.0,4.0,1,30.0,1.0,0.4915203109999311,1,4.0,2.0,3093.0,True
174,0,2,9,1,1,2,0,3.0,5.0,5.0,1,30.0,1.0,0.6074166170001263,1,5.0,1.0,3093.0,True
175,0,2,10,2,1,2,1,2.0,5.0,4.0,2,32.0,1.0,0.5570369379997828,1,4.0,3.0,3093.0,True
176,0,2,11,1,1,2,0,3.0,5.0,6.0,1,30.0,1.0,0.5906018450000374,1,6.0,2.0,3093.0,True
177,0,2,12,2,1,2,1,2.0,5.0,5.0,2,32.0,1.0,0.6445737789999839,1,5.0,2.0,3093.0,True
178,0,2,13,2,1,2,1,2.0,5.0,6.0,2,32.0,1.0,0.9144123969999782,1,6.0,1.0,3093.0,True
179,0,2,14,1,1,2,0,3.0,5.0,7.0,1,30.0,1.0,0.4758587940000325,1,7.0,3.0,3093.0,True
180,0,2,15,1,1,2,0,3.0,5.0,8.0,1,30.0,1.0,0.6084603730000708,1,8.0,1.0,3093.0,True
181,0,2,16,2,1,2,1,2.0,5.0,7.0,2,32.0,1.0,0.59063749500001,1,7.0,3.0,3093.0,True
182,0,2,17,2,1,2,1,2.0,5.0,8.0,2,32.0,1.0,0.6299308580000798,1,8.0,1.0,3093.0,True
183,0,3,0,1,0,4,2,2.0,8.0,0.0,2,30.0,0.0,0.6519163120001394,1,0.0,,3093.0,True
184,0,3,1,2,1,4,3,4.0,8.0,0.0,2,32.0,1.0,0.7350163109999812,1,0.0,,3093.0,True
185,0,3,2,2,1,4,3,4.0,8.0,1.0,2,32.0,1.0,0.520710076999876,1,1.0,1.0,3093.0,True
186,0,3,3,1,0,4,1,3.0,8.0,0.0,0,30.0,0.0,0.8589158029999453,1,0.0,,3093.0,True
187,0,3,4,1,0,4,1,3.0,8.0,1.0,0,30.0,0.0,0.7939704699997492,1,0.0,,3093.0,True
188,0,3,5,1,0,4,2,2.0,8.0,1.0,2,30.0,0.0,0.8847518200000195,1,0.0,,3093.0,True
189,0,3,6,1,0,4,0,1.0,8.0,0.0,0,30.0,0.0,0.9063724490001732,1,0.0,,3093.0,True
190,0,3,7,1,0,4,0,1.0,8.0,1.0,0,30.0,0.0,0.7120410830002584,1,0.0,,3093.0,True
191,0,3,8,1,0,4,2,2.0,8.0,2.0,2,30.0,0.0,0.7583946680001645,1,0.0,,3093.0,True
192,0,3,9,2,1,4,3,4.0,8.0,2.0,2,32.0,1.0,0.5214469570000801,1,2.0,7.0,3093.0,True
193,0,3,10,1,0,4,1,3.0,8.0,2.0,0,30.0,0.0,1.2201731440000003,1,0.0,,3093.0,True
194,0,3,11,1,0,4,0,1.0,8.0,2.0,0,30.0,0.0,1.2519177110002602,1,0.0,,3093.0,True
195,0,3,12,0,1,4,1,3.0,8.0,3.0,0,31.0,1.0,0.9069857459999184,1,0.0,,3093.0,True
196,0,3,13,2,1,4,2,2.0,8.0,3.0,2,32.0,1.0,0.7097451340000589,1,0.0,,3093.0,True
197,0,3,14,2,0,4,0,1.0,8.0,3.0,0,32.0,0.0,0.807297046000258,1,0.0,,3093.0,True
198,0,3,15,2,1,4,3,4.0,8.0,3.0,2,32.0,1.0,0.7369151379998584,1,3.0,6.0,3093.0,True
199,0,3,16,1,0,4,3,4.0,8.0,4.0,2,30.0,0.0,0.9142097610001656,1,4.0,1.0,3093.0,True
200,0,3,17,0,0,4,2,2.0,8.0,4.0,2,31.0,0.0,0.9117225530003452,1,1.0,4.0,3093.0,True
201,0,3,18,2,0,4,0,1.0,8.0,4.0,0,32.0,0.0,0.6773881589997472,1,0.0,,3093.0,True
202,0,3,19,0,1,4,1,3.0,8.0,4.0,0,31.0,1.0,0.5965178330002345,1,1.0,7.0,3093.0,True
203,0,3,20,2,1,4,3,4.0,8.0,5.0,2,32.0,1.0,1.0594413819999318,1,4.0,5.0,3093.0,True
204,0,3,21,0,1,4,1,3.0,8.0,5.0,0,31.0,1.0,0.9111945150002612,1,2.0,2.0,3093.0,True
205,0,3,22,1,0,4,3,4.0,8.0,6.0,2,30.0,0.0,0.840550778999841,1,5.0,2.0,3093.0,True
206,0,3,23,0,1,4,0,1.0,8.0,5.0,0,31.0,1.0,0.9450911719995928,1,0.0,,3093.0,True
207,0,3,24,0,0,4,2,2.0,8.0,5.0,2,31.0,0.0,0.9128004559997862,1,1.0,11.0,3093.0,True
208,0,3,25,0,0,4,2,2.0,8.0,6.0,2,31.0,0.0,0.9338573209997776,1,1.0,12.0,3093.0,True
209,0,3,26,0,1,4,1,3.0,8.0,6.0,0,31.0,1.0,0.7470685150001373,1,3.0,5.0,3093.0,True
210,0,3,27,1,0,4,0,1.0,8.0,6.0,0,30.0,0.0,1.123372912999912,1,1.0,4.0,3093.0,True
211,0,3,28,2,1,4,3,4.0,8.0,7.0,2,32.0,1.0,0.7837649260000035,1,5.0,8.0,3093.0,True
212,0,3,29,0,1,4,1,3.0,8.0,7.0,0,31.0,1.0,0.8074956579998798,1,4.0,3.0,3093.0,True
213,0,3,30,0,1,4,0,1.0,8.0,7.0,0,31.0,1.0,0.9413660360000904,1,1.0,7.0,3093.0,True
214,0,3,31,0,0,4,2,2.0,8.0,7.0,2,31.0,0.0,0.8614059500000621,1,1.0,18.0,3093.0,True
215,0,3,32,2,1,4,3,4.0,8.0,8.0,2,32.0,1.0,0.7090199600002052,1,6.0,4.0,3093.0,True
216,0,3,33,0,0,4,2,2.0,8.0,8.0,2,31.0,0.0,0.9667481500000576,1,1.0,20.0,3093.0,True
217,0,3,34,2,0,4,0,1.0,8.0,8.0,0,32.0,0.0,0.7537540910002463,1,2.0,4.0,3093.0,True
218,0,3,35,0,1,4,1,3.0,8.0,8.0,0,31.0,1.0,0.6385654240002623,1,5.0,6.0,3093.0,True
